subpart_id,part_id,subpart_number,subpart_title,source_document
DFARS-SP236.5,DFARS-P236,236.5,CONTRACT CLAUSES,KB 2/USA/DFARS.pdf
DFARS-SP236.6,DFARS-P236,236.6,ARCHITECT-ENGINEER SERVICES,KB 2/USA/DFARS.pdf
DFARS-SP236.7,DFARS-P236,236.7,STANDARD AND OPTIONAL FORMS FOR CONTRACTING,KB 2/USA/DFARS.pdf
DFARS-SP237.1,DFARS-P237,237.1,SERVICE CONTRACTS—GENERAL,KB 2/USA/DFARS.pdf
DFARS-SP237.2,DFARS-P237,237.2,ADVISORY AND ASSISTANCE SERVICES,KB 2/USA/DFARS.pdf
DFARS-SP237.5,DFARS-P237,237.5,MANAGEMENT OVERSIGHT OF SERVICE CONTRACTS,KB 2/USA/DFARS.pdf
DFARS-SP237.6,DFARS-P237,237.6,(REMOVED),KB 2/USA/DFARS.pdf
DFARS-SP237.70,DFARS-P237,237.70,MORTUARY SERVICES,KB 2/USA/DFARS.pdf
DFARS-SP237.71,DFARS-P237,237.71,LAUNDRY AND DRY CLEANING SERVICES,KB 2/USA/DFARS.pdf
DFARS-SP237.72,DFARS-P237,237.72,EDUCATIONAL SERVICE AGREEMENTS,KB 2/USA/DFARS.pdf
DFARS-SP237.73,DFARS-P237,237.73,SERVICES OF STUDENTS AT,KB 2/USA/DFARS.pdf
DFARS-SP237.74,DFARS-P237,237.74,SERVICES AT INSTALLATIONS BEING CLOSED,KB 2/USA/DFARS.pdf
DFARS-SP237.75,DFARS-P237,237.75,ACQUISITION AND MANAGEMENT OF INDUSTRIAL RESOURCES,KB 2/USA/DFARS.pdf
DFARS-SP237.76,DFARS-P237,237.76,CONTINUATION OFESSENTIAL CONTRACTOR SERVICES,KB 2/USA/DFARS.pdf
DFARS-SP237.77,DFARS-P237,237.77,COMPETITION FOR RELIGIOUS-RELATED SERVICES,KB 2/USA/DFARS.pdf
DFARS-SP237.78,DFARS-P237,237.78,TRANSFER AND ADOPTION OF MILITARY ANIMALS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-239.1,DFARS-PART-239,239.1,GENERAL,KB 2/USA/DFARS.pdf
DFARS-SUBPART-239.70,DFARS-PART-239,239.70,EXCHANGE OR SALE OF INFORMATION TECHNOLOGY,KB 2/USA/DFARS.pdf
DFARS-SUBPART-239.71,DFARS-PART-239,239.71,SECURITY AND PRIVACY FOR COMPUTER SYSTEMS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-239.72,DFARS-PART-239,239.72,STANDARDS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-239.73,DFARS-PART-239,239.73,REQUIREMENTS FOR,KB 2/USA/DFARS.pdf
DFARS-SUBPART-239.74,DFARS-PART-239,239.74,TELECOMMUNICATIONS SERVICES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-239.75,DFARS-PART-239,239.75,Reserved,KB 2/USA/DFARS.pdf
DFARS-SUBPART-239.76,DFARS-PART-239,239.76,CLOUD COMPUTING,KB 2/USA/DFARS.pdf
DFARS-SUBPART-241.1,DFARS-PART-241,241.1,GENERAL,KB 2/USA/DFARS.pdf
DFARS-SUBPART-241.2,DFARS-PART-241,241.2,ACQUIRING UTILITY SERVICES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-241.5,DFARS-PART-241,241.5,SOLICITATION PROVISION AND CONTRACT CLAUSES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.1,DFARS-PART-242,242.1,(REMOVED),KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.2,DFARS-PART-242,242.2,CONTRACT ADMINISTRATION SERVICES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.3,DFARS-PART-242,242.3,CONTRACT ADMINISTRATION OFFICE FUNCTIONS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.4,DFARS-PART-242,242.4,Reserved,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.5,DFARS-PART-242,242.5,POSTAWARD ORIENTATION,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.6,DFARS-PART-242,242.6,CORPORATE ADMINISTRATIVE CONTRACTING OFFICER,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.7,DFARS-PART-242,242.7,INDIRECT COST RATES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.8,DFARS-PART-242,242.8,DISALLOWANCE OF COSTS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.11,DFARS-PART-242,242.11,PRODUCTION SURVEILLANCE AND REPORTING,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.12,DFARS-PART-242,242.12,NOVATION AND CHANGE-OF-NAME AGREEMENTS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.14,DFARS-PART-242,242.14,TRAFFIC AND TRANSPORTATION MANAGEMENT,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.15,DFARS-PART-242,242.15,CONTRACTOR PERFORMANCE INFORMATION,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.70,DFARS-PART-242,242.70,CONTRACTOR BUSINESS SYSTEMS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.71,DFARS-PART-242,242.71,VOLUNTARY REFUNDS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.72,DFARS-PART-242,242.72,CONTRACTOR MATERIAL,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.73,DFARS-PART-242,242.73,CONTRACTOR INSURANCE/PENSION REVIEW,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.74,DFARS-PART-242,242.74,TECHNICAL REPRESENTATION AT CONTRACTOR FACILITIES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-242.75,DFARS-PART-242,242.75,CONTRACTOR ACCOUNTING SYSTEMS AND RELATED CONTROLS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-243.1,DFARS-PART-243,243.1,GENERAL,KB 2/USA/DFARS.pdf
DFARS-SUBPART-243.2,DFARS-PART-243,243.2,CHANGE ORDERS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-244.1,DFARS-PART-244,244.1,GENERAL,KB 2/USA/DFARS.pdf
DFARS-SUBPART-244.2,DFARS-PART-244,244.2,CONSENT TO SUBCONTRACTS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-244.3,DFARS-PART-244,244.3,CONTRACTORS' PURCHASING SYSTEMS REVIEWS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-244.4,DFARS-PART-244,244.4,"SUBCONTRACTS FOR COMMERCIAL PRODUCTS,",KB 2/USA/DFARS.pdf
DFARS-SUBPART-245.1,DFARS-PART-245,245.1,GENERAL,KB 2/USA/DFARS.pdf
DFARS-SUBPART-245.2,DFARS-PART-245,245.2,SOLICITATION AND EVALUATION PROCEDURES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-245.3,DFARS-PART-245,245.3,AUTHORIZING THE USE AND,KB 2/USA/DFARS.pdf
DFARS-SUBPART-245.4,DFARS-PART-245,245.4,TITLE TO GOVERNMENT PROPERTY,KB 2/USA/DFARS.pdf
DFARS-SUBPART-245.5,DFARS-PART-245,245.5,SUPPORT GOVERNMENT PROPERTY ADMINISTRATION,KB 2/USA/DFARS.pdf
DFARS-SUBPART-245.6,DFARS-PART-245,245.6,"REPORTING, REUTILIZATION, AND DISPOSAL",KB 2/USA/DFARS.pdf
DFARS-SUBPART-245.70,DFARS-PART-245,245.70,Reserved,KB 2/USA/DFARS.pdf
DFARS-SUBPART-246.1,DFARS-PART-246,246.1,GENERAL,KB 2/USA/DFARS.pdf
DFARS-SUBPART-246.2,DFARS-PART-246,246.2,CONTRACT QUALITY REQUIREMENTS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-246.3,DFARS-PART-246,246.3,CONTRACT CLAUSES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-246.4,DFARS-PART-246,246.4,GOVERNMENT CONTRACT QUALITY ASSURANCE,KB 2/USA/DFARS.pdf
DFARS-SUBPART-246.5,DFARS-PART-246,246.5,ACCEPTANCE,KB 2/USA/DFARS.pdf
DFARS-SUBPART-246.6,DFARS-PART-246,246.6,MATERIAL INSPECTION AND RECEIVING REPORTS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-246.7,DFARS-PART-246,246.7,WARRANTIES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-246.8,DFARS-PART-246,246.8,CONTRACTOR LIABILITY FOR LOSS OF,KB 2/USA/DFARS.pdf
DFARS-SUBPART-247.1,DFARS-PART-247,247.1,GENERAL,KB 2/USA/DFARS.pdf
DFARS-SUBPART-247.2,DFARS-PART-247,247.2,CONTRACTS FOR TRANSPORTATION,KB 2/USA/DFARS.pdf
DFARS-SUBPART-247.3,DFARS-PART-247,247.3,TRANSPORTATION IN SUPPLY CONTRACTS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-247.5,DFARS-PART-247,247.5,OCEAN TRANSPORTATION BY U.S.-FLAG VESSELS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-248.2,DFARS-PART-248,248.2,(REMOVED),KB 2/USA/DFARS.pdf
DFARS-SUBPART-249.1,DFARS-PART-249,249.1,GENERAL PRINCIPLES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-249.5,DFARS-PART-249,249.5,CONTRACT TERMINATION CLAUSES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-249.70,DFARS-PART-249,249.70,SPECIAL TERMINATION REQUIREMENTS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-250.0,DFARS-PART-250,250.0,Reserved,KB 2/USA/DFARS.pdf
DFARS-SUBPART-250.1,DFARS-PART-250,250.1,EXTRAORDINARY CONTRACTUAL ACTIONS,KB 2/USA/DFARS.pdf
DFARS-SUBPART-250.2,DFARS-PART-250,250.2,DELETED (NO DFARS TEXT),KB 2/USA/DFARS.pdf
DFARS-SUBPART-250.3,DFARS-PART-250,250.3,DELETED (NO DFARS TEXT),KB 2/USA/DFARS.pdf
DFARS-SUBPART-250.4,DFARS-PART-250,250.4,DELETED (NO DFARS TEXT),KB 2/USA/DFARS.pdf
DFARS-SUBPART-251.1,DFARS-PART-251,251.1,CONTRACTOR USE OF GOVERNMENT SUPPLY SOURCES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-251.2,DFARS-PART-251,251.2,CONTRACTOR USE OF INTERAGENCY,KB 2/USA/DFARS.pdf
DFARS-SP252.1,DFARS-P252,252.1,INSTRUCTIONS FOR USING PROVISIONS AND CLAUSES,KB 2/USA/DFARS.pdf
DFARS-SP252.2,DFARS-P252,252.2,TEXT OF PROVISIONS AND CLAUSES,KB 2/USA/DFARS.pdf
SUBPART-252.2,PART-252,252.2,TEXT OF PROVISIONS AND CLAUSES,KB 2/USA/DFARS.pdf
DFARS-SUBPART-252.2,DFARS-PART-252,252.2,TEXT OF PROVISIONS AND CLAUSES,KB 2/USA/DFARS.pdf
DFARS-SP252_229,DFARS-P252,252.229,,KB 2/USA/DFARS.pdf
DFARS-SP252_231,DFARS-P252,252.231,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_232,DFARS-P252,252.232,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_233,DFARS-P252,252.233,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_234,DFARS-P252,252.234,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_235,DFARS-P252,252.235,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_236,DFARS-P252,252.236,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_237,DFARS-P252,252.237,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_239,DFARS-P252,252.239,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_241,DFARS-P252,252.241,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_242,DFARS-P252,252.242,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_243,DFARS-P252,252.243,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_244,DFARS-P252,252.244,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_245,DFARS-P252,252.245,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_246,DFARS-P252,252.246,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_247,DFARS-P252,252.247,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_249,DFARS-P252,252.249,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_251,DFARS-P252,252.251,RESERVED,KB 2/USA/DFARS.pdf
DFARS-SP252_270,DFARS-P252,252.270,RESERVED,KB 2/USA/DFARS.pdf
SUBPART_253.2,PART_253,253.2,PRESCRIPTION OFFORMS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
SUBPART_253.3,PART_253,253.3,ILLUSTRATION OF FORMS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
SUBPART_270.1,PART_270,270.1,Pilot Program to Incentivize Contracting with Employee-Owned Businesses,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_A_PART1,APP_A,Part 1,Charter,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_A_PART2,APP_A,Part 2,Rules,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_A_PART1_v2,APP_A,Part 1,Charter,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_F_PART1,APP_F,Part 1,INTRODUCTION,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_F_PART2,APP_F,Part 2,CONTRACT QUALITY ASSURANCE ON SHIPMENTS BETWEEN CONTRACTORS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_F_PART3,APP_F,Part 3,"PREPARATION OF THE WIDE AREA WORKFLOW (WAWF) RECEIVING REPORT (RR), WAWF REPARABLE RECEIVING REPORT (WAWF RRR), AND WAWF ENERGY RR","DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_F_PART4,APP_F,Part 4,PREPARATION OF THE DD FORM 250 AND DD FORM 250C,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_F_PART5,APP_F,Part 5,"DISTRIBUTION OF WIDE AREA WORKFLOW RECEIVING REPORT (WAWF RR), DD FORM 250 AND DD FORM 250C","DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_F_PART6,APP_F,Part 6,PREPARATION OF THE DD FORM 250-1 (LOADING REPORT),"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_F_PART7,APP_F,Part 7,PREPARATION OF THE DD FORM 250-1 (DISCHARGE REPORT),"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_F_PART8,APP_F,Part 8,DISTRIBUTION OF THE DD FORM 250-1,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART1,APP_G,Part 1,GENERAL,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART2,APP_G,Part 2,ARMY ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART3,APP_G,Part 3,NAVY ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART4,APP_G,Part 4,MARINE CORPS ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART5,APP_G,Part 5,AIR FORCE ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART6,APP_G,Part 6,DEFENSE LOGISTICS AGENCY ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART7,APP_G,Part 7,DEFENSE INFORMATION SYSTEMS AGENCY ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART8,APP_G,Part 8,NATIONAL IMAGERY AND MAPPING AGENCY ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART9,APP_G,Part 9,DEFENSE THREAT REDUCTION AGENCY ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART10,APP_G,Part 10,MISCELLANEOUS DEFENSE ACTIVITIES ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART11,APP_G,Part 11,DEFENSE MICROELECTRONICS ACTIVITY ADDRESS NUMBER,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART12,APP_G,Part 12,MISSILE DEFENSE AGENCY ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART13,APP_G,Part 13,DEFENSE COMMISSARY AGENCY ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
APP_G_PART14,APP_G,Part 14,UNITED STATES SPECIAL OPERATIONS COMMAND ACTIVITY ADDRESS NUMBERS,"DFARS.pdf (KB 2/USA/DFARS.pdf) - PART 253, PART 270, Appendices A-I"
