clause_id,securityrequirement_id,parent_id,label,level,text,contains_odp,source_document
03.13.12.a,03.13.12,03.13.12,a.,1,Prohibit the remote activation of collaborative computing devices and applications with the following exceptions: [Assignment: organization-defined exceptions where remote activation is to be allowed].,yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.13.12.b,03.13.12,03.13.12,b.,1,Provide an explicit indication of use to users physically present at the devices.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.13.13.a,03.13.13,03.13.13,a.,1,Define acceptable mobile code and mobile code technologies.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.13.13.b,03.13.13,03.13.13,b.,1,"Authorize, monitor, and control the use of mobile code.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.01.a,03.14.01,03.14.01,a.,1,"Identify, report, and correct system flaws.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.01.b,03.14.01,03.14.01,b.,1,Install security-relevant software and firmware updates within [Assignment: organization-defined time period] of the release of the updates.,yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.02.a,03.14.02,03.14.02,a.,1,Implement malicious code protection mechanisms at system entry and exit points to detect and eradicate malicious code.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.02.b,03.14.02,03.14.02,b.,1,Update malicious code protection mechanisms as new releases are available in accordance with configuration management policies and procedures.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.02.c,03.14.02,03.14.02,c.,1,Configure malicious code protection mechanisms to:,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.02.c.01,03.14.02,03.14.02.c,1.,2,"Perform scans of the system [Assignment: organization-defined frequency] and real-time scans of files from external sources at endpoints or system entry and exit points as the files are downloaded, opened, or executed; and",yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.02.c.02,03.14.02,03.14.02.c,2.,2,"Block malicious code, quarantine malicious code, or take other mitigation actions in response to malicious code detection.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.03.a,03.14.03,03.14.03,a.,1,"Receive system security alerts, advisories, and directives from external organizations on an ongoing basis.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.03.b,03.14.03,03.14.03,b.,1,"Generate and disseminate internal system security alerts, advisories, and directives, as necessary.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.06.a,03.14.06,03.14.06,a.,1,Monitor the system to detect:,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.06.a.01,03.14.06,03.14.06.a,1.,2,Attacks and indicators of potential attacks and,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.06.a.02,03.14.06,03.14.06.a,2.,2,Unauthorized connections.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.06.b,03.14.06,03.14.06,b.,1,Identify unauthorized use of the system.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.14.06.c,03.14.06,03.14.06,c.,1,Monitor inbound and outbound communications traffic to detect unusual or unauthorized activities or conditions.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.01.a,03.15.01,03.15.01,a.,1,"Develop, document, and disseminate to organizational personnel or roles the policies and procedures needed to satisfy the security requirements for the protection of CUI.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.01.b,03.15.01,03.15.01,b.,1,Review and update policies and procedures [Assignment: organization-defined frequency].,yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a,03.15.02,03.15.02,a.,1,Develop a system security plan that:,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a.01,03.15.02,03.15.02.a,1.,2,Defines the constituent system components;,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a.02,03.15.02,03.15.02.a,2.,2,"Identifies the information types processed, stored, and transmitted by the system;",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a.03,03.15.02,03.15.02.a,3.,2,Describes specific threats to the system that are of concern to the organization;,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a.04,03.15.02,03.15.02.a,4.,2,Describes the operational environment for the system and any dependencies on or connections to other systems or system components;,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a.05,03.15.02,03.15.02.a,5.,2,Provides an overview of the security requirements for the system;,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a.06,03.15.02,03.15.02.a,6.,2,Describes the safeguards in place or planned for meeting the security requirements;,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a.07,03.15.02,03.15.02.a,7.,2,Identifies individuals that fulfill system roles and responsibilities; and,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.a.08,03.15.02,03.15.02.a,8.,2,Includes other relevant information necessary for the protection of CUI.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.b,03.15.02,03.15.02,b.,1,Review and update the system security plan [Assignment: organization-defined frequency].,yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.02.c,03.15.02,03.15.02,c.,1,Protect the system security plan from unauthorized disclosure.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.03.a,03.15.03,03.15.03,a.,1,Establish rules that describe the responsibilities and expected behavior for system usage and protecting CUI.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.03.b,03.15.03,03.15.03,b.,1,Provide rules to individuals who require access to the system.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.03.c,03.15.03,03.15.03,c.,1,"Receive a documented acknowledgement from individuals indicating that they have read, understand, and agree to abide by the rules of behavior before authorizing access to CUI and the system.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.15.03.d,03.15.03,03.15.03,d.,1,Review and update the rules of behavior [Assignment: organization-defined frequency].,yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.16.02.a,03.16.02,03.16.02,a.,1,"Replace system components when support for the components is no longer available from the developer, vendor, or manufacturer.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.16.02.b,03.16.02,03.16.02,b.,1,Provide options for risk mitigation or alternative sources for continued support for unsupported components that cannot be replaced.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.16.03.a,03.16.03,03.16.03,a.,1,"Require the providers of external system services used for the processing, storage, or transmission of CUI to comply with the following security requirements: [Assignment: organization-defined security requirements].",yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.16.03.b,03.16.03,03.16.03,b.,1,"Define and document user roles and responsibilities with regard to external system services, including shared responsibilities with external service providers.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.16.03.c,03.16.03,03.16.03,c.,1,"Implement processes, methods, and techniques to monitor security requirement compliance by external service providers on an ongoing basis.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.17.01.a,03.17.01,03.17.01,a.,1,"Develop a plan for managing supply chain risks associated with the research and development, design, manufacturing, acquisition, delivery, integration, operations, maintenance, and disposal of the system, system components, or system services.",no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.17.01.b,03.17.01,03.17.01,b.,1,Review and update the supply chain risk management plan [Assignment: organization-defined frequency].,yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.17.01.c,03.17.01,03.17.01,c.,1,Protect the supply chain risk management plan from unauthorized disclosure.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.17.03.a,03.17.03,03.17.03,a.,1,Establish a process for identifying and addressing weaknesses or deficiencies in the supply chain elements and processes.,no,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
03.17.03.b,03.17.03,03.17.03,b.,1,"Enforce the following security requirements to protect against supply chain risks to the system, system components, or system services and to limit the harm or consequences from supply chain-related events: [Assignment: organization- defined security requirements].",yes,"NIST SP 800-171r3, Protecting Controlled Unclassified Information in Nonfederal Systems and Organizations (May 2024) — KB 2/USA/NIST.SP.800-171r3.pdf"
