clause_id,article_id,parent_clause_id,label,level,citation,text,source_document
ART-16-2,ART-16,,2,1,Article (16)(2),The Authority shall ensure that the Register is constantly updated to reflect any changes made to this data.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-16-3,ART-16,,3,1,Article (16)(3),"Any person may, according to specially designed form, request the Authority to inspect the Notices and Authorizations Register, free of charge, during the official working hours and in the presence of a competent employee from the Authority.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-16-4,ART-16,,4,1,Article (16)(4),"Any person, according to specially designed form, and upon payment of the fee prescribed, may request from the Authority to obtain printouts from the Notices and Authorizations Register or a certificate confirming that there is no entry in the register in respect of a specified matter. The Minister shall, pursuant to the Council of Minister's approval, issue a decision prescribing the referenced fee.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1,ART-17,,1,1,Article (17)(1),"In situations where data is directly obtained from the data subject, the data controller shall brief the data subject , upon registration of such data, on the following:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1-a,ART-17,ART-17-1,a,2,Article (17)(1)(a),"the data controller's full name, his field of activity or profession, depending on the circumstances, and his address;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1-b,ART-17,ART-17-1,b,2,Article (17)(1)(b),the purposes for which the data is intended to be processed; and,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1-c,ART-17,ART-17-1,c,2,Article (17)(1)(c),"any further information that is necessary, having regard to the specific circumstances, to ensure fair processing of data to the data subject, including the following:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1-c-i,ART-17,ART-17-1-c,i,3,Article (17)(1)(c)(i),Names of the recipients of the data or their categories;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1-c-ii,ART-17,ART-17-1-c,ii,3,Article (17)(1)(c)(ii),"whether replying to any of the questions addressed to the data subject is mandatory or optional, as well as the possible consequences of failure to reply;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1-c-iii,ART-17,ART-17-1-c,iii,3,Article (17)(1)(c)(iii),"the data subject's right to be notified, upon his request, of the complete data concerning him, and his right to request its rectification;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1-c-iv,ART-17,ART-17-1-c,iv,3,Article (17)(1)(c)(iv),whether the Personal Data will be used for direct marketing purposes; and,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-1-c-v,ART-17,ART-17-1-c,v,3,Article (17)(1)(c)(v),Any further information that enables the data subject to pursue his rights as prescribed under the provisions of this Law.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-2,ART-17,,2,1,Article (17)(2),"If data was not obtained from the data subject, the Data Controller shall provide the data subject, within five days from the date of commencing registration of such data, with the following:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-2-a,ART-17,ART-17-2,a,2,Article (17)(2)(a),Information under Paragraph (1) of this Article;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-2-b,ART-17,ART-17-2,b,2,Article (17)(2)(b),The purposes for which the data was collected; and,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-2-c,ART-17,ART-17-2,c,2,Article (17)(2)(c),"any further information that is necessary, having regard to the specific circumstances, to ensure fair processing of data to the data subject, including the following:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-2-c-i,ART-17,ART-17-2-c,i,3,Article (17)(2)(c)(i),The information referred to under Paragraph (1)(c) of this Article;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-2-c-ii,ART-17,ART-17-2-c,ii,3,Article (17)(2)(c)(ii),The categories of data; and,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-2-c-iii,ART-17,ART-17-2-c,iii,3,Article (17)(2)(c)(iii),"The origin of the data, except where the Data Controller is legally required not to disclose this information for reasons of professional secrecy.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-3,ART-17,,3,1,Article (17)(3),Provisions of Paragraph (2) of this Article shall not apply to the following two cases:,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-3-a,ART-17,ART-17-3,a,2,Article (17)(3)(a),"Where processing of data is undertaken for statistical purposes or for the purposes of historical or scientific research, and where notification of the data subject is not possible or involves unusually burdensome efforts. The Board by virtue of a resolution, shall determine conditions of these situations.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-3-b,ART-17,ART-17-3,b,2,Article (17)(3)(b),"where processing is necessary for compliance with any legal obligation, not being an obligation imposed by contract, order from a competent court, the Public Prosecution, Investigation Judge, or Military Prosecution.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-17-4,ART-17,,4,1,Article (17)(4),"Non- exercise of any right under Paragraph (1) of this Article or Article (20) by the Data Subject, shall not be considered as a waiver of any rights prescribed pursuant to this Section.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-1,ART-18,,1,1,Article (18)(1),"The Data Controller, upon a request from the Data Subject with proof of identity, and free of charge, shall notify the Data Subject, within a period not exceeding 15 working days of request , if personal data concerning the Data Subject is being processed. Where such data is being processed in any way, the notification sent by the Data Controller shall be in an understandable form mentioning the following:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-1-a,ART-18,ART-18-1,a,2,Article (18)(1)(a),all the data being processed;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-1-b,ART-18,ART-18-1,b,2,Article (18)(1)(b),"any information known or available to the Data Controller as to the source of the data, except where the confidentiality of the source is required by Law;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-1-c,ART-18,ART-18-1,c,2,Article (18)(1)(c),the purpose of the processing;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-1-d,ART-18,ART-18-1,d,2,Article (18)(1)(d),"the names of the recipients of the data, or their categories; and",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-1-e,ART-18,ART-18-1,e,2,Article (18)(1)(e),"when such data is the sole basis for undertaking a decision that would directly affect the data subject's personal interests, the way in which the data will be used, shall be communicated in a manner that is clear to the average person, without prejudice to intellectual property rights or legitimate trade secrets.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-2,ART-18,,2,1,Article (18)(2),"A Data Controller, within a period not exceeding 10 days from receipt of a request made under Paragraph (1) of this Article, may notify the applicant to complete any deficiency in his request.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-3,ART-18,,3,1,Article (18)(3),"A data controller shall be entitled to reject incomplete requests made under Paragraph (1) of this Article, subject to complying with the requirements of Paragraph (2) of this Article and the expiry of the notification period. The Data Controller may reject a request if the Data Subject misuses his right in obtaining information. In this case, the Data Controller shall notify the applicant, within a period not exceeding fifteen working days of receipt of the request, of his reasoned decision to either accept or reject it, depending on the circumstances.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-18-4,ART-18,,4,1,Article (18)(4),"The data subject may file a complaint to the Authority against the data controller, where the request under Paragraph (1) has been rejected or if the period for response to the Data Subject's request has expired without the latter's receipt of any notice regarding the request.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-20-1,ART-20,,1,1,Article (20)(1),"The Data controller, within a period not exceeding 10 working days of date of receipt of a request from the data subject with proof of identity, shall not begin processing for the purposes of direct marketing of personal data in respect of the applicant or shall cease the processing.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-20-2,ART-20,,2,1,Article (20)(2),"The Data Controller shall notify the Data Subject, free of charge, within ten working days of receipt of request with any of the following:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-20-2-a,ART-20,ART-20-2,a,2,Article (20)(2)(a),If the request has been approved,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-20-2-b,ART-20,ART-20-2,b,2,Article (20)(2)(b),"If the request has been partly approved, the reasons thereof and the extent of approval; or",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-20-2-c,ART-20,ART-20-2,c,2,Article (20)(2)(c),Rejection of the request and reasons thereof.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-20-2-d,ART-20,ART-20-2,d,2,Article (20)(2)(d),"The Data Subject may file a complaint to the Authority against the Data Controller, where the Data Subject does not accept the Data Controller's decision regarding the request, or if prescribed period has expired without the Data Subject's receipt of any notice regarding his request.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-21-1,ART-21,,1,1,Article (21)(1),"The Data Controller, within a period not exceeding ten working days from date of receipt of the Data Subject's request with reasons for request, evidence thereof and proof of identity, shall not begin processing any personal data in respect of the applicant or cease the processing wholly or for a specified purpose or in a specified manner, under the following two cases:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-21-1-a,ART-21,ART-21-1,a,2,Article (21)(1)(a),"the processing of that data for that purpose or in that manner is causing unwarranted substantial damage, being material or moral, to the data subject or others;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-21-1-b,ART-21,ART-21-1,b,2,Article (21)(1)(b),"Where there are reasonable grounds according to which, processing for that purpose or in that manner is likely to cause unwarranted substantial damage, being material or moral, to the data subject or others",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-21-2,ART-21,,2,1,Article (21)(2),"Paragraph (1) of this Article does not apply if the Data Subject consented to the processing, or when any of the situations under Article (4) paragraphs (1) to (4) of this Law apply, and in other cases as may be prescribed by a resolution issued by the Board.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-21-3,ART-21,,3,1,Article (21)(3),Paragraph (2) of Article (20) applies to any request made pursuant to this Article.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-22-1,ART-22,,1,1,Article (22)(1),"If a decision is based solely on automated processing of personal data intended to assess the Data Subject regarding his performance at work, financial standing, credit-worthiness, reliability or conduct, then the Data Subject shall have the right to request processing in a manner that is not solely automated. Reconsideration in this case shall be obligatory on the decision maker, and free of charge. The Board shall issue a resolution specifying procedures relating to submitting and processing of the request.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-22-2,ART-22,,2,1,Article (22)(2),"The provisions of Paragraph (1) of this Article shall not apply in favor of the Data Subject, where the decision is taken in the course of entering into or performance of a contract with the data subject, provided that suitable measures to safeguard his legitimate interests have been taken, such as hearing the Data Subject's view.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-23-1,ART-23,,1,1,Article (23)(1),"A Data Subject may lodge a request accompanied with proof of identity to a Data Controller to rectify, block or erase the personal data relating to him when the processing of such data is in breach of the provisions of this Law, in particular if the data is inaccurate, incomplete, outdated or if its processing is illegal. The Data Controller, subject to providing a legally acceptable justification, shall respond to the request, free of charge, within a period not exceeding ten working days of receipt of the request.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-23-2,ART-23,,2,1,Article (23)(2),"The provision of Paragraph (1) of this Article does not apply to public registers, where the law establishing such register provides for special procedures for rectifying, blocking, or erasure of data.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-23-3,ART-23,,3,1,Article (23)(3),"Processing of personal data that is blocked pursuant to Paragraph (1) of this Article, is subject to obtaining consent from the data subject, or if processing is for evidentiary purposes, or for the protection of rights of a third party.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-23-4,ART-23,,4,1,Article (23)(4),The provisions of Paragraph (2) of Article (20) shall apply to any request lodged pursuant to this Article.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-23-5,ART-23,,5,1,Article (23)(5),"Where a Data Controller has responded to a request made under Paragraph (1) - wholly or partially - he must, within fifteen days from responding to such request, notify any third party, to whom the data have been disclosed, of the rectification, erasure or blocking that was made pursuant to the request, unless this proves impossible or unachievable.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-24-1,ART-24,,1,1,Article (24)(1),"The Data Subject's consent, in the situations referred to under this law, shall be subject to the following:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-24-1-a,ART-24,ART-24-1,a,2,Article (24)(1)(a),To be granted by a person with full legal capacity;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-24-1-b,ART-24,ART-24-1,b,2,Article (24)(1)(b),"To be written, explicit, clear, and specific to the processing of certain data;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-24-1-c,ART-24,ART-24-1,c,2,Article (24)(1)(c),"To be freely given by the data subject after being advised of the intended purpose or purposes of the processing, together with where the particular circumstances so require, of the consequences of refusing consent.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-24-2,ART-24,,2,1,Article (24)(2),"Where the Data Subject has limited or no legal capacity, the legal guardian, custodian or conservator, as prescribed by law and in accordance with the conditions under Paragraph (1)/ (b) and (c) of this Article, shall be relied on.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-24-3,ART-24,,3,1,Article (24)(3),"The Data Subject may at any time, give notice to the Data Controller, to withdraw his consent to the processing of his personal data. The Board shall issue a resolution prescribing the procedures for submitting such request and its determination thereof by the Data Controller.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-27-1,ART-27,,1,1,Article (27)(1),A public authority called the “Personal Data Protection Authority” is hereby established. It shall have legal personality with financial and administrative independence and shall be subject to oversight by the Minister.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-27-2,ART-27,,2,1,Article (27)(2),"A Legislative-Decree shall be issued to determine the administrative body responsible for duties and powers granted to the Authority pursuant to the provisions of this Law, until the Authority's financial provisions are allocated in the general budget of the state, and a Decree to determine formation of the Board of Directors is issued. The Decree shall identify who, in the administrative body, shall carry out the duties and powers of the Board, the Chairman, and the Chief Executive as prescribe in the provisions of this Law",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-27-3,ART-27,,3,1,Article (27)(3),"The Board shall pass a resolution with respect to the Authority's logo, its design and fields of use. The Authority shall have an exclusive right to use its logo and to prevent others from using it, or using an identical or similar sign to it.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-28-1,ART-28,,1,1,Article (28)(1),"The Authority shall submit the Minster periodic reports on the Authority's activities and the conduct of its business. The reports shall identify in particular, what the Authority has accomplished, any impediments to the conduct of its business, if any, the underlying reasons, and measures adopted to address such impediments. The Minster may request to the Authority to provide him with any data, information, documents, minutes, records, or reports necessary to enable him to oversee Authority's work.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-28-2,ART-28,,2,1,Article (28)(2),"Without prejudice to the independence enjoyed by the Authority in carrying out its duties and the exercise of its powers pursuant to the provisions of this Law, the Minster shall monitor the Authority's compliance with both the Law and the overall policy of the state with respect to the Authority's work, and the extent to which the Authority is competently and efficiently carrying out its duties, within its available allocated financial provisions.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-28-3,ART-28,,3,1,Article (28)(3),"If it became apparent to the Minister that there is any inconsistency in respect of any matter related to the conduct of business of the Authority and the provisions of the Law or the overall policy of the State, or where the Minister determines that the Authority is not realizing its objectives efficiently and competently, the Minister is entitled to object and shall notify the Authority in writing of his views with respect to such particular matter. If the Board insisted on the validity of its view, the matter shall be brought before the Council of Ministers to decide the dispute by passing a resolution within a period not exceeding thirty (30) days from the date of referral by the Minister.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-29-1,ART-29,,1,1,Article (29)(1),The Authority shall have an independent budget. The beginning and end of the Authority's financial year shall correspond to the financial year budget of the State.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-29-2,ART-29,,2,1,Article (29)(2),The Authority's financial resources shall consist of the following:,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-29-2-a,ART-29,ART-29-2,a,2,Article (29)(2)(a),Allocations by the State in its general financial budget;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-29-2-b,ART-29,ART-29-2,b,2,Article (29)(2)(b),"Donations and grants, in accordance with the Authority's objectives, and subject to prior approval by the Council of Ministers;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-29-2-c,ART-29,ART-29-2,c,2,Article (29)(2)(c),"Amounts collected as Fees pursuant to paragraph (3) of Article (10), paragraph (4) of Article (16), and paragraph (1) of Article (34) of this Law;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-29-2-d,ART-29,ART-29-2,d,2,Article (29)(2)(d),Amounts collected as Fines pursuant to paragraph (1/b) and (1/c) of Article (55) of this Law;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-29-2-e,ART-29,ART-29-2,e,2,Article (29)(2)(e),Any other amounts collected by the Authority in the course of exercising its objective-related activities.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-1,ART-30,,1,1,Article (30)(1),Informing Data Controllers and the general public on their rights and obligations pursuant to provisions of this Law;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-2,ART-30,,2,1,Article (30)(2),Overseeing compliance with provisions of this Law;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-3,ART-30,,3,1,Article (30)(3),"Overseeing and inspecting Data Controllers' activities with respect to processing of personal data, to ensure compliance with the provisions of this Law, and to encourage developing systems that would ensure protection of such data according to this Law;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-4,ART-30,,4,1,Article (30)(4),Receiving and reviewing of notifications pursuant to Article (14) of this Law;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-5,ART-30,,5,1,Article (30)(5),Granting prior authorizations pursuant to Article (15) of this Law;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-6,ART-30,,6,1,Article (30)(6),Accrediting Data Protection Guardians pursuant to Article (10) of this Law;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-7,ART-30,,7,1,Article (30)(7),Overseeing and inspecting Data Protection Guardians' work to ensure compliance with provisions of this Law;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-8,ART-30,,8,1,Article (30)(8),"Receiving reports and complaints concerning breach of provisions of this Law, examining it, and determining its seriousness;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-9,ART-30,,9,1,Article (30)(9),"Investigating reports and complaints with respect to breach of provisions of this Law, whether submitted by others, discovered by the Authority itself, or referred to by the Minister, and deciding on the investigation pursuant to Section One of Part 3 of this Law;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-10,ART-30,,10,1,Article (30)(10),"Organizing training and educational courses and programs to raise awareness in relation to provisions of this Law, spread personal data protection culture, conducting and supporting relevant researches and studies and benefiting from its findings;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-11,ART-30,,11,1,Article (30)(11),Studying and examining legislations relevant to personal data protection and recommending its amendments to ensure compliance with internationally accepted standards;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-12,ART-30,,12,1,Article (30)(12),Formulating opinions about draft legislations with respect to protection of personal data;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-13,ART-30,,13,1,Article (30)(13),Representing the Kingdom in international conferences as the competent body for protection of personal data;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-14,ART-30,,14,1,Article (30)(14),collaborating with counterpart authorities with respect to matters of common interests;,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-30-15,ART-30,,15,1,Article (30)(15),Exercising other duties and powers as prescribed by this Law.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-32-1,ART-32,,1,1,Article (32)(1),"If the Board is considering a matter of, direct or indirect personal interest to a Board member, which conflicts with requirements of his post, such member shall notify the Board in writing of his interest as soon as he is aware of the Board's intention to consider the matter, and he may not participate in such deliberations nor vote on the matter of concern.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-32-2,ART-32,,2,1,Article (32)(2),"The Chief Executive and any employee of the Authority shall not have direct or indirect interest which conflicts with the requirements of their posts accordingly. Each is ought to immediately report, in writing, of any interest arising in such context during the period of holding the post at the Authority. Notifications submitted by the Authority employees' shall be addressed to the Chief Executive, and the Chief Executive's notification shall be addressed to the Board.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-32-3,ART-32,,3,1,Article (32)(3),"The Authority shall keep a register called (Conflict of Interests Register) where interests described in paragraph (1) and (2) of this Article shall be recorded. The Register shall state the name of the relevant person, his post or job title, details of such interest, and decisions or procedures undertaken by the Authority thereof. Access to (Conflict of Interests Register), and the right to obtain printouts or a certificate confirming that there is no entry in the register in respect of a specific matter, shall be according to provisions of paragraphs (3) and (4) of Article (16) of this Law.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-33-1,ART-33,,1,1,Article (33)(1),"The Authority shall prepare an annual report, to be approved by the Board, with respect to its activity and course of business in the previous financial year. The report shall highlight, in particular, the Authority's accomplished achievements, difficulties hindering its performance, if any, implemented solutions to avoid such impediments, in addition to any other suggestions which the Authority finds to be supportive of maintaining protection of personal data, or any other matter considered, by the Authority or the Minister, to be worth listing in the annual report.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-33-2,ART-33,,2,1,Article (33)(2),"The full Annual Report shall be published by means determined by the Board, to ensure availability of access to all, accompanied with a copy of the audited closing account concerning the same financial year, within a period not exceeding four (4) months of the end of the financial year. Subject to the Board's approval, the abstract of the annual report and the closing account, as mentioned in this Article, shall be published in the Official Gazette and in at least two local newspapers, one of which is in English and the other is in Arabic.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-34-1,ART-34,,1,1,Article (34)(1),"Any decision of the Authority may be challenged by any person with an interest, and upon payment of the prescribed fee, within thirty days of becoming aware of the decision.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-34-2,ART-34,,2,1,Article (34)(2),"A judicial tribunal shall be established within the Authority, called (Appeal Tribunal). The Tribunal shall adjudicate appeals brought before it, pursuant to paragraph (1) of this Article. The Tribunal shall be composed according to a decision by the Minister, where members shall have a tenure of (3) years. The Tribunal shall consist of three judges of the Civil High Court of Appeal to be delegated by the Supreme Judicial Council upon the Minister's request; the longer serving of the two judges shall be President of the Tribunal. The third member of the Tribunal shall be a qualified Information Technology specialist. With the exception of judges, the Tribunal member shall take an Oath before the Minster, reading: “I swear by Almighty God to carry out my duties diligently and honestly, and to respect the laws and regulations of the Kingdom”. Such member may as well participate in discussions and deliberations of appeals without voting rights in its decisions. An employee from the Authority shall act as Tribunal clerk and shall therefore attend Tribunal sessions, evidentiary procedures, taking minutes and signing it with the president of the Tribunal. The minutes and all other documents shall be kept by the clerk.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-34-3,ART-34,,3,1,Article (34)(3),The Tribunal shall have the same powers vested in the Civil High Court of Appeal within its area of competence.,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-34-4,ART-34,,4,1,Article (34)(4),"A ruling of the Tribunal shall be reasoned and adopted by the majority of its members. In case of absence of majority, where each judge adopts a different view, a third judge shall be nominated, according to paragraph (2) of this Article, to have the deciding vote. Executory formula, as provided by the clerks of the Court of Appeal, shall be attached to the Tribunal's resolution, and shall therefore be considered as a judgment delivered by the Civil High Court of Appeal. Enforcement of Tribunals resolutions and related matters thereof are within the competence of the Judge of court of Execution, in accordance with provisions of Civil and Commercial Procedural law. Tribunal's final resolution is subject to appeal before the Court of Cassation pursuant to its procedures.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-34-5,ART-34,,5,1,Article (34)(5),"Subject to its consistency with the nature of Tribunal's work and provisions of this Article, provisions of Civil and Commercial Procedural Law promulgated by Legislative Decree No (12) of 1971 shall apply to determine Tribunal's appeal procedures, and mechanism of notifying persons of concern of its ruling. A Regulation issued by the Minister of Justice, after obtaining the opinion of the Authority, shall determine such details, in addition to basis for rewarding non-judicial member of the Tribunal.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-34-6,ART-34,,6,1,Article (34)(6),"Applicable fees to appeals brought before the Appeal Tribunal, shall be subject to the Law on Court fees with respect to cases brought before courts, to determine bases for estimation, exemptions, and deferral of fees.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-35-1,ART-35,,1,1,Article (35)(1),"Sufficient number of competent and experienced employees shall be recruited within the Authority covering its different fields of work, in addition to sufficient number of employees holding administrative and regular posts.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-35-2,ART-35,,2,1,Article (35)(2),"Subject to special provisions provided for in the Authority's Personnel Regulation, employees of the Authority shall be subject to provisions of Civil Service Law promulgated by Legislative Decree No (48) of 2010, and Law No (13) of 1975 regulating pensions and remunerations for government employees.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-36-1,ART-36,,1,1,Article (36)(1),"Inspectors, being Authority employees or others, delegated by the Chief Executive to carry out inspection duties to ensure compliance with provisions of this Law, shall be entitled to:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-36-1-a,ART-36,ART-36-1,a,2,Article (36)(1)(a),"Access to premises relevant to the Authority's competence with the purpose of examination and inspection, in addition to accessing files, records, notes, documents with existing data, and having the right to obtain a copy thereof;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-36-1-b,ART-36,ART-36-1,b,2,Article (36)(1)(b),"Hearing statement of any of the workers in the premises mentioned in paragraph (1/a) of this Article, who is suspected to be involved in the subject of administrative investigation.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-36-2,ART-36,,2,1,Article (36)(2),"Inspectors delegated by the Minister of Justice, by virtue of a decision issued in agreement with the Minister, are granted the capacity of Law Enforcement Officer with respect to crimes prescribed by this Law, falling within their jurisdictions, and related to their posts.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-36-3,ART-36,,3,1,Article (36)(3),"Inspectors pursuant to paragraph (1) and (2) of this Article, are prohibited from entering housing premises without prior authorization from the Public Prosecution, or investigation judge as the case maybe.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-37-1,ART-37,,1,1,Article (37)(1),"The Authority, and its employees are prohibited from disclosing any information or documents submitted for the purposes of this Law without obtaining prior expressed consent from the concerned party, or his legal representative, to which such information or documents are relevant.",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-37-2,ART-37,,2,1,Article (37)(2),Provisions of paragraph (1) shall not apply to the following cases:,KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-37-2-a,ART-37,ART-37-2,a,2,Article (37)(2)(a),"Information or documents, that at the time of its disclosure, was available to the public;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-37-2-b,ART-37,ART-37-2,b,2,Article (37)(2)(b),"Revealing information or data in an abstract form, or as collection of information framed in a way as not to enable identification of specific person",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-37-3,ART-37,,3,1,Article (37)(3),"Notwithstanding paragraph (1) of this Article, the Authority may disclose information and documents in any of the following circumstance:",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-37-3-a,ART-37,ART-37-3,a,2,Article (37)(3)(a),"Enabling any person, delegated by the Authority to carry out duties prescribed in this Law, provided that he is committed to confidentiality of received or accessible information and documents;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
ART-37-3-b,ART-37,ART-37-3,b,2,Article (37)(3)(b),"Any person of competence and experience whom the Authority need to consult, provided that he is committed to confidentiality of received or accessible information and documents;",KB 2/Bahrain/Bahrain Personal Data Protection Law.pdf
