item_id,item_number,part_id,article_id,text,source_document
article_18_part_4_item_2,2,article_18_part_4,article_18,The data have been received by the controller on the basis of a federal law or for the execution of an agreement under which the data subject is a beneficiary or guarantor;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_part_4_item_3,3,article_18_part_4,article_18,The personal data have been made public by the data subject or have been obtained from a public source;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_part_4_item_4,4,article_18_part_4,article_18,"The controller is processing the data for statistical or other research purposes, for the professional activities of a journalist, scientific, literary or other creative activity, provided that it does not infringe upon the rights and liberties of the data subject;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_part_4_item_5,5,article_18_part_4,article_18,Provision of the information specified in part 3 of this article to the data subject would violate the rights and legal interests of third parties.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_1_item_1,1,article_18_1_part_1,article_18_1,"Assignment by a controller, which is a legal entity, responsible for organizing the processing of personal data;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_1_item_2,2,article_18_1_part_1,article_18_1,"The issuance by a controller, which is a legal entity, of documents defining the controller’s policies in relation to the processing of personal data, local laws on the processing of personal data, and local laws that establish procedures aimed at the prevention and detection of violations of the legislation of the Russian Federation and rectification of the consequences of such violations;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_1_item_3,3,article_18_1_part_1,article_18_1,"The application of legal, organizational and technical measures to ensure the security of personal data in accordance with article 19 of this Federal Law;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_1_item_4,4,article_18_1_part_1,article_18_1,"The conducting of internal control and (or) auditing of the compliance of the processing of personal data with this Federal Law and regulatory legal acts adopted in accordance with this Federal Law, the requirements relating to the protection of personal data, the policies of the controller on the processing of personal data, and the local laws of the controller;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_1_item_5,5,article_18_1_part_1,article_18_1,Evaluation of damage that may be caused to data subjects in the event of violation of this Federal Law and correlating such damage with the measures taken by the controller to ensure the fulfillment of the obligations stipulated in this Federal Law;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_18_1_part_1_item_6,6,article_18_1_part_1,article_18_1,"Familiarization of the employees of the controller who are directly involved in the processing of personal data with the provisions of the legislation of the Russian Federation concerning personal data, including the requirements relating to the protection of personal data, documents defining the policies of the controller on the processing of personal data, local laws on the processing of personal data, and (or) provision of training to such employees.","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_1,1,article_19_part_2,article_19,Identifying threats to the security of personal data during processing in personal data information systems;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_2,2,article_19_part_2,article_19,"Employing the organizational and technical measures for ensuring the security of personal data during processing in personal data information systems necessary to meet the requirements concerning the protection of personal data, fulfillment of which ensures the levels of protection of personal data stipulated by the Government of the Russian Federation;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_3,3,article_19_part_2,article_19,Employing means of data protection that have undergone compliance assessment procedures;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_4,4,article_19_part_2,article_19,Assessing the efficacy of the measures taken to ensure the security of personal data prior to the commissioning of a personal data information system;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_5,5,article_19_part_2,article_19,Keeping a record of media that contain personal data;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_6,6,article_19_part_2,article_19,Detecting instances of unauthorized access to personal data and taking measures;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_7,7,article_19_part_2,article_19,Restoring personal data that have been modified or destroyed as a result of unauthorized access;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_8,8,article_19_part_2,article_19,Establishing rules for access to personal data that is processed in a personal data information system and ensuring the registration and recording of all actions performed on personal data in a personal data information system;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_2_item_9,9,article_19_part_2,article_19,Monitoring the measures taken to ensure the security of personal data and the level of protection of personal data information systems.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_3_item_1,1,article_19_part_3,article_19,The levels of protection for personal data during processing in personal data information systems based on threats to the security of such data;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_3_item_2,2,article_19_part_3,article_19,"The requirements concerning the protection of personal data during processing in personal data information systems, fulfillment of which ensures the specified levels of protection of personal data;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_19_part_3_item_3,3,article_19_part_3,article_19,The requirements concerning physical media for the storage of biometric personal data and technologies for the storage of such data outside personal data information systems.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_1,1,article_22_part_2,article_22,"The data are processed in accordance with labor legislation (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_2,2,article_22_part_2,article_22,"The data were obtained by the controller in connection with the conclusion of an agreement to which the data subject is party, if the personal data are not disseminated, are not supplied to third parties without the consent of the data subject, and are used by the controller solely for the purpose of the execution of such agreement and the conclusion of agreements with the data subject;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_3,3,article_22_part_2,article_22,"The data relate to members (participants) of a social association or religious organization and are processed by such social association or religious organization acting in accordance with the legislation of the Russian Federation for the purpose of the attainment of the lawful purposes specified in their articles of association, provided that the personal data are not disseminated or disclosed to third parties without the written consent of the data subjects (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_4,4,article_22_part_2,article_22,"The data have been made public by the data subject (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_5,5,article_22_part_2,article_22,"The data include only the surname, forename and patronymic of the data subject;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_6,6,article_22_part_2,article_22,"The data are needed for the one-off admission of a data subject onto premises of the controller, or for other similar purposes;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_7,7,article_22_part_2,article_22,"The data have been included in personal data information systems that have the status of state automated information systems in accordance with federal laws, and in state personal data information systems created for the purpose of protecting the security of the state and public order (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_8,8,article_22_part_2,article_22,The data are processed without the use of automated equipment in accordance with federal laws or other regulatory legal acts of the Russian Federation that establish the requirements for ensuring the security of personal data during processing and observing the rights of data subjects;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_2_item_9,9,article_22_part_2,article_22,"The data are processed in the cases stipulated by the legislation of the Russian Federation on transport safety for the purpose of ensuring the stable and safe operation of the transport system and the protection of individual interests, society, and the state in the transport sector against acts of unlawful interference (clause 9 introduced by Federal Law dated July 25, 2011 N 261- FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_1,1,article_22_part_3,article_22,"Name (surname, forename, patronymic), address of the controller;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_2,2,article_22_part_3,article_22,The purpose of the personal data processing;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_3,3,article_22_part_3,article_22,The categories of personal data;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_4,4,article_22_part_3,article_22,The categories of data subjects whose personal data are to be processed;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_5,5,article_22_part_3,article_22,The legal grounds for processing the personal data;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_6,6,article_22_part_3,article_22,A list of actions to be performed with regard to the personal data and a general description of the methods for processing personal data that are to be used by the controller;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_7,7,article_22_part_3,article_22,"A description of the measures specified in articles 18.1 and 19 of this Federal Law, including information on the availability of encoding (encryption) tools and the names of such tools (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_7_1,7.1,article_22_part_3,article_22,"The surname, forename and patronymic of the private entity or the name of the legal entity responsible for organizing the processing of personal data, and their contact number, addresses and email addresses (clause 7.1 introduced by Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_8,8,article_22_part_3,article_22,The start date for the processing of personal data;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_9,9,article_22_part_3,article_22,The period or conditions for cessation of the processing of personal data;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_10,10,article_22_part_3,article_22,"Information on the occurrence of the cross-border transfer of personal data during the processing of personal data (clause 10 introduced by Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_10_1,10.1,article_22_part_3,article_22,"Information on the location of the databases storing the personal data of citizens of the Russian Federation (clause 10.1 introduced by Federal Law dated July 21, 2014 N 242-FZ - Legislation Bulletin of the Russian Federation, 2014, N 30, art. 4243);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_part_3_item_11,11,article_22_part_3,article_22,"Information about the measures taken to ensure the security of personal data in accordance with the requirements established by the Government of the Russian Federation for the protection of personal data (clause 11 introduced by Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_1_part_4_item_1,1,article_22_1_part_4,article_22_1,"To exercise internal control over the compliance of the controller and its employees with the legislation of the Russian Federation on personal data, including requirements relating to the protection of personal data;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_1_part_4_item_2,2,article_22_1_part_4,article_22_1,"To make the employees of the controller aware of the provisions of the legislation of the Russian Federation on personal data, local laws on the processing of personal data, and requirements relating to the protection of personal data;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_22_1_part_4_item_3,3,article_22_1_part_4,article_22_1,"To organize the acceptance and processing of applications and requests from data subjects or their representatives and (or) to exercise control over the acceptance and processing of such applications and requests. (Article 22.1 introduced by Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701).","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_1_item_1276,1276,article_23_part_1,article_23,.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_1,1,article_23_part_3,article_23,"Request from private or legal entities information that is needed in order to exercise its powers, and to receive such information free of charge;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_2,2,article_23_part_3,article_23,"Check the information contained in a notification of the processing of personal data, or engage other state bodies in performing such checks within the scope of their powers;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_3,3,article_23_part_3,article_23,"Demand that a controller rectifies, blocks or destroys inaccurate or unlawfully obtained personal data;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_3_1,3.1,article_23_part_3,article_23,"Restrict access to information processed through violation of the legislation of the Russian Federation on personal data in the manner prescribed by the legislation of the Russian Federation (clause 3.1 introduced by Federal Law dated July 21, 2014 N 242-FZ - Legislation Bulletin of the Russian Federation, 2014, N 30, art. 4243);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_4,4,article_23_part_3,article_23,Take measures in accordance with the procedure established by the legislation of the Russian Federation to suspend or terminate any processing of personal data that is not conducted in compliance with the requirements of this Federal Law;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_5,5,article_23_part_3,article_23,"Submit to claims court statements in defense of the rights of data subjects, including in defense of the rights of the general public, and to represent the interests of data subjects in court (ed. Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_5_1,5.1,article_23_part_3,article_23,"Submit the information specified in clause 7 of part 3 of article 22 of this Federal Law to the federal executive body for security and the federal executive body for technical counter-intelligence and the technical protection of information in relation to the scope of their activity (clause 5.1 introduced by Federal Law dated July 25, 2011 N 261-FZ - Legislation Bulletin of the Russian Federation, 2011, N 31, art. 4701);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_6,6,article_23_part_3,article_23,Send a petition to the body that licenses controller activities to consider the possibility of taking measures to suspend or annul the relevant license in accordance with the procedure established by the legislation of the Russian Federation if one of the conditions of the license to conduct such activities is the prohibition of the transfer of personal data to third parties without the written consent of the data subject;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_7,7,article_23_part_3,article_23,"Send materials to public prosecution bodies and other law enforcement bodies in order for a decision to be made on the issue of instituting criminal proceedings based on the material elements of crimes relating to violation of the rights of data subjects, in accordance with the authority that has jurisdiction;","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_8,8,article_23_part_3,article_23,Submit to the Government of the Russian Federation proposals for improving statutory regulations for the protection of the rights of data subjects;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_3_item_9,9,article_23_part_3,article_23,Engage in administrative action against entities guilty of violating this Federal Law.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5_item_1,1,article_23_part_5,article_23,Organize protection of the rights of data subjects in accordance with the requirements of this Federal Law and other federal laws;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5_item_2,2,article_23_part_5,article_23,Consider the complaints and claims from citizens and legal entities on matters relating to the processing of personal data and make decisions based on the consideration of such complaints and claims within the scope of its powers;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5_item_3,3,article_23_part_5,article_23,Maintain the register of controllers;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5_item_4,4,article_23_part_5,article_23,Employ other measures aimed at improving the protection of the rights of data subjects;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5_item_5,5,article_23_part_5,article_23,"Take measures to bring about the suspension or termination of the processing of personal data in accordance with the procedure established by the legislation of the Russian Federation upon the recommendation of the federal executive body for security or the federal executive body for technical counter-intelligence and the technical protection of information (ed. Federal Law dated July 1, 2017 N 148-FZ - Legislation Bulletin of the Russian Federation, 2017, N 27, art. 3945);","Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5_item_6,6,article_23_part_5,article_23,Respond to state bodies and data subjects regarding their applications and requests about conditions relating to the protection of the rights of data subjects;,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
article_23_part_5_item_7,7,article_23_part_5,article_23,Perform other duties stipulated by the legislation of the Russian Federation.,"Russian Federation Federal Law No. 152-FZ of July 27, 2006 On Personal Data (unofficial English translation, KB 2/Russia/Russian Federal Law No. 152-FZ on Personal Data.pdf)"
