reg_article_id,number,rubric,reg_chapter_id,reg_section_id,text,regulation_id,source_document
REG_ART_55,55,Subcontracting Authorization,REG_CH_2,REG_CH_2_S_I,"When the contract or legal instruments that have formalized the relationship between the data controller and the data processor contemplates that the latter may subcontract services, the authorization referred to in the previous Article will be understood to be given through the stipulations in those. If subcontracting is not contemplated in the contract or legal instruments to which the previous paragraph refers, the data processor must obtain authorization from the data controller prior to subcontracting. In both cases, the provisions of the previous article must be observed.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_56,56,Situations Giving Rise to the Creation of Sensitive Personal Databases,REG_CH_2,REG_CH_2_S_II,"Pursuant to Article 9, second paragraph, of the Law, databases containing sensitive personal data may be created only when: The law so requires; It is justified under Article 4 of the Law, or The data controller requires it for legitimate, concrete purposes in accordance with its explicit activities or purposes.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_57,57,Scope,REG_CH_3,,"The data controller, and as applicable, the data processor, must establish and maintain administrative, physical, and if applicable technical, security measures for the protection of personal data pursuant to the Law and this Chapter, regardless of the processing system. For the purposes of this Chapter, security measures mean security control or group of controls to protect personal data. The above is without prejudice to the laws and regulations in force with respect to security issued by the competent authorities in the corresponding sector when they contemplate greater protection for data subjects than that provided in the Law and these Regulations.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_58,58,Reduction in Penalties,REG_CH_3,,"Pursuant to Article 65 (III) of the Law, whenever there is a breach of personal data security, the Institute may take into consideration compliance with its recommendations in determining a reduction in a penalty.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_59,59,Security Measures,REG_CH_3,,"To establish and ensure effective security measures, the data controller may take its own security measures or may contract these to an individual or corporate body.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_60,60,Factors to Determine Security Measures,REG_CH_3,,"The data controller shall determine the security measures applicable to personal data, taking into account the following factors: The inherent risk by type of personal data; The sensitivity of the personal data processed; Technological development, and The possible consequences of a violation for the data subjects. In addition, the data controller shall try to take the following factors into account: The number of data subjects; The vulnerabilities previously encountered in the processing systems; The risk as a result of the potential quantitative or qualitative value that the personal data may have to an unauthorized third party having possession of the data, and Other factors that may have an impact upon the level of risk or which result from other laws or regulations applicable to the data controller.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_61,61,Actions to Take for the Security of Personal Data,REG_CH_3,,"In order to establish and maintain the security of personal data, the data controller must take into account the following actions: Prepare an inventory of personal data and processing systems; Determine the duties and obligations of those who process personal data; Have a risk analysis of personal data consisting of identifying dangers and estimating the risks to the personal data; Establish the security measures applicable to personal data and identify those implemented effectively; Analyze the gap between existing security measures and those missing that are necessary for the protection of personal data; Prepare a work plan for the implementation of the missing security measures arising from the gap analysis; Carry out reviews and audits; Train personnel who process personal data, and Keep a record of personal data storage media. The data controller shall prepare a document setting out security measures arising from the previous paragraphs.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_62,62,Updating Security Measures,REG_CH_3,,"Data controllers must update the document setting out security measures when the following events occur: Modifications to the security measures or processes are made for their continuous improvement, arising from revisions of the security policy of the data controller; Substantial modifications are made in the processing arising from a change in the level of risk; Processing systems are violated, as provided in Article 20 of the Law and Article 63 of these Regulations, or There is an impact upon the personal data other than the above. In the case of sensitive personal data, the data controller shall review, and if necessary update the security document once a year.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_63,63,Security Breaches,REG_CH_3,,"Breaches of the security of personal data which occur in each processing phase are: Loss or unauthorized destruction; Theft, misplacement or unauthorized copying; Unauthorized use, access or processing, or Unauthorized damage, alteration or modification.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_64,64,Notification of Security Breaches,REG_CH_3,,"The data controller must inform the data subject, without delay, of breaches that significantly prejudice the property or non- pecuniary rights of the data subjects upon confirming the breach and having taken action to trigger an exhaustive review of the magnitude of the breach so that the prejudiced data subjects may take the appropriate measures.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_65,65,Minimum Information for Data Subject in the Event of Security Breaches,REG_CH_3,,"The data controller must inform the data subject of at least the following: The nature of the breach; The personal data compromised; Recommendations to the data subject concerning measures that the latter can adopt to protect his interests; Corrective actions implemented immediately, and The means by which he may obtain more information in this regard.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_66,66,Corrective Measures in the Event of Security Breaches,REG_CH_3,,"In case of a breach of the personal data, the data controller must analyze the causes of its occurrence and implement the corrective, preventive and improvement steps to make the security measures adequate in order to avoid a repetition of the breach.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_67,67,Scope,REG_CH_4,REG_CH_4_S_I,"A transfer refers to the communication of personal data to a person other than the data subject, data controller or data processor, within or outside Mexico.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_68,68,Conditions for a Transfer,REG_CH_4,REG_CH_4_S_I,"Any transfer of personal data, whether national or international, is subject to the consent of the data subject, with the exceptions provided in Article 37 of the Law; the data subject must be so informed by a privacy notice and the transfer be limited to the purposes that justify it.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_69,69,Proof of Compliance with Transfer Obligations,REG_CH_4,REG_CH_4_S_I,"For purposes of demonstrating that the transfer, whether national or international, took place in accordance with the Law and these Regulations, the burden of proof in all cases rests upon the data controller that made the transfer and on the receiver of the personal data.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_70,70,Transfers within the Data Controller’s Group,REG_CH_4,REG_CH_4_S_I,"In the case of transfers of personal data among holding companies, subsidiaries, or affiliates under the common control of the same group as that of the data controller, or to a parent company or to any company belonging to the same group as that of the data controller, the mechanism to ensure that the receiver of the personal data complies with the provisions of the Law, these Regulations, and other applicable laws and regulations, may be the existence of internal rules to protect personal data whose observance is obligatory, provided that these comply with the requirements of the Law, these Regulations, and other applicable laws and regulations.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_71,71,Specific Conditions Applicable to National Transfers,REG_CH_4,REG_CH_4_S_II,"To carry out a transfer of persona data within Mexico, it shall be necessary for the data controller to comply with the provisions of Article 36 of the Law and Article 68 of these Regulations.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_72,72,Receiver of Personal Data,REG_CH_4,REG_CH_4_S_II,The receiver of personal data will be subject to the Law and these Regulations as a data controller and shall deal with personal data in accordance with that agreed upon in the privacy notice communicated to it by the transferring data controller.,REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_73,73,Formalization of National Transfers,REG_CH_4,REG_CH_4_S_II,A transfer shall be formalized by a mechanism that allows it to be shown that the transferring data controller communicated to the receiving data controller the conditions under which the data subject consented to the processing of his personal data.,REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_74,74,Specific Conditions Applicable to International Transfers,REG_CH_4,REG_CH_4_S_III,"Without prejudice to the provisions of Article 37 of the Law, international transfers of personal data will be possible when the receiver of the personal data assumes the same obligations as those of the data controller transferring the personal data.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_75,75,Formalization of International Transfers,REG_CH_4,REG_CH_4_S_III,"For such purposes, a data controller that transfers personal data may use contracts and other legal instruments which contain at least the same obligations as those to which the data controller transferring personal data is subject, as well as the conditions under which the data subject consented to the processing of his personal data.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_76,76,Opinion of the Institute Concerning Transfers,REG_CH_4,REG_CH_4_S_III,"Data controllers, if considered necessary, may request the opinion of the Institute as to whether an international transfer that they are carrying out complies with the Law and these Regulations.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_77,77,Issuing Secondary Regulations,REG_CH_5,,"When the competent government department or agency, responding to the needs of which it has become aware in the area it regulates, determines the need to regulate the processing of personal data held by private parties, within the ambit of its jurisdiction it may issue or modify specific regulations, in cooperation with the Institute. Furthermore, when the Institute, as a consequence of the performance of its duties, becomes aware of the need to issue or modify specific regulations to regulate the processing of personal data in a certain sector or activity, it may propose to the competent department or agency the preparation of a preliminary draft.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_78,78,Coordination Mechanisms,REG_CH_5,,"For the preparation, issuance, and publication of the regulation referred to in Article 40 of the Law, the department or agency and the Institute shall establish the appropriate coordination mechanisms. In all cases, the department or agency and the Institute, within their respective jurisdictions, shall determine the provisions of the regulation of the processing of personal data in the corresponding sector or activity.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_79,79,Scope of Self-Regulation,REG_CH_6,,"Pursuant to Article 44 of the Law, individuals or corporate bodies may agree among themselves or with civil or government organizations, national or foreign, on binding self-regulation arrangements in matters of personal data protection, complementing the provisions of the Law, these Regulations, and the regulations issued by departments or agencies in this matter and within their jurisdiction. Furthermore, through such arrangements, the data controller may prove to the Institute compliance with the obligations set forth in said regulations. The above is in order to harmonize the processing carried out by those who become bound by the arrangements and facilitate the exercise of the rights of the data subjects.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_80,80,Specific Objectives of Self-Regulation,REG_CH_6,,"Self-regulation arrangements may be codes of ethics or of good professional practice, seals of confidence, privacy policies, corporate privacy rules, and other mechanisms, that include specific rules or standards and have the following main objectives: Cooperate in compliance with the principle of accountability to which the Law and these Regulations refer; Establish qualitative processes and practices in the field of protection of personal data to supplement the provisions of the Law; Encourage data controllers to establish policies, processes and best practices for compliance with the principles of the protection of personal data, guaranteeing privacy and confidentiality of the personal data in their possession; Encourage data controllers to voluntarily keep records or certifications regarding compliance with the provisions of the Law, and show to data subjects their commitment to the protection of personal data; Identify data controllers that have privacy policies aligned with the implementation of the principles and rights of the Law, as well as workforce competence for the proper performance of their obligations in this regard; Facilitate coordination among different self-regulation arrangements recognized internationally; Facilitate transfers among data controllers that have self-regulation arrangements such as safe harbor; Promote the commitment of data controllers to render accounts and adopt internal policies consistent with external criteria, as well as to support mechanisms to implement privacy policies, including tools, transparency, continuous internal supervision, risk assessment, external inspections and remediation systems, and Channel mechanisms for alternative dispute resolution among data controllers, data subjects and third parties, such as conciliation and mediation. These arrangements shall be binding upon those who join them; nevertheless, joining will be voluntary.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_81,81,Incentives for Self-Regulation,REG_CH_6,,"When a data controller adopts and complies with a self-regulation arrangement, this will be taken into consideration by the institute in deciding upon any reduction in a penalty in the event of a finding of a failure to comply with the Law or these Regulations. In addition, the Institute may decide upon other incentives for the adoption of self-regulation arrangements, as well as mechanisms to facilitate administrative proceedings before it.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_82,82,Minimum Content of Self-Regulation Arrangements,REG_CH_6,,"Self-regulation arrangements must take into account the parameters issued by the Ministry, in cooperation with the Institute, for the proper development of this type of self-regulation mechanisms and measures, considering at least the following: The agreed upon arrangement, which may be ethics codes, good professional practice code, seals of confidence, or others that enable data subjects to identify the data controllers committed to protecting their personal data; The extent of the application of the self-regulation arrangements; The procedures or mechanisms to be used to ensure effective personal data protection by those adhering to them, as well as to measure such effectiveness; Internal and external systems to supervise and monitor; Training programs for those processing personal data; Mechanisms to facilitate the rights of the data subjects; Identification of adhering individuals or corporate bodies to make it possible to recognize data controllers that meet the requirements of a given self-regulation arrangement and are committed to the protection of the personal data they hold, and Effective corrective measures in case of a failure to comply.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_83,83,Certification in Personal Data Protection,REG_CH_6,,"Binding self-regulation arrangements may include the certification of data controllers in the area of protection of personal data. If a data controller decides to submit to a certification process, this shall be granted by a certifying individual or corporate body apart from the data controller in accordance with the guidelines that the parameters referred to in Article 43(V) set for this purpose.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_84,84,Accredited Individuals and Corporate Bodies,REG_CH_6,,"The individuals and corporate bodies who are accredited as certifiers shall have as their principal duty that of certifying that the privacy policies, programs, and procedures voluntarily put into place by data controllers are followed in practice and ensuring proper processing and that the security measures adopted are adequate for their protection. For this purpose, certifiers may adopt mechanisms such as inspections and audits. The procedure for accrediting the certifiers to which the previous paragraph refers shall be carried out in accordance with the parameters contemplated by Article 43 (V) of the Law. The certifiers shall guarantee their independence and impartiality in granting certificates, as well as compliance with the requirements and guidelines established in such parameters.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_85,85,Self-Regulation Parameters,REG_CH_6,,"The self-regulation parameters referred to in Article 43 (V) of the Law shall contain mechanisms for the accreditation and revocation of the accreditation of individuals and corporate bodies as certifiers, as well as their duties; general guidelines for granting certificates in the protection of personal data, and the procedure for the notification of binding self-regulation arrangements.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_86,86,Registration of Self-Regulation Arrangements,REG_CH_6,,"The self-regulation arrangements notice of which has been given in accordance with Article 44, last paragraph, of the Law form part of a registry to be administered by the Institute and in which all those complying with the requirements established in the parameters contemplated in Article 43 (V) of the Law will be included.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_87,87,Exercise of Rights,REG_CH_7,REG_CH_7_S_I,The exercise of any of the ARCO rights does not exclude the possibility of exercising another of them nor of this being a requirement to be fulfilled prior to exercising any of these rights.,REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_88,88,Restrictions on the Exercise of Rights,REG_CH_7,REG_CH_7_S_I,"The exercise of ARCO rights may be restricted for reasons of national security, by laws and regulations of a public policy nature, for reasons of public health and safety, or to protect the rights of third parties in those cases and to the extent contemplated in the laws applicable to the matter, or by a decision of a competent authority well-founded in law and fact.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_89,89,Persons Authorized to Exercise Rights,REG_CH_7,REG_CH_7_S_I,"ARCO rights may be exercised: By the data subject, after proving his identity through the presentation of a copy of his identity document and having shown the original for comparison. Also admissible will be the electronic instruments by which it is possible to reliably identify the data subject and other authentication mechanisms permitted by law or previously established by the data controller. The use of an advanced electronic signature or the electronic instrument replacing it will exempt the data subject from the need to present a copy of the identification document, and By the representative of the data subject, after proving: the identity of the data subject; the identity of the representative, and the existence of the representation by means of a public instrument or simple power of attorney signed before two witnesses or by personal attendance by the data subject. For the exercise of ARCO rights by minors or by a person under interdiction or without legal capacity, the representation rules of the Federal Civil Code shall apply.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_90,90,Means to Exercise Rights,REG_CH_7,REG_CH_7_S_I,"For the exercise of ARCO rights, the data subject may submit, personally or through a representative, a request to the data controller using the means established in the privacy notice. For such purpose, the data controller shall make available to the data subject remote or local electronic communication means or such others as it considers appropriate. In addition, the data controller may establish forms, systems, and other simplified methods to help data subjects exercise the ARCO rights and these must be mentioned in the privacy notice.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_91,91,Customer Service,REG_CH_7,REG_CH_7_S_I,"When the data controller has customer service of any type or services for the resolution of claims related to the service rendered or the products offered, the data controller may resolve requests for the exercise of ARCO rights through such services, provided that the periods do not contradict those set out in Article 32 of the Law. In this case, the identity of the data subject is deemed proven by the means established by the data controller for the identification of the data subjects in providing its services or contracting for its products, provided that such means guarantee the identity of the data subject.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_92,92,Specific Procedure for the Exercise of ARCO Rights,REG_CH_7,REG_CH_7_S_I,"When the law applicable to certain databases or processing establishes a specific procedure for requesting the exercise of ARCO rights, the provisions that offer the better guarantees to the data subject and that do not contradict the provisions of the Law, shall apply.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_93,93,Costs,REG_CH_7,REG_CH_7_S_I,"The exercise of ARCO rights shall be simple and free-of-charge and the data subject need only pay expenses for shipping, reproduction, and if applicable, certification of documents, with the exception provided in Article 35, second paragraph, of the Law. The costs of reproduction may not be higher than the costs of recovery of the corresponding material. The data controller may not establish, as the only way to present requests to exercise ARCO rights, any service or means with a cost.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_94,94,Address of the data subject,REG_CH_7,REG_CH_7_S_I,"For the purposes of Article 29 (I) of the Law, the request for access must show an address or some other means for notification of the response to the request. If this requirement is not complied with, the data controller shall deem the request not presented, and note this for the record.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_95,95,Request Registry,REG_CH_7,REG_CH_7_S_I,"The data controller must process any request for the exercise of ARCO rights. The period to resolve the request will be calculated from the day it was received by the data controller and it will record the latter on the acknowledgement of receipt given to the data subject. The period stated shall be interrupted if the data controller requires information from the data subject, as provided in the following Article.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_96,96,Request for Additional Information,REG_CH_7,REG_CH_7_S_I,"If the information provided in the request is insufficient or inaccurate and so cannot be dealt with, or if the documents referred to in Articles 29 (II) and 31 of the Law are not attached, the data controller may ask the data subject once, within five days after receipt of the request, to provide the items or documents necessary for its processing. The data subject shall have ten days to attend to the request, calculated from the day following the date on which it was received. If no response is provided within this period, the request will be considered as not having been submitted. If the data subject attends to the request for information, the period that the data controller has to respond to the request begins to run from the day following that on which the data subject attends to the request. If the data controller does not request additional documentation from the data subject to prove his identity or the legal status of his representative, the same shall be considered as proven by the documentation provided by the data subject in his request.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_97,97,Extension of Periods,REG_CH_7,REG_CH_7_S_I,"Pursuant to Article 32, second paragraph of the Law, if the data controller decides to extend the period to respond a request for the exercise of ARCO rights or the period for implementing the response, it must notify the applicant of the justification for the extension, within either of the following periods: In the case of an extension of twenty days to communicate the decision adopted on the admissibility of the request, the justification for the extension must be communicated within the same period, calculated from the date the request is received, or In the case of an extension of fifteen days to enforce the right in question, the justification of the extension must be communicated within the same period, calculated from the date of the notification of the admissibility of the request.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_98,98,Response from the Data Controller,REG_CH_7,REG_CH_7_S_I,"In all cases, the data controller must respond the request for the exercise of ARCO rights that it receives, regardless of whether or not the personal data of the data subject appear in its databases, within the periods established in Article 32 of the Law. The response from the data controller shall only refer to the personal data that have been specifically mentioned in the request and must be presented in a legible and understandable format with easy access. In case of the use of codes, initials, or keys, the corresponding meanings must be provided.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_99,99,On Site Access to Personal Data,REG_CH_7,REG_CH_7_S_I,"When access to the personal data is on site, the data controller must determine the period during which the data subject may come to consult them, which may not be less than fifteen days. If this period lapses and the data subject has not come to obtain access to his personal data, it will be necessary to submit a new request.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_100,100,Refusal by Data Controller,REG_CH_7,REG_CH_7_S_I,A data controller must justify its refusal to grant the exercise of ARCO rights and inform the data subject of his right to request the commencement of proceedings for the protection of rights with the Institute.,REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_101,101,Right of Access,REG_CH_7,REG_CH_7_S_II,"Pursuant to Article 23 of the Law, the data subject has the right to obtain his personal data from the data controller, as well as information regarding the conditions and general features of the processing.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_102,102,Means of Complying with Right of Access,REG_CH_7,REG_CH_7_S_II,"The obligation to give access will be considered as complied with when the data controller makes available to the data subject personal data on site, respecting the period set out in Article 99 of these Regulations, or by issuing photocopies or using magnetic, optical, sound, visual, or holographic media, as well as other information technologies contemplated in the privacy notice. In all cases access must be granted in formats which are readable and comprehensive to the data subject. When the data controller considers it appropriate, it may agree with the data subject upon reproduction media for the information different from that mentioned in the privacy notice.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_103,103,Right to Rectification,REG_CH_7,REG_CH_7_S_III,"Pursuant to Article 24 of the Law, the data subject may request, at any time, from the data controller, a rectification or correction of his personal data that are inaccurate or incomplete.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_104,104,Requirement to Exercise Right to Rectification,REG_CH_7,REG_CH_7_S_III,"The request for rectification must indicate to what personal data it refers, as well as the rectification or correction to be made, and must be accompanied by the documentation proving the admissibility of the request. The data controller may offer mechanisms for the benefit of the data subject to facilitate the exercise of this right.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_105,105,Right of Cancellation,REG_CH_7,REG_CH_7_S_IV,"Pursuant to Article 25 of the Law, cancellation means stopping the processing of personal data by the data controller, starting from their blockage and subsequent supression.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_106,106,Exercise of Right of Cancellation,REG_CH_7,REG_CH_7_S_IV,"The data subject may request, at any time, that the data controller cancel the personal data when he considers that they are not being processed in accordance with the principles and duties established by the Law and these Regulations. The cancellation shall proceed with respect to all personal data of the data subject contained in a database, or only part thereof, as requested.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_107,107,Blockage,REG_CH_7,REG_CH_7_S_IV,"If the cancellation is warranted, and without prejudice to the provisions of Article 32 of the Law, the data controller shall: Establish a blockage period only for the purpose of determining possible liability with respect to the processing, up to the legal or contractual limitation period, and so notify the data subject or his representative in the reply to the request for cancellation to be issued within the period of twenty days set out in Article 32 of the Law; Take appropriate security measures for the blockage; Put the blockage into effect within the period of fifteen days set out in Article 32 of the Law, and After the blockage period, carry out the supression using the security measures previously established by the data controller.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_108,108,Purpose of Blockage,REG_CH_7,REG_CH_7_S_IV,"Pursuant to Article 3 (III) of the Law, the blockage has as its purpose the prevention of processing, with the exception of storage, or possible access by any person, unless otherwise established by law. The blockage period will be until the limitation period or contractual period.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_109,109,Right of Objection,REG_CH_7,REG_CH_7_S_V,"Pursuant to Article 27 of the Law, the data subject may, at any time, object to the processing of his personal data or require it to stop when: There is a legitimate reason for doing so and his specific situation so requires, in which case, he must justify the fact that, even though the processing is lawful, it must stop in order to avoid its continuation causing prejudice to the data subject, or He needs to state his objection to the processing of his personal data in order to avoid processing for specific purposes. The exercise of the right to object may not be exercised in those cases where the processing is necessary to comply with a legal obligation imposed on the data controller.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_110,110,Exclusion Lists,REG_CH_7,REG_CH_7_S_V,"In order to exercise the right to object, data controllers may prepare their own exclusion lists, including in them the data of the people who have stated their refusal to allow the processing of their personal data, either for their products or those of third parties. Furthermore, data controllers may prepare common exclusion lists by industry or in general. In both cases, the recording of the data subject in such lists must be free-of-charge and give to the data subject proof of being recorded on the list by the means established by the data controller.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_111,111,Public Registry of Consumers and Public Registry of Users,REG_CH_7,REG_CH_7_S_V,The Public Register of Consumers referred to in the Federal Law for Consumer Protection and the Public Register of Users referred to in the Law for the Protection and Defense of Users of Financial Services continue in force and will be governed in accordance with the laws referred to and any rules and regulations arising therefrom.,REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_112,112,Processing in Decisions Made without Human Intervention,REG_CH_7,REG_CH_7_S_VI,"When personal data is used in decision-making without human intervention, the data controller must so inform the data subject. In addition, the data subject may exercise his right of access in order to discover the personal data used as part of the decision-making process, and as the case may be, his right to rectification, when he considers that some of the personal data used are incorrect or incomplete so that, in accordance with the mechanisms implemented by the data controller for this purpose, he can request a reconsideration of the decision made.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_113,113,Initiation,REG_CH_8,,"A request to begin proceedings for the protection of rights must be submitted by the data subject or his representative; either by a document in no particular format, on the forms set by the Institute, or through the system established by the latter, within the period contemplated by Article 45 of the Law. Both the form and the system must be made available by the Institute on its website and in every one of the authorized offices as determined by it. When filing a request for the protection of rights, the data subject or his representative must prove his identity or legal status, respectively, pursuant to Article 89 of these Regulations. In the case of the data subject, the latter may also prove his identity by electronic means or by other methods, as provided by applicable law. The Institute may consider the identity of the data subject or the legal status of the representative as having been proven when the same has already been proven to the data controller upon exercising his ARCO rights.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_114,114,Methods for Submitting a Request for the Protection of Rights,REG_CH_8,,"A request for the protection of rights must be filed at the address of the Institute, in its authorized offices, by certified mail with acknowledgment of receipt, or in the system referred to in the previous Article, in the latter case, provided that the person has the certification of electronic identification referred to in Article 69-C of the Federal Law of Administrative Procedures. In any case, the applicant shall be given an acknowledgment of receipt showing in a legally acceptable manner, the date of filing of the request. When the applicant files his request by electronic means through the system established by the Institute, it will be understood that he accepts that notices will be made to him through the same system or by other electronic media generated by this, unless he indicates a different means for notifications. When the request is submitted by the data subject or his representative in an office authorized by the Institute, the latter shall certify the proof of identity or, as the case may be, the legal status of the representative, and may send or register by electronic means, both the request and the attached documents. In this case, the request will be taken as having been received, for purposes of the period to which Article 47 of the Law refers, when the Institute, using this same media, generates proof of receipt. The foregoing is without prejudice to the authorized office sending to the Institute by certified mail, proof of the identity of the data subject or the document proving the legal status of the representative, as well as the request and attached documents, to be included in the file of the matter. If the data subject sends the request and its attachments by certified mail, the period to which Article 47 of the Law refers shall be calculated from the date stated on the date or receipt stamp of the Institute.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_115,115,Admissibility,REG_CH_8,,"Proceedings for the protection of rights may be pursued when the data subject is not satisfied with actions or omissions of the data controller with respect to the exercise of ARCO rights when: The data subject has not received a response from the data controller; The data controller does not give access to the personal data requested or does so in a form that is not understandable; The data controller refuses to make rectifications or corrections to personal data; The data subject disagrees with the information delivered because he considers that it is incomplete or does not correspond to what was requested or with the cost or type of reproduction; The data controller refuses to cancel the personal data; The data controller persists in processing in spite of a proper request for objection, or refuses to deal with the request for objection, and For other reasons that in the opinion of the Institute are admissible under the Law or these Regulations.",REG_LFPDPPP_2011,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
