clause_id,section_id,clause_path,label,level,text,reserved,parent_id,part_id,source_document
SEC-123.27(a)(3),SEC-123.27,(a)(3),3,2,"The articles are not major defense equipment sold under a contract in the amount of $14,000,000 or more or defense articles or defense services sold under a contract in the amount of $50,000,000 or more (for which purpose, as is customary, exporters may not split contracts or purchase orders). Items meeting these statutory thresholds must be submitted on a separate license application to permit the required notification to Congress pursuant to section 36(c) of the Arms Export Control Act.",,SEC-123.27(a),PART-123,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-123.27(a)(4),SEC-123.27,(a)(4),4,2,"The articles are not detailed design, development, manufacturing, or production data and do not involve the manufacture abroad of significant military equipment.",,SEC-123.27(a),PART-123,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-123.27(a)(5),SEC-123.27,(a)(5),5,2,"The U.S. exporter provides complete shipment information to the Directorate of Defense Trade Controls within 15 days of shipment by submitting a report containing a description of the item and the quantity, value, port of exit, and end-user and country of destination of the item, and at that time meets the documentary requirements of § 123.1(c)(4) and",,SEC-123.27(a),PART-123,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-123.27(a)(5)(5),SEC-123.27,(a)(5)(5),5,3,", the documentary requirements of § 123.9 in the case of re-exports or re-transfers, and, other documentary requirements that may be imposed as a condition of a license (e.g., parts control plans for MTCR-controlled items). The shipment information reported must include a description of the item and quantity, value, port of exit and end user and country of destination of the item.",,SEC-123.27(a)(5),PART-123,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-123.27(a)(5)(6),SEC-123.27,(a)(5)(6),6,3,"At any time in which an item exported pursuant to this section is proposed for re-transfer outside of the approved territory, programs or persons (e.g., such as in the case of an item included in a satellite for launch beyond the approved territory), the detailed requirements of § 123.9 apply with regard to obtaining the prior written consent of the Directorate of Defense Trade Controls.",,SEC-123.27(a)(5),PART-123,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-123.27(b),SEC-123.27,(b),b,1,The re-export or re-transfer of the articles authorized for export (including to specified re- export destinations) in accordance with this section do not require the separate prior written approval of the Directorate of Defense Trade Controls provided all of the requirements in paragraph (a) of this section are met.,,SEC-123.27,PART-123,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-123.27(c),SEC-123.27,(c),c,1,"The Directorate of Defense Trade Controls will consider, on a case-by-case basis, requests to include additional foreign companies and satellite programs within the geographic coverage of a license application submitted pursuant to this section from countries not otherwise covered, who are members of the European Space Agency or the European Union. In no case, however, can the provisions of this section apply or be relied upon by U.S. exporters in the case of countries who are subject to the mandatory requirements of Section 1514 of the Strom Thurmond National Defense Authorization Act for Fiscal Year 1999 (Pub. L. 105-261), concerning national security controls on satellite export licensing.",,SEC-123.27,PART-123,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-123.27(d),SEC-123.27,(d),d,1,"Registered U.S. exporters may request at the time of a license application submitted pursuant to this section that additional foreign persons or communications satellite programs be added to the lists referred to in paragraph (a)(2) of this section, which additions, if approved, will be included within the publicly available lists of authorized recipients and programs.",,SEC-123.27,PART-123,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.1(a),SEC-124.1,(a),a,1,"Approval. The approval of the Directorate of Defense Trade Controls must be obtained before the defense services described in § 120.32 of this subchapter may be furnished. In order to obtain such approval, the U.S. person must submit a proposed agreement to the Directorate of Defense Trade Controls. Such agreements are generally characterized as manufacturing license agreements, technical assistance agreements, distribution agreements, or off-shore procurement agreements, and may not enter into force without the prior written approval of the Directorate of Defense Trade Controls. Once approved, the defense services described in the agreements may generally be provided without further licensing in accordance with §§ 124.3 and 125.4(b)(2) of this subchapter. The requirements of this section apply whether or not technical data is to be disclosed or used in the performance of the defense services described in § 120.32 of this subchapter (e.g., all the information relied upon by the U.S. person in performing the defense services is in the public domain or is otherwise exempt from licensing requirements of this subchapter pursuant to § 125.4 of this subchapter). This requirement also applies to the training of any foreign military forces, regular and irregular, in the use of defense articles. Technical assistance agreements must be submitted in such cases. In exceptional cases, the Directorate of Defense Trade Controls, upon written request, will consider approving the provision of defense services described in § 120.32 of this subchapter by granting a license under part 125 of this subchapter.",,SEC-124.1,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.1(b),SEC-124.1,(b),b,1,Classified articles. Copies of approved agreements involving the release of classified defense articles will be forwarded by the Directorate of Defense Trade Controls to the Defense Security Service of the Department of Defense.,,SEC-124.1,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.1(c),SEC-124.1,(c),c,1,"Amendments. Changes to the scope of approved agreements, including modifications, upgrades, or extensions must be submitted for approval. The amendments may not enter into force until approved by the Directorate of Defense Trade Controls.",,SEC-124.1,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.1(d),SEC-124.1,(d),d,1,"Minor amendments. Amendments which only alter delivery or performance schedules, or other minor administrative amendments which do not affect in any manner the duration of the agreement or the clauses or information which must be included in such agreements because of the requirements of this part, do not have to be submitted for approval. One copy of all such minor amendments must be submitted to the Directorate of Defense Trade Controls within thirty days after they are concluded.",,SEC-124.1,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.1(e),SEC-124.1,(e),e,1,"Unless limited by a condition set out in an agreement, the export, reexport, retransfer, or temporary import authorized by a license is for the item(s), end-use(s), and parties described in the agreement, license, and any letters of explanation. DDTC approves agreements and grants licenses in reliance on representations the applicant made in or submitted in connection with the agreement, letters of explanation, and other documents submitted.",,SEC-124.1,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(a),SEC-124.2,(a),a,1,Technical assistance agreements are not required for the provision of training in the basic operation and maintenance of defense articles lawfully exported or authorized for export to the same recipient. This does not include training in intermediate and depot level maintenance.,,SEC-124.2,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(b),SEC-124.2,(b),b,1,Services performed as a member of the regular military forces of a foreign nation by U.S. persons who have been drafted into such forces are not deemed to be defense services for purposes of § 120.32 of this subchapter.,,SEC-124.2,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c),SEC-124.2,(c),c,1,"NATO countries, Australia, Japan, and Sweden, in addition to the basic maintenance training exemption provided in § 124.2(a) and basic maintenance information exemption in § 125.4(b)(5) of this subchapter, no technical assistance agreement is required for maintenance training or the performance of maintenance, including the export of supporting technical data, when the following criteria can be met:",,SEC-124.2,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(1),SEC-124.2,(c)(1),1,2,"Defense services are for unclassified U.S.-origin defense articles lawfully exported or authorized for export and owned or operated by and in the inventory of NATO or the Federal Governments of NATO countries, Australia, Japan, or Sweden.",,SEC-124.2(c),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(2),SEC-124.2,(c)(2),2,2,This defense service exemption does not apply to any transaction involving defense services for which congressional notification is required in accordance with § 123.15 and,,SEC-124.2(c),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(3),SEC-124.2,(c)(3),3,2,"Maintenance training or the performance of maintenance must be limited to inspection, testing, calibration or repair, including overhaul, reconditioning and one-to-one replacement of any defective items, parts or components; and excluding any modification, enhancement, upgrade or other form of alteration or improvement that enhances the performance or capability of the defense article. This does not preclude maintenance training or the performance of maintenance that would result in enhancements or improvements only in the reliability or maintainability of the defense article, such as an increased mean time between failure (MTBF).",,SEC-124.2(c),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(4),SEC-124.2,(c)(4),4,2,"Supporting technical data must be unclassified and must not include software documentation on the design or details of the computer software, software source code, design methodology, engineering analysis, or manufacturing know-how.",,SEC-124.2(c),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5),SEC-124.2,(c)(5),5,2,This defense service exemption does not apply to maintenance training or the performance of maintenance and service or the transfer of supporting technical data for the following defense articles:,,SEC-124.2(c),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(i),SEC-124.2,(c)(5)(i),i,3,All Missile Technology Control Regime Annex Items;,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(ii),SEC-124.2,(c)(5)(ii),ii,3,Firearms listed in Category I; and ammunition listed in Category III for the firearms in Category I;,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(iii),SEC-124.2,(c)(5)(iii),iii,3,[Reserved],yes,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(iv),SEC-124.2,(c)(5)(iv),iv,3,Naval nuclear propulsion equipment listed in USML Category VI and USML Category XX;,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(v),SEC-124.2,(c)(5)(v),v,3,Gas turbine engine hot sections covered by Category XIX(f);,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(vi),SEC-124.2,(c)(5)(vi),vi,3,Category VIII(f);,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(vii),SEC-124.2,(c)(5)(vii),vii,3,Category XII(c);,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(viii),SEC-124.2,(c)(5)(viii),viii,3,"Chemical agents listed in Category XIV (a), biological agents in Category XIV (b), and equipment listed in Category XIV (c) for dissemination of the chemical agents and biological agents listed in Categories XIV (a) and (b);",,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(ix),SEC-124.2,(c)(5)(ix),ix,3,[Reserved],yes,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(x),SEC-124.2,(c)(5)(x),x,3,Category XV;,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(xi),SEC-124.2,(c)(5)(xi),xi,3,[Reserved],yes,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(xii),SEC-124.2,(c)(5)(xii),xii,3,Submersible and semi-submersible vessels and related articles covered in USML Category XX; or,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(5)(xiii),SEC-124.2,(c)(5)(xiii),xiii,3,Miscellaneous articles covered by Category XXI.,,SEC-124.2(c)(5),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.2(c)(6),SEC-124.2,(c)(6),6,2,"Eligibility criteria for foreign persons. Foreign persons eligible to receive technical data or maintenance training under this exemption are limited to nationals of the NATO countries, Australia, Japan, or Sweden. [58 FR 39305, July 22, 1993, as amended at 65 FR 45283, July 21, 2000; 66 FR 35899, July 10, 2001; 71 FR 20543, Apr. 21, 2006; 78 FR 40933, July 8, 2013; 79 FR 47, Jan. 2, 2014; 81 FR 87429, Dec. 5, 2016; 87 FR 16424, Mar. 23, 2022]",,SEC-124.2(c),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.3(a),SEC-124.3,(a),a,1,Unclassified technical data. The U.S. Customs and Border Protection or U.S. Postal authorities shall permit the export without a license of unclassified technical data if the export is in furtherance of a manufacturing license or technical assistance agreement which has been approved in writing by the Directorate of Defense Trade Controls (DDTC) and the technical data does not exceed the scope or limitations of the relevant agreement. The approval of the DDTC must be obtained for the export of any unclassified technical data that may exceed the terms of the agreement.,,SEC-124.3,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.3(b),SEC-124.3,(b),b,1,Classified technical data. The export of classified information in furtherance of an approved manufacturing license or technical assistance agreement which provides for the transmittal of classified information does not require further approval from the Directorate of Defense Trade Controls when:,,SEC-124.3,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.3(b)(1),SEC-124.3,(b)(1),1,2,The United States party certifies to the Department of Defense transmittal authority that the classified information does not exceed the technical or product limitations in the agreement; and,,SEC-124.3(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.3(b)(2),SEC-124.3,(b)(2),2,2,"The U.S. party complies with the requirements of the Department of Defense National Industrial Security Program Operating Manual concerning the transmission of classified information (unless such requirements are in direct conflict with guidance provided by the Directorate of Defense Trade Controls, in which case the latter guidance must be followed) and any other requirements of cognizant U.S. departments or agencies. [58 FR 39305, July 22, 1993, as amended at 68 FR 61102, Oct. 27, 2003; 70 FR 50963, Aug. 29, 2005; 71 FR 20543, Apr. 21, 2006]",,SEC-124.3(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.4(a),SEC-124.4,(a),a,1,"The United States party to a manufacturing license or a technical assistance agreement must file one copy of the concluded agreement with the Directorate of Defense Trade Controls not later than 30 days after it enters into force. If the agreement is not concluded within one year of the date of approval, the Directorate of Defense Trade Controls must be notified in writing and be kept informed of the status of the agreement until the requirements of this paragraph or the requirements of § 124.5 are satisfied.",,SEC-124.4,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.4(b),SEC-124.4,(b),b,1,"In the case of concluded agreements involving coproduction or licensed production outside of the United States of defense articles of United States origin, a written statement must accompany filing of the concluded agreement with the Directorate of Defense Trade Controls, which shall include:",,SEC-124.4,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.4(b)(1),SEC-124.4,(b)(1),1,2,"The identity of the foreign countries, international organization, or foreign firms involved;",,SEC-124.4(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.4(b)(2),SEC-124.4,(b)(2),2,2,"A description and the estimated value of the articles authorized to be produced, and an estimate of the quantity of the articles authorized to be produced;",,SEC-124.4(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.4(b)(3),SEC-124.4,(b)(3),3,2,A description of any restrictions on third-party transfers of the foreign-manufactured articles; and,,SEC-124.4(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.4(b)(4),SEC-124.4,(b)(4),4,2,"If any such agreement does not provide for United States access to and verification of quantities of articles produced overseas and their disposition in the foreign country, a description of alternative measures and controls to ensure compliance with restrictions in the agreement on production quantities and third-party transfers.",,SEC-124.4(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.7(a),SEC-124.7,(a),a,1,"The following information must be included in all proposed manufacturing license agreements and technical assistance agreements. The information should be provided in terms which are as precise as possible. If the applicant believes that a clause or that required information is not relevant or necessary, the applicant may request the omission of the clause or information. The transmittal letter accompanying the agreement must state the reasons for any proposed variation in the clauses or required information.",,SEC-124.7,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.7(a)(1),SEC-124.7,(a)(1),1,2,"The agreement must describe the defense article to be manufactured and all defense articles to be exported, including any test and support equipment or advanced materials. They should be described by military nomenclature, contract number, National Stock Number, nameplate data, or other specific information. Only defense articles listed in the agreement will be eligible for export under the exemption in § 123.16(b)(1) of this subchapter.",,SEC-124.7(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.7(a)(2),SEC-124.7,(a)(2),2,2,"The agreement must specifically describe the assistance and technical data, including the design and manufacturing know-how involved, to be furnished and any manufacturing rights to be granted;",,SEC-124.7(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.7(a)(3),SEC-124.7,(a)(3),3,2,The agreement must specify its duration; and,,SEC-124.7(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.7(a)(4),SEC-124.7,(a)(4),4,2,"The agreement must specifically identify the countries or areas in which manufacturing, production, processing, sale, or other form of transfer to be licensed.",,SEC-124.7(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.7(b),SEC-124.7,(b),b,1,[Reserved],yes,SEC-124.7,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.8(a),SEC-124.8,(a),a,1,The following statements must be included both in manufacturing license agreements and in technical assistance agreements:,,SEC-124.8,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.8(a)(1),SEC-124.8,(a)(1),1,2,"“This agreement shall not enter into force, and shall not be amended or extended, without the prior written approval of the Department of State of the U.S. Government.”",,SEC-124.8(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.8(a)(2),SEC-124.8,(a)(2),2,2,“This agreement is subject to all United States laws and regulations relating to exports and to all administrative acts of the U.S. Government pursuant to such laws and regulations.”,,SEC-124.8(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.8(a)(3),SEC-124.8,(a)(3),3,2,“The parties to this agreement agree that the obligations contained in this agreement shall not affect the performance of any obligations created by prior contracts or subcontracts which the parties may have individually or collectively with the U.S. Government.”,,SEC-124.8(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.8(a)(4),SEC-124.8,(a)(4),4,2,"“No liability will be incurred by or attributed to the U.S. Government in connection with any possible infringement of privately owned patent or proprietary rights, either domestic or foreign, by reason of the U.S. Government's approval of this agreement.”",,SEC-124.8(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.8(a)(5),SEC-124.8,(a)(5),5,2,"“The technical data or defense service exported from the United States in furtherance of this agreement and any defense article which may be produced or manufactured from such technical data or defense service may not be transferred to a foreign person except pursuant to 22 CFR 126.7 or 126.18, as specifically authorized in this agreement, or where prior written approval of the Department of State has been obtained.”",,SEC-124.8(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.8(a)(6),SEC-124.8,(a)(6),6,2,“All provisions in this agreement which refer to the United States Government and the Department of State will remain binding on the parties after the termination of the agreement.”,,SEC-124.8(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.8(b),SEC-124.8,(b),b,1,"[Reserved] [58 FR 39305, July 22, 1993, as amended at 76 FR 28177, May 16, 2011; 81 FR 35616, June 3, 2016; 81 FR 54736, Aug. 17, 2016; 89 FR 67290, Aug. 20, 2024; 89 FR 68778, Aug. 28, 2024]",yes,SEC-124.8,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(a),SEC-124.9,(a),a,1,Clauses for all manufacturing license agreements. The following clauses must be included only in manufacturing license agreements:,,SEC-124.9,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(a)(1),SEC-124.9,(a)(1),1,2,"“No export, sale, transfer, or other disposition of the licensed article is authorized to any country outside the territory wherein manufacture or sale is herein licensed without the prior written approval of the U.S. Government unless otherwise exempted by the U.S. Government. Sales or other transfers of the licensed article shall be limited to governments of countries wherein manufacture or sale is hereby licensed and to private entities seeking to procure the licensed article pursuant to a contract with any such government unless the prior written approval of the U.S. Government is obtained.”",,SEC-124.9(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(a)(2),SEC-124.9,(a)(2),2,2,"“It is agreed that sales by licensee or its sub-licensees under contracts made through the U.S. Government will not include either charges for patent rights in which the U.S. Government holds a royalty-free license, or charges for data which the U.S. Government has a right to use and disclose to others, which are in the public domain, or which the U.S. Government has acquired or is entitled to acquire without restrictions upon their use and disclosure to others.”",,SEC-124.9(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(a)(3),SEC-124.9,(a)(3),3,2,"“If the U.S. Government is obligated or becomes obligated to pay to the licensor royalties, fees, or other charges for the use of technical data or patents which are involved in the manufacture, use, or sale of any licensed article, any royalties, fees or other charges in connection with purchases of such licensed article from licensee or its sub- licensees with funds derived through the U.S. Government may not exceed the total amount the U.S. Government would have been obligated to pay the licensor directly.”",,SEC-124.9(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(a)(4),SEC-124.9,(a)(4),4,2,"“If the U.S. Government has made financial or other contributions to the design and development of any licensed article, any charges for technical assistance or know-how relating to the item in connection with purchases of such articles from licensee or sub- licensees with funds derived through the U.S. Government must be proportionately reduced to reflect the U.S. Government contributions, and subject to the provisions of paragraphs (a) (2) and (3) of this section, no other royalties, or fees or other charges may be assessed against U.S. Government funded purchases of such articles. However, charges may be made for reasonable reproduction, handling, mailing, or similar administrative costs incident to the furnishing of such data.”",,SEC-124.9(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(a)(5),SEC-124.9,(a)(5),5,2,"“The parties to this agreement agree that an annual report of sales or other transfers pursuant to this agreement of the licensed articles, by quantity, type, U.S. dollar value, and purchaser or recipient, shall be provided by (applicant or licensee) to the Department of State.” This clause must specify which party is obligated to provide the annual report. Such reports may be submitted either directly by the licensee or indirectly through the licensor, and may cover calendar or fiscal years. Reports shall be deemed proprietary information by the Department of State and will not be disclosed to unauthorized persons. See § 126.10(b) of this subchapter.",,SEC-124.9(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(a)(6),SEC-124.9,(a)(6),6,2,"(Licensee) agrees to incorporate the following statement as an integral provision of a contract, commercial invoice, or other appropriate document whenever the licensed articles are sold or otherwise transferred: These items are controlled by the U.S. government and authorized for export only to the country of ultimate destination for use by the ultimate consignee or end-user(s) herein identified. They may not be resold, transferred, or otherwise disposed of, to any other country or to any person other than the authorized ultimate consignee or end-user(s), either in their original form or after being incorporated into other items, without first obtaining approval from the U.S. government or as otherwise authorized by U.S. law and regulations.",,SEC-124.9(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(b),SEC-124.9,(b),b,1,"Special clause for agreements relating to significant military equipment. With respect to an agreement for the production of significant military equipment, the following additional provisions must be included in the agreement:",,SEC-124.9,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(b)(1),SEC-124.9,(b)(1),1,2,“A completed non-transfer and use certificate (DSP-83) must be executed by the foreign end-user and submitted to the Department of State of the United States before any transfer may take place.”,,SEC-124.9(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.9(b)(2),SEC-124.9,(b)(2),2,2,“The prior written approval of the U.S. Government must be obtained before entering into a commitment for the transfer of the licensed article by sale or otherwise to any person or government outside of the approved sales territory.”,,SEC-124.9(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
