clause_id,section_id,clause_path,label,level,text,reserved,parent_id,part_id,source_document
SEC-124.10(a),SEC-124.10,(a),a,1,"Types of agreements requiring assurances. With respect to any manufacturing license agreement or technical assistance agreement which relates to significant military equipment or classified defense articles, including classified technical data, a Non-transfer, and Use Certificate (Form DSP-83) (see § 123.10 of this subchapter) signed by the applicant and the foreign party must be submitted to the Directorate of Defense Trade Controls. With respect to all agreements involving classified articles, including classified technical data, an authorized representative of the foreign government must sign the DSP-83 (or provide the same assurances in the form of a diplomatic note), unless the Directorate of Defense Trade Controls has granted an exception to this requirement. The Directorate of Defense Trade Controls may require that a DSP-83 be provided in conjunction with an agreement that does not relate to significant military equipment or classified defense articles. The Directorate of Defense Trade Controls may also require with respect to any agreement that an appropriate authority of the foreign party's government also sign the DSP-83 (or provide the same assurances in the form of a diplomatic note).",,SEC-124.10,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.10(b),SEC-124.10,(b),b,1,Timing of submission of assurances. Submission of a Form DSP-83 and/or diplomatic note must occur as follows:,,SEC-124.10,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.10(b)(1),SEC-124.10,(b)(1),1,2,Agreements which have been signed by all parties before being submitted to the Directorate of Defense Trade Controls may only be submitted along with any required DSP- 83 and/or diplomatic note.,,SEC-124.10(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.10(b)(2),SEC-124.10,(b)(2),2,2,"If an agreement has not been signed by all parties before being submitted, the required DSP-83 and/or diplomatic note must be submitted along with the signed agreement.",,SEC-124.10(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.11(a),SEC-124.11,(a),a,1,"The Arms Export Control Act requires that a certification be provided to the Congress prior to the granting of any approval of a manufacturing license agreement or technical assistance agreement for the manufacturing abroad of any item of significant military equipment that is entered into with any country regardless of dollar value. Additionally, any manufacturing license agreement or technical assistance agreement providing for the export of major defense equipment, shall also require a certification when meeting the requirements of § 123.15 of this subchapter.",,SEC-124.11,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.11(b),SEC-124.11,(b),b,1,"Unless an emergency exists which requires the immediate approval of the agreement in the national security interests of the United States, approval may not be granted until at least 15 calendar days have elapsed after receipt by the Congress of the certification required by 22 U.S.C. 2776(d)(1) involving the North Atlantic Treaty Organization, any member country of that Organization, or Australia, Israel, Japan, New Zealand, or the Republic of Korea or at least 30 calendar days have elapsed for any other country. Approvals may not be granted when the Congress has enacted a joint resolution prohibiting the export.",,SEC-124.11,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.11(c),SEC-124.11,(c),c,1,"Persons who intend to export defense articles and defense services pursuant to any exemption in this subchapter under the circumstances described in this section and section 123.15 must provide written notification to the Directorate of Defense Trade Controls and include a signed contract and a DSP-83 signed by the applicant, the foreign consignee and the end-user. [70 FR 34654, June 15, 2005, as amended at 73 FR 38343, Aug. 3, 2009; 77 FR 16599, Mar. 21, 2012; 87 FR 16424, Mar. 23, 2022]",,SEC-124.11,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a),SEC-124.12,(a),a,1,An application for the approval of a manufacturing license or technical assistance agreement with a foreign person must be accompanied by an explanatory letter. The explanatory letter shall contain:,,SEC-124.12,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(1),SEC-124.12,(a)(1),1,2,A statement giving the applicant’s Directorate of Defense Trade Controls registration number.,,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(2),SEC-124.12,(a)(2),2,2,A statement identifying the license and the scope of the agreement.,,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(3),SEC-124.12,(a)(3),3,2,"A statement identifying the U.S. Government contract under which the equipment or technical data was generated, improved, or developed and supplied to the U.S. Government, and whether the equipment or technical data was derived from any bid or other proposal to the U.S. Government.",,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(4),SEC-124.12,(a)(4),4,2,A statement giving the military security classification of the equipment or technical data.,,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(5),SEC-124.12,(a)(5),5,2,A statement identifying any patent application which discloses any of the subject matter of the equipment or technical data covered by an invention secrecy order issued by the U.S. Patent and Trademark Office.,,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(6),SEC-124.12,(a)(6),6,2,"A statement of the actual or estimated value of the agreement, including the estimated value of all defense articles to be exported in furtherance of the agreement or amendments thereto. If the value is $500,000 or more, an additional statement must be made regarding the payment of political contributions, fees or commissions, pursuant to part 130 of this subchapter.",,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(7),SEC-124.12,(a)(7),7,2,A statement indicating whether any foreign military sales credits or loan guarantees are or will be involved in financing the agreement.,,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(8),SEC-124.12,(a)(8),8,2,"The agreement must describe any classified information involved and identify, from Department of Defense form DD254, the address and telephone number of the U.S. Government office that classified the information.",,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(a)(9),SEC-124.12,(a)(9),9,2,"For agreements that may require the export of classified information, the Defense Security Service cognizant security offices that have responsibility for the facilities of the U.S. parties to the agreement shall be identified. The facility security clearance codes of the U.S. parties shall also be provided.",,SEC-124.12(a),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(b),SEC-124.12,(b),b,1,The following statements must be made in the letter of transmittal:,,SEC-124.12,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(b)(1),SEC-124.12,(b)(1),1,2,"“If the agreement is approved by the Department of State, such approval will not be construed by (the applicant) as passing on the legality of the agreement from the standpoint of antitrust laws or other applicable statutes, nor will (the applicant) construe the Department's approval as constituting either approval or disapproval of any of the business terms or conditions between the parties to the agreement.”",,SEC-124.12(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(b)(2),SEC-124.12,(b)(2),2,2,“The (applicant) will not permit the proposed agreement to enter into force until it has been approved by the Department of State.”,,SEC-124.12(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(b)(3),SEC-124.12,(b)(3),3,2,"“The (applicant) will furnish the Department of State with one copy of the signed agreement (or amendment) within 30 days from the date that the agreement is concluded and will inform the Department of its termination not less than 30 days prior to expiration and provide information on the continuation of any foreign rights or the flow of technical data to the foreign party. If a decision is made not to conclude the proposed agreement, the applicant will so inform the Department within 60 days.”",,SEC-124.12(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.12(b)(4),SEC-124.12,(b)(4),4,2,"“If this agreement grants any rights to sub-license, it will be amended to require that all sub-licensing arrangements incorporate all the provisions of the basic agreement that refer to the U.S. Government and the Department of State (i.e., 22 CFR 124.8 and 124.9).” [58 FR 39305, July 22, 1993, as amended at 71 FR 20543, Apr. 21, 2006; 72 FR 71786, Dec. 19, 2007; 81 FR 35617, June 3, 2016; 81 FR 54736, Aug. 17, 2016; 81 FR 87430, Dec. 5, 2016]",,SEC-124.12(b),PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-124.13(a),SEC-124.13,(a),a,1,The contract or purchase order for offshore procurement limits delivery of the defense articles to be produced only to the person in the United States or to an agency of the U.S. Government; and,,SEC-124.13,PART-124,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
