source_id,target_id,rel_type,citation,source_document
sra_s3_q1_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q1_o2,fw_hicp,CITES,TV1 - Practice # 10,DTOP-OLD
sra_s3_q1_o3,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q1_o3,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO, PR.PS, ID.AM",DTOP-OLD
sra_s3_q1_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q1_o3,fw_hicp,CITES,TV1 - Practice # 10,DTOP-OLD
sra_s3_q1_o4,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q1_o4,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO, PR.PS, ID.AM",DTOP-OLD
sra_s3_q1_o4,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q1_o4,fw_hicp,CITES,TV1 - Practice # 10,DTOP-OLD
sra_s3_q1_o5,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q1_o5,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO, PR.PS, ID.AM",DTOP-OLD
sra_s3_q1_o5,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q1_o5,fw_hicp,CITES,TV1 - Practice # 10,DTOP-OLD
sra_s3_q2_o1,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q2_o1,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO, PR.PS",DTOP-OLD
sra_s3_q2_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q2_o1,fw_hicp,CITES,TV1 - Practice # 10,DTOP-OLD
sra_s3_q2_o2,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q2_o2,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO, PR.PS",DTOP-OLD
sra_s3_q2_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q2_o2,fw_hicp,CITES,TV1 - Practice # 10,DTOP-OLD
sra_s3_q2_o3,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q2_o3,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO, PR.PS",DTOP-OLD
sra_s3_q2_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q2_o3,fw_hicp,CITES,TV1 - Practice # 10,DTOP-OLD
sra_s3_q3_o1,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q3_o1,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q3_o1,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q3_o1,fw_hicp,CITES,TV1 - Practice # 8,DTOP-OLD
sra_s3_q3_o2,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q3_o2,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q3_o2,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q3_o2,fw_hicp,CITES,TV1 - Practice # 8,DTOP-OLD
sra_s3_q3_o3,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q3_o3,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q3_o3,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q3_o3,fw_hicp,CITES,TV1 - Practice # 8,DTOP-OLD
sra_s3_q4_o1,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q4_o1,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q4_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q4_o1,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q4_o2,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q4_o2,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q4_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q4_o2,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q4_o3,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q4_o3,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q4_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q4_o3,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q5_o1,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q5_o1,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q5_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q5_o1,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q5_o2,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q5_o2,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q5_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q5_o2,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q5_o3,fw_hipaa,CITES,§164.308(a)(2),DTOP-OLD
sra_s3_q5_o3,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q5_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q5_o3,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q6_o1,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s3_q6_o1,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q6_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q6_o1,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q6_o2,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s3_q6_o2,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q6_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q6_o2,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q6_o3,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s3_q6_o3,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q6_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q6_o3,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q6_o4,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s3_q6_o4,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q6_o4,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q6_o4,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q6_o5,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s3_q6_o5,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q6_o5,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q6_o5,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q6_o6,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s3_q6_o6,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q6_o6,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q6_o6,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q6_o7,fw_hipaa,CITES,N/A,DTOP-OLD
sra_s3_q6_o7,fw_nist_csf,CITES,"PR.AT, DE.AE, GV.RR, RS.CO",DTOP-OLD
sra_s3_q6_o7,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q6_o7,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q7_o1,fw_hipaa,CITES,§164.308(a)(3)(ii)(A),DTOP-OLD
sra_s3_q7_o1,fw_nist_csf,CITES,"ID.AM, PR.MA, DE.CM, DE.AE, PR.PS",DTOP-OLD
sra_s3_q7_o1,fw_hph_cpg,CITES,"6, 7",DTOP-OLD
sra_s3_q7_o1,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s3_q7_o2,fw_hipaa,CITES,§164.308(a)(3)(ii)(A),DTOP-OLD
sra_s3_q7_o2,fw_nist_csf,CITES,"ID.AM, PR.MA, DE.CM, DE.AE, PR.PS",DTOP-OLD
sra_s3_q7_o2,fw_hph_cpg,CITES,"6, 7",DTOP-OLD
sra_s3_q7_o2,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s3_q7_o3,fw_hipaa,CITES,§164.308(a)(3)(ii)(A),DTOP-OLD
sra_s3_q7_o3,fw_nist_csf,CITES,"ID.AM, PR.MA, DE.CM, DE.AE, PR.PS",DTOP-OLD
sra_s3_q7_o3,fw_hph_cpg,CITES,"6, 7",DTOP-OLD
sra_s3_q7_o3,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s3_q8_o1,fw_hipaa,CITES,§164.308(a)(3)(ii)(B),DTOP-OLD
sra_s3_q8_o1,fw_nist_csf,CITES,"DE.AE, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s3_q8_o1,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s3_q8_o1,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q8_o2,fw_hipaa,CITES,§164.308(a)(3)(ii)(B),DTOP-OLD
sra_s3_q8_o2,fw_nist_csf,CITES,"DE.AE, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s3_q8_o2,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s3_q8_o2,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q8_o3,fw_hipaa,CITES,§164.308(a)(3)(ii)(B),DTOP-OLD
sra_s3_q8_o3,fw_nist_csf,CITES,"DE.AE, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s3_q8_o3,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s3_q8_o3,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q9_o1,fw_hipaa,CITES,§164.308(a)(3)(ii)(B),DTOP-OLD
sra_s3_q9_o1,fw_nist_csf,CITES,"DE.AE, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s3_q9_o1,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s3_q9_o1,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q9_o2,fw_hipaa,CITES,§164.308(a)(3)(ii)(B),DTOP-OLD
sra_s3_q9_o2,fw_nist_csf,CITES,"DE.AE, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s3_q9_o2,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s3_q9_o2,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q9_o3,fw_hipaa,CITES,§164.308(a)(3)(ii)(B),DTOP-OLD
sra_s3_q9_o3,fw_nist_csf,CITES,"DE.AE, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s3_q9_o3,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s3_q9_o3,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q9_o4,fw_hipaa,CITES,§164.308(a)(3)(ii)(B),DTOP-OLD
sra_s3_q9_o4,fw_nist_csf,CITES,"DE.AE, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s3_q9_o4,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s3_q9_o4,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q9_o5,fw_hipaa,CITES,§164.308(a)(3)(ii)(B),DTOP-OLD
sra_s3_q9_o5,fw_nist_csf,CITES,"DE.AE, PR.AA, PR.IR, PR.PS",DTOP-OLD
sra_s3_q9_o5,fw_hph_cpg,CITES,6,DTOP-OLD
sra_s3_q9_o5,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q10_o1,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q10_o1,fw_nist_csf,CITES,"PR.AT , GV.RM, PR.PS",DTOP-OLD
sra_s3_q10_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q10_o1,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q10_o2,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q10_o2,fw_nist_csf,CITES,"PR.AT , GV.RM, PR.PS",DTOP-OLD
sra_s3_q10_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q10_o2,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q10_o3,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q10_o3,fw_nist_csf,CITES,"PR.AT , GV.RM, PR.PS",DTOP-OLD
sra_s3_q10_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q10_o3,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q10_o4,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q10_o4,fw_nist_csf,CITES,"PR.AT , GV.RM, PR.PS",DTOP-OLD
sra_s3_q10_o4,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q10_o4,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q11_o1,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q11_o1,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q11_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q11_o1,fw_hicp,CITES,"TV1 - Practice # 1, 4, 10",DTOP-OLD
sra_s3_q11_o2,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q11_o2,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q11_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q11_o2,fw_hicp,CITES,"TV1 - Practice # 1, 4, 10",DTOP-OLD
sra_s3_q11_o3,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q11_o3,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q11_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q11_o3,fw_hicp,CITES,"TV1 - Practice # 1, 4, 10",DTOP-OLD
sra_s3_q11_o4,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q11_o4,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q11_o4,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q11_o4,fw_hicp,CITES,"TV1 - Practice # 1, 4, 10",DTOP-OLD
sra_s3_q12_o1,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q12_o1,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q12_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q12_o1,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q12_o2,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q12_o2,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q12_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q12_o2,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q12_o3,fw_hipaa,CITES,§164.308(a)(5)(i),DTOP-OLD
sra_s3_q12_o3,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q12_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q12_o3,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q13_o1,fw_hipaa,CITES,§164.308(a)(5)(ii)(C),DTOP-OLD
sra_s3_q13_o1,fw_nist_csf,CITES,"DE.AE, DE.CM, RS.CO, PR.AT, PR.PS",DTOP-OLD
sra_s3_q13_o1,fw_hph_cpg,CITES,18,DTOP-OLD
sra_s3_q13_o1,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s3_q13_o2,fw_hipaa,CITES,§164.308(a)(5)(ii)(C),DTOP-OLD
sra_s3_q13_o2,fw_nist_csf,CITES,"DE.AE, DE.CM, RS.CO, PR.AT, PR.PS",DTOP-OLD
sra_s3_q13_o2,fw_hph_cpg,CITES,18,DTOP-OLD
sra_s3_q13_o2,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s3_q13_o3,fw_hipaa,CITES,§164.308(a)(5)(ii)(C),DTOP-OLD
sra_s3_q13_o3,fw_nist_csf,CITES,"DE.AE, DE.CM, RS.CO, PR.AT, PR.PS",DTOP-OLD
sra_s3_q13_o3,fw_hph_cpg,CITES,18,DTOP-OLD
sra_s3_q13_o3,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s3_q13_o4,fw_hipaa,CITES,§164.308(a)(5)(ii)(C),DTOP-OLD
sra_s3_q13_o4,fw_nist_csf,CITES,"DE.AE, DE.CM, RS.CO, PR.AT, PR.PS",DTOP-OLD
sra_s3_q13_o4,fw_hph_cpg,CITES,18,DTOP-OLD
sra_s3_q13_o4,fw_hicp,CITES,"TV1 - Practice #2, 3",DTOP-OLD
sra_s3_q14_o1,fw_hipaa,CITES,§164.308(a)(5)(ii)(B),DTOP-OLD
sra_s3_q14_o1,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q14_o1,fw_hph_cpg,CITES,"1, 2",DTOP-OLD
sra_s3_q14_o1,fw_hicp,CITES,"TV1 - Practice # 2, 9",DTOP-OLD
sra_s3_q14_o2,fw_hipaa,CITES,§164.308(a)(5)(ii)(B),DTOP-OLD
sra_s3_q14_o2,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q14_o2,fw_hph_cpg,CITES,"1, 2",DTOP-OLD
sra_s3_q14_o2,fw_hicp,CITES,"TV1 - Practice # 2, 9",DTOP-OLD
sra_s3_q14_o3,fw_hipaa,CITES,§164.308(a)(5)(ii)(B),DTOP-OLD
sra_s3_q14_o3,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q14_o3,fw_hph_cpg,CITES,"1, 2",DTOP-OLD
sra_s3_q14_o3,fw_hicp,CITES,"TV1 - Practice # 2, 9",DTOP-OLD
sra_s3_q14_o4,fw_hipaa,CITES,§164.308(a)(5)(ii)(B),DTOP-OLD
sra_s3_q14_o4,fw_nist_csf,CITES,"PR.AT, PR.PS",DTOP-OLD
sra_s3_q14_o4,fw_hph_cpg,CITES,"1, 2",DTOP-OLD
sra_s3_q14_o4,fw_hicp,CITES,"TV1 - Practice # 2, 9",DTOP-OLD
sra_s3_q15_o1,fw_hipaa,CITES,§164.308(a)(5)(ii)(D),DTOP-OLD
sra_s3_q15_o1,fw_nist_csf,CITES,PR.AT,DTOP-OLD
sra_s3_q15_o1,fw_hph_cpg,CITES,"2, 8",DTOP-OLD
sra_s3_q15_o1,fw_hicp,CITES,"TV1 - Practice # 2, 3",DTOP-OLD
sra_s3_q15_o2,fw_hipaa,CITES,§164.308(a)(5)(ii)(D),DTOP-OLD
sra_s3_q15_o2,fw_nist_csf,CITES,PR.AT,DTOP-OLD
sra_s3_q15_o2,fw_hph_cpg,CITES,"2, 8",DTOP-OLD
sra_s3_q15_o2,fw_hicp,CITES,"TV1 - Practice # 2, 3",DTOP-OLD
sra_s3_q15_o3,fw_hipaa,CITES,§164.308(a)(5)(ii)(D),DTOP-OLD
sra_s3_q15_o3,fw_nist_csf,CITES,PR.AT,DTOP-OLD
sra_s3_q15_o3,fw_hph_cpg,CITES,"2, 8",DTOP-OLD
sra_s3_q15_o3,fw_hicp,CITES,"TV1 - Practice # 2, 3",DTOP-OLD
sra_s3_q15_o4,fw_hipaa,CITES,§164.308(a)(5)(ii)(D),DTOP-OLD
sra_s3_q15_o4,fw_nist_csf,CITES,PR.AT,DTOP-OLD
sra_s3_q15_o4,fw_hph_cpg,CITES,"2, 8",DTOP-OLD
sra_s3_q15_o4,fw_hicp,CITES,"TV1 - Practice # 2, 3",DTOP-OLD
sra_s3_q15_o5,fw_hipaa,CITES,§164.308(a)(5)(ii)(D),DTOP-OLD
sra_s3_q15_o5,fw_nist_csf,CITES,PR.AT,DTOP-OLD
sra_s3_q15_o5,fw_hph_cpg,CITES,"2, 8",DTOP-OLD
sra_s3_q15_o5,fw_hicp,CITES,"TV1 - Practice # 2, 3",DTOP-OLD
sra_s3_q16_o1,fw_hipaa,CITES,§164.308(a)(5)(ii)(A),DTOP-OLD
sra_s3_q16_o1,fw_nist_csf,CITES,"PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV",DTOP-OLD
sra_s3_q16_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q16_o1,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q16_o2,fw_hipaa,CITES,§164.308(a)(5)(ii)(A),DTOP-OLD
sra_s3_q16_o2,fw_nist_csf,CITES,"PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV",DTOP-OLD
sra_s3_q16_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q16_o2,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q16_o3,fw_hipaa,CITES,§164.308(a)(5)(ii)(A),DTOP-OLD
sra_s3_q16_o3,fw_nist_csf,CITES,"PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV",DTOP-OLD
sra_s3_q16_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q16_o3,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q17_o1,fw_hipaa,CITES,§164.308(a)(5)(ii)(A),DTOP-OLD
sra_s3_q17_o1,fw_nist_csf,CITES,"PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV",DTOP-OLD
sra_s3_q17_o1,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q17_o1,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q17_o2,fw_hipaa,CITES,§164.308(a)(5)(ii)(A),DTOP-OLD
sra_s3_q17_o2,fw_nist_csf,CITES,"PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV",DTOP-OLD
sra_s3_q17_o2,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q17_o2,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q17_o3,fw_hipaa,CITES,§164.308(a)(5)(ii)(A),DTOP-OLD
sra_s3_q17_o3,fw_nist_csf,CITES,"PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV",DTOP-OLD
sra_s3_q17_o3,fw_hph_cpg,CITES,4,DTOP-OLD
sra_s3_q17_o3,fw_hicp,CITES,"TV1 - Practice # 1, 4",DTOP-OLD
sra_s3_q18_o1,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q18_o1,fw_nist_csf,CITES,PR.PS,DTOP-OLD
sra_s3_q18_o1,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q18_o1,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q18_o2,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q18_o2,fw_nist_csf,CITES,PR.PS,DTOP-OLD
sra_s3_q18_o2,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q18_o2,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q18_o3,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q18_o3,fw_nist_csf,CITES,PR.PS,DTOP-OLD
sra_s3_q18_o3,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q18_o3,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o1,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o1,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o1,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o1,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o2,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o2,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o2,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o2,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o3,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o3,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o3,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o3,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o4,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o4,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o4,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o4,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o5,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o5,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o5,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o5,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o6,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o6,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o6,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o6,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o7,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o7,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o7,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o7,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o8,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o8,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o8,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o8,fw_hicp,CITES,N/A,DTOP-OLD
sra_s3_q19_o9,fw_hipaa,CITES,§164.308(a)(1)(ii)(C),DTOP-OLD
sra_s3_q19_o9,fw_nist_csf,CITES,"PR.AT, RS.CO, PR.PS",DTOP-OLD
sra_s3_q19_o9,fw_hph_cpg,CITES,N/A,DTOP-OLD
sra_s3_q19_o9,fw_hicp,CITES,N/A,DTOP-OLD
sra_s4_q1_o1,fw_hipaa,CITES,§164.308(a)(3)(i),DTOP-OLD
sra_s4_q1_o1,fw_nist_csf,CITES,"PR.AT, PR.PS, PR.AA, PR.IR",DTOP-OLD
sra_s4_q1_o1,fw_hph_cpg,CITES,6,DTOP-OLD
