answeroption_id,question_id,ordinal,text,education,reference,next,source_document
sra_s2_q4_o3,sra_s2_q4,3,I don't know.,"You should have a designated security officer and any/all policy or procedure updates should be reported to the security officer. Describe cybersecurity roles and responsibilities throughout the organization, including who is responsible for implementing security practices and setting and establishing policy.","HIPAA: §164.316(b)(2)(iii) 
NIST CSF: GV.RR, GV.PO, GV.OV, ID.RA, PR.PS, ID.IM 
HPH CPG: 7, 15, 19 
HICP: TV1 - Practice # 10",Q5,DTOP-OLD
sra_s2_q4_o4,sra_s2_q4,4,Other.,"You should have a designated security officer and any/all policy or procedure updates should be reported to the security officer. Describe cybersecurity roles and responsibilities throughout the organization, including who is responsible for implementing security practices and setting and establishing policy.","HIPAA: §164.316(b)(2)(iii) 
NIST CSF: GV.RR, GV.PO, GV.OV, ID.RA, PR.PS, ID.IM 
HPH CPG: 7, 15, 19 
HICP: TV1 - Practice # 10",Q5,DTOP-OLD
sra_s2_q5_o1,sra_s2_q5,1,Our risk management and security documentation completely and accurately reflects our actual business practices.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. With clearly articulated cybersecurity policies, your employees, contractors, and third-party vendors know which data, applications, systems, and devices they are authorized to access and the consequences of unauthorized access attempts.","HIPAA: §164.316(b)(1)(i) & (ii) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 1, 15, 19 
HICP: TV1 - Practice # 10",Q6,DTOP-OLD
sra_s2_q5_o2,sra_s2_q5,2,Our risk management and security documentation somewhat accurately reflects our business practices.,"Risk management and security documentation should accurately reflect business practices. Ensure that your security documentation represents your actual security practices. With clearly articulated cybersecurity policies, your employees, contractors, and third-party vendors know which data, applications, systems, and devices they are authorized to access and the consequences of unauthorized access attempts.","HIPAA: §164.316(b)(1)(i) & (ii) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 1, 15, 19 
HICP: TV1 - Practice # 10",Q6,DTOP-OLD
sra_s2_q5_o3,sra_s2_q5,3,Our risk management and security documentation does not accurately reflect our business practices.,"Risk management and security documentation should accurately reflect business practices. Ensure that your security documentation represents your actual security practices. With clearly articulated cybersecurity policies, your employees, contractors, and third-party vendors know which data, applications, systems, and devices they are authorized to access and the consequences of unauthorized access attempts.","HIPAA: §164.316(b)(1)(i) & (ii) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 1, 15, 19 
HICP: TV1 - Practice # 10",Q6,DTOP-OLD
sra_s2_q5_o4,sra_s2_q5,4,I don't know.,"Considering reviewing how your risk management documentation and security procedures compare to your business practices. Risk management and security documentation should accurately reflect business practices. Ensure that your security documentation represents your actual security practices. With clearly articulated cybersecurity policies, your employees, contractors, and third-party vendors know which data, applications, systems, and devices they are authorized to access and the consequences of unauthorized access attempts.","HIPAA: §164.316(b)(1)(i) & (ii) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 1, 15, 19 
HICP: TV1 - Practice # 10",Q6,DTOP-OLD
sra_s2_q6_o1,sra_s2_q6,1,"We maintain documents for at least six (6) years from the date of their creation or when they were last in effect, whichever is longer. These documents are maintained and backed up.","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. The federal requirement is six (6) years retention of documentation, but your state or jurisdiction may have additional requirements.","HIPAA: §164.316(b)(2)(i) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 7, 18 
HICP: N/A",Q7,DTOP-OLD
sra_s2_q6_o2,sra_s2_q6,2,"We maintain documents for at least six (6) years from the date of their creation or when they were last in effect, whichever is longer. These documents are not backed up.","The federal requirement is six (6) years retention of documentation, but your state or jurisdiction may have additional requirements. Investigate the requirements for your state. Consider backing up information security and risk management documents.","HIPAA: §164.316(b)(2)(i) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 7, 18 
HICP: N/A",Q7,DTOP-OLD
sra_s2_q6_o3,sra_s2_q6,3,We do not have a set amount of time to keep our documentation.,"Ensure your policies, procedures, and other security program documentation are retained for at least six (6) years from the date when it was created or last in effect, whichever is longer. Your state or jurisdiction may have additional requirements. Consider backing up these documents.","HIPAA: §164.316(b)(2)(i) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 7, 18 
HICP: N/A",Q7,DTOP-OLD
sra_s2_q6_o4,sra_s2_q6,4,We do not maintain documents regarding security and risk management.,"Ensure your policies, procedures, and other security program documentation are retained for at least six (6) years from the date when it was created or last in effect, whichever is longer. Your state or jurisdiction may have additional requirements. Consider backing up these documents.","HIPAA: §164.316(b)(2)(i) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 7, 18 
HICP: N/A",Q7,DTOP-OLD
sra_s2_q7_o1,sra_s2_q7,1,"Yes. Documentation is made available to appropriate workforce members in physical and/or electronic formats (for example, our practice's shared drive or intranet).","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. With clearly articulated cybersecurity policies, your employees, contractors, and third-party vendors know which data, applications, systems, and devices they are authorized to access and the consequences of unauthorized access attempts.","HIPAA: §164.316(b)(2)(ii) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 4 
HICP: TV1 - Practice # 10",Q8,DTOP-OLD
sra_s2_q7_o2,sra_s2_q7,2,"Documentation is reviewed with appropriate workforce members upon initial orientation to the practice, but is not reviewed on a periodic basis or available in physical and/or electronic format unless requested.","Documentation should be available to workforce members who need it to perform the security responsibilities associated with their role and reviewed on a periodic basis. Consider making the documentation available in writing, on a local shared drive, or other accessible place. With clearly articulated cybersecurity policies, your employees, contractors, and third-party vendors know which data, applications, systems, and devices they are authorized to access and the consequences of unauthorized access attempts.","HIPAA: §164.316(b)(2)(ii) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 4 
HICP: TV1 - Practice # 10",Q8,DTOP-OLD
sra_s2_q7_o3,sra_s2_q7,3,No. We do not have a process to ensure documentation is available to appropriate workforce members who need it.,"Documentation should be available to workforce members who need it to perform the security responsibilities associated with their role and reviewed on a periodic basis. Consider making the documentation available in writing, on a local shared drive, or other accessible place. With clearly articulated cybersecurity policies, your employees, contractors, and third-party vendors know which data, applications, systems, and devices they are authorized to access and the consequences of unauthorized access attempts.","HIPAA: §164.316(b)(2)(ii) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 4 
HICP: TV1 - Practice # 10",Q8,DTOP-OLD
sra_s2_q7_o4,sra_s2_q7,4,I don't know.,"Documentation should be available to workforce members who need it to perform the security responsibilities associated with their role and reviewed on a periodic basis. Consider making the documentation available in writing, on a local shared drive, or other accessible place. With clearly articulated cybersecurity policies, your employees, contractors, and third-party vendors know which data, applications, systems, and devices they are authorized to access and the consequences of unauthorized access attempts.","HIPAA: §164.316(b)(2)(ii) 
NIST CSF: GV.OC, GV.RM, PR.PS 
HPH CPG: 4 
HICP: TV1 - Practice # 10",Q8,DTOP-OLD
sra_s2_q8_o1,sra_s2_q8,1,Appropriate workforce members receive instructions on our information security documentation and where to find it as part of their periodic privacy and security training. Documentation is securely made available to workforce members in physical or electronic formats.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Policies are established first and are then supplemented with procedures that enable the policies to be implemented. Policies describe what is expected, and procedures describe how the expectations are met.","HIPAA: §164.316(b)(2)(ii) 
NIST CSF: GV.OC, GV.RM, PR.PS, ID.RA 
HPH CPG: 4 
HICP: TV1 - Practice # 10",END,DTOP-OLD
sra_s2_q8_o2,sra_s2_q8,2,Documentation is reviewed with appropriate workforce members upon initial orientation to the practice. Documentation is securely made available to appropriate workforce members in physical or electronic formats and they are verbally instructed as to where it is.,"Review your information security documentation with your appropriate workforce members upon hire and on an ongoing, periodic basis. Make sure workforce members know where to find the documentation for ongoing review. Policies are established first and are then supplemented with procedures that enable the policies to be implemented. Policies describe what is expected, and procedures describe how the expectations are met.","HIPAA: §164.316(b)(2)(ii) 
NIST CSF: GV.OC, GV.RM, PR.PS, ID.RA 
HPH CPG: 4 
HICP: TV1 - Practice # 10",END,DTOP-OLD
sra_s2_q8_o3,sra_s2_q8,3,Documentation is securely made available to appropriate workforce members in physical or electronic formats and they are verbally instructed as to where it is.,"Review your information security documentation with your appropriate workforce members upon hire and on an ongoing, periodic basis. Make sure workforce members know where to find the documentation for ongoing review. Policies are established first and are then supplemented with procedures that enable the policies to be implemented. Policies describe what is expected, and procedures describe how the expectations are met.","HIPAA: §164.316(b)(2)(ii) 
NIST CSF: GV.OC, GV.RM, PR.PS, ID.RA 
HPH CPG: 4 
HICP: TV1 - Practice # 10",END,DTOP-OLD
sra_s2_q8_o4,sra_s2_q8,4,Other.,"Review your information security documentation with your appropriate workforce members upon hire and on an ongoing, periodic basis. Make sure workforce members know where to find the documentation for ongoing review. Policies are established first and are then supplemented with procedures that enable the policies to be implemented. Policies describe what is expected, and procedures describe how the expectations are met.","HIPAA: §164.316(b)(2)(ii) 
NIST CSF: GV.OC, GV.RM, PR.PS, ID.RA 
HPH CPG: 4 
HICP: TV1 - Practice # 10",END,DTOP-OLD
sra_s3_q1_o1,sra_s3_q1,1,The security officer is a member of the workforce identified by name in policy documents.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Describe cybersecurity roles and responsibilities throughout the organization, including who is responsible for implementing security practices and setting and establishing policy.","HIPAA: §164.308(a)(2) 
NIST CSF: PR.AT, DE.AE, GV.RR, RS.CO, PR.PS, ID.AM 
HPH CPG: 4 
HICP: TV1 - Practice # 10",Q2,DTOP-OLD
