answeroption_id,question_id,ordinal,text,education,reference,next,source_document
sra_s3_q14_o2,sra_s3_q14,2,"Yes. Our security procedures include a review of our practice's procedure for guarding against malicious software, but does not cover how workforce members can detect and report malicious software or the protection mechanisms and system capabilities in place for malware protection.","Consider including software protection in your procedures, such as: 1. What protection mechanisms and system capabilities are in place for protection against malicious software, 2. Workforce members' roles and responsibilities in malicious software protection procedures, 3. Steps to protect against and detect malicious software, and 4. Actions on how to respond to malicious software infections. Anti-malware software is readily available at low cost and is effective at protecting endpoints from computer viruses, malware, spam, and ransomware threats. Each endpoint in your organization should be equipped with malware protection software that is configured to update automatically. For medical devices, the medical device manufacturer should directly support anti-malware software, or it should be cleared for operation by the manufacturer. Ensure that malware protection is enabled. If anti-malware cannot be implemented, compensating controls should enforce a detection scan whenever the device is serviced prior to reconnecting to the device network.","HIPAA: §164.308(a)(5)(ii)(B) 
NIST CSF: PR.AT, PR.PS 
HPH CPG: 1, 2 
HICP: TV1 - Practice # 2, 9",Q15,DTOP-OLD
sra_s3_q14_o3,sra_s3_q14,3,"Protection from malicious software tools are available, but these are not included in our security procedures.","Consider including software protection in your procedures, such as: 1. What protection mechanisms and system capabilities are in place for protection against malicious software, 2. Workforce members' roles and responsibilities in malicious software protection procedures, 3. Steps to protect against and detect malicious software, and 4. Actions on how to respond to malicious software infections. Anti-malware software is readily available at low cost and is effective at protecting endpoints from computer viruses, malware, spam, and ransomware threats. Each endpoint in your organization should be equipped with malware protection software that is configured to update automatically. For medical devices, the medical device manufacturer should directly support anti-malware software, or it should be cleared for operation by the manufacturer. Ensure that malware protection is enabled. If anti-malware cannot be implemented, compensating controls should enforce a detection scan whenever the device is serviced prior to reconnecting to the device network.","HIPAA: §164.308(a)(5)(ii)(B) 
NIST CSF: PR.AT, PR.PS 
HPH CPG: 1, 2 
HICP: TV1 - Practice # 2, 9",Q15,DTOP-OLD
sra_s3_q14_o4,sra_s3_q14,4,"No, protection from malicious software is not included in our security procedures.","Consider including software protection in your procedures, such as: 1. What protection mechanisms and system capabilities are in place for protection against malicious software, 2. Workforce members' roles and responsibilities in malicious software protection procedures, 3. Steps to protect against and detect malicious software, and 4. Actions on how to respond to malicious software infections. Anti-malware software is readily available at low cost and is effective at protecting endpoints from computer viruses, malware, spam, and ransomware threats. Each endpoint in your organization should be equipped with malware protection software that is configured to update automatically. For medical devices, the medical device manufacturer should directly support anti-malware software, or it should be cleared for operation by the manufacturer. Ensure that malware protection is enabled. If anti-malware cannot be implemented, compensating controls should enforce a detection scan whenever the device is serviced prior to reconnecting to the device network.","HIPAA: §164.308(a)(5)(ii)(B) 
NIST CSF: PR.AT, PR.PS 
HPH CPG: 1, 2 
HICP: TV1 - Practice # 2, 9",Q15,DTOP-OLD
sra_s3_q15_o1,sra_s3_q15,1,"Our security procedures include what our workforce roles/responsibilities are in password security, how to safeguard passwords, how to respond to a compromised password, and how to properly change a password using various password characteristics (e.g., many characters long, easy to remember, avoiding easy to guess phrases).","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. To stay current with best practices on security procedures consider enforcing password security measures consistent with guidance in NIST SP 800-63-3. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.","HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3",Q16,DTOP-OLD
sra_s3_q15_o2,sra_s3_q15,2,Our security procedures include some but not all of the items noted above.,"Consider enforcing password security measures consistent with guidance in NIST SP 800-63-3 as part of your security training. If this is not determined to be reasonable and appropriate, document the reason why along with your compensating control. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.","HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3",Q16,DTOP-OLD
sra_s3_q15_o3,sra_s3_q15,3,Password security is not covered in our security procedures.,"Consider enforcing password security measures consistent with guidance in NIST SP 800-63-3 as part of your security training. If this is not determined to be reasonable and appropriate, document the reason why along with your compensating control. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.","HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3",Q16,DTOP-OLD
sra_s3_q15_o4,sra_s3_q15,4,Other.,"Consider enforcing password security measures consistent with guidance in NIST SP 800-63-3 as part of your security training. If this is not determined to be reasonable and appropriate, document the reason why along with your compensating control. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.","HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3",Q16,DTOP-OLD
sra_s3_q15_o5,sra_s3_q15,5,I don't know.,"Consider enforcing password security measures consistent with guidance in NIST SP 800-63-3 as part of your security training. If this is not determined to be reasonable and appropriate, document the reason why along with your compensating control. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.","HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3",Q16,DTOP-OLD
sra_s3_q16_o1,sra_s3_q16,1,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Establish and maintain a training program for your workforce that includes a section on phishing attacks. All users in your organization should be able to recognize phishing techniques. Train your workforce to comply with organizational procedures and ONC guidance when transmitting PHI through e-mail. Train staff never to back up data on uncontrolled storage devices or personal cloud services.","HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4",Q17,DTOP-OLD
sra_s3_q16_o2,sra_s3_q16,2,No.,"Consider securing your workforce with formal, regular trainings as well as periodic reminders. If these steps are not determined to be reasonable and appropriate, document the reason why along with your compensating control. Establish and maintain a training program for your workforce that includes a section on phishing attacks. All users in your organization should be able to recognize phishing techniques. Train your workforce to comply with organizational procedures and ONC guidance when transmitting PHI through e-mail. Train staff never to back up data on uncontrolled storage devices or personal cloud services.","HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4",Q18,DTOP-OLD
sra_s3_q16_o3,sra_s3_q16,3,I don't know.,"Consider securing your workforce with formal, regular trainings as well as periodic reminders. If these steps are not determined to be reasonable and appropriate, document the reason why along with your compensating control. Establish and maintain a training program for your workforce that includes a section on phishing attacks. All users in your organization should be able to recognize phishing techniques. Train your workforce to comply with organizational procedures and ONC guidance when transmitting PHI through e-mail. Train staff never to back up data on uncontrolled storage devices or personal cloud services.","HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4",Q18,DTOP-OLD
sra_s3_q17_o1,sra_s3_q17,1,Formal trainings and periodic security reminders,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Provide staff with training on and awareness of phishing e-mails. Train personnel to comply with organizational policies. At minimum, provide annual training on the most important policy considerations, such as the use of encryption, strong passwords, and PHI transmission restrictions.","HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4",Q18,DTOP-OLD
sra_s3_q17_o2,sra_s3_q17,2,"Either formal trainings or periodic security reminders, but not both.","Consider securing your workforce with formal, regular trainings as well as periodic reminders. If these steps are not determined to be reasonable and appropriate, document the reason why along with your compensating control. Provide staff with training on and awareness of phishing e-mails. Train personnel to comply with organizational policies. At minimum, provide annual training on the most important policy considerations, such as the use of encryption, strong passwords, and PHI transmission restrictions.","HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4",Q18,DTOP-OLD
sra_s3_q17_o3,sra_s3_q17,3,I don't know.,"Consider securing your workforce with formal, regular trainings as well as periodic reminders. If these steps are not determined to be reasonable and appropriate, document the reason why along with your compensating control. Provide staff with training on and awareness of phishing e-mails. Train personnel to comply with organizational policies. At minimum, provide annual training on the most important policy considerations, such as the use of encryption, strong passwords, and PHI transmission restrictions.","HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4",Q18,DTOP-OLD
sra_s3_q18_o1,sra_s3_q18,1,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.PS 
HPH CPG: N/A 
HICP: N/A",Q19,DTOP-OLD
sra_s3_q18_o2,sra_s3_q18,2,No.,Consider implementing a sanction policy. It is required that your practice be able to apply appropriate sanctions against workforce members who fail to comply with your practice's security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q18_o3,sra_s3_q18,3,I don't know.,Consider looking into whether your practice has a sanction policy. It is required that your practice be able to apply appropriate sanctions against workforce members who fail to comply with your practice's security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o1,sra_s3_q19,1,Formal written documentation of the sanction and the reason for the sanction.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o2,sra_s3_q19,2,A formal corrective action plan.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o3,sra_s3_q19,3,Identification of the sanctions applied to compliance failures.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o4,sra_s3_q19,4,Training to mitigate repeat offenses.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o5,sra_s3_q19,5,Documentation of the sanction outcome.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o6,sra_s3_q19,6,All of the above.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.","HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o7,sra_s3_q19,7,None of the above.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o8,sra_s3_q19,8,Other.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s3_q19_o9,sra_s3_q19,9,I don't know.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures.,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A",END,DTOP-OLD
sra_s4_q1_o1,sra_s4_q1,1,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. User accounts enable organizations to control and monitor each user's access to and activities on devices, EHRs, e-mail, and other third-party software systems. It is essential to protect user accounts to mitigate the risk of cyber threats.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR 
HPH CPG: 6 
HICP: TV1 - Practice #2, 3",Q2,DTOP-OLD
sra_s4_q1_o2,sra_s4_q1,2,No.,"Consider implementing policies and procedures to determine, authorize, and control access of workforce members to ePHI, systems, and facilities as appropriate. User accounts enable organizations to control and monitor each user's access to and activities on devices, EHRs, e-mail, and other third-party software systems. It is essential to protect user accounts to mitigate the risk of cyber threats.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR 
HPH CPG: 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q1_o3,sra_s4_q1,3,I don't know.,"Consider looking into whether you have policies and procedures to determine, authorize, and control access of workforce members to ePHI, systems, and facilities as appropriate. User accounts enable organizations to control and monitor each user's access to and activities on devices, EHRs, e-mail, and other third-party software systems. It is essential to protect user accounts to mitigate the risk of cyber threats.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR 
HPH CPG: 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q1_o4,sra_s4_q1,4,We manage and control personnel access to some but not all.,"Consider implementing policies and procedures to determine, authorize, and control access of workforce members to ePHI, systems, and facilities as appropriate. User accounts enable organizations to control and monitor each user's access to and activities on devices, EHRs, e-mail, and other third-party software systems. It is essential to protect user accounts to mitigate the risk of cyber threats.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR 
HPH CPG: 6 
HICP: TV1 - Practice #2, 3",Q2,DTOP-OLD
sra_s4_q2_o1,sra_s4_q2,1,Detailed log of personnel and access levels based on role. Updates are reviewed by the security officer.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Implement single sign-on systems that automatically manage access to all software and tools once users have signed onto the network. Such systems allow the organization to centrally maintain and monitor access.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR
HPH CPG: 3, 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q2_o2,sra_s4_q2,2,Log of personnel names.,"You should develop, document, and disseminate to workforce members an access control policy. The access control policy should address purpose, scope, roles, responsibilities, management commitment, the expected coordination among organizational entities, and compliance requirements. You should also maintain a list of workforce members with their corresponding level of access. This list should be reviewed and updated by the security officer. Implement single sign-on systems that automatically manage access to all software and tools once users have signed onto the network. Such systems allow the organization to centrally maintain and monitor access.","HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR
HPH CPG: 3, 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q2_o3,sra_s4_q2,3,"Access is granted by role, but we do not maintain a corresponding list of personnel.",Make sure your access control measures are effective and up-to-date. Implement a procedure for updating your log upon changes in the workforce to include access levels based on role within your practice. Any updates based on changes in the workforce should be verified by the security officer. Implement single sign-on systems that automatically manage access to all software and tools once users have signed onto the network. Such systems allow the organization to centrally maintain and monitor access.,"HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR
HPH CPG: 3, 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q2_o4,sra_s4_q2,4,We do not keep a detailed log of workforce members or designate access levels based on role.,Make sure your access control measures are effective and up-to-date. Implement a procedure for updating your log upon changes in the workforce to include access levels based on role within your practice. Any updates based on changes in the workforce should be verified by the security officer. Implement single sign-on systems that automatically manage access to all software and tools once users have signed onto the network. Such systems allow the organization to centrally maintain and monitor access.,"HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR
HPH CPG: 3, 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q2_o5,sra_s4_q2,5,Detailed log of personnel and access levels based on role.,Make sure your access control measures are effective and up-to-date. Implement a procedure for updating your log upon changes in the workforce to include access levels based on role within your practice. Any updates based on changes in the workforce should be verified by the security officer. Implement single sign-on systems that automatically manage access to all software and tools once users have signed onto the network. Such systems allow the organization to centrally maintain and monitor access.,"HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR
HPH CPG: 3, 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q2_o6,sra_s4_q2,6,Log of personnel names and access levels.,Make sure your access control measures are effective and up-to-date. Implement a procedure for updating your log upon changes in the workforce to include access levels based on role within your practice. Any updates based on changes in the workforce should be verified by the security officer. Implement single sign-on systems that automatically manage access to all software and tools once users have signed onto the network. Such systems allow the organization to centrally maintain and monitor access.,"HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR
HPH CPG: 3, 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q2_o7,sra_s4_q2,7,Other.,Make sure your access control measures are effective and up-to-date. Implement a procedure for updating your log upon changes in the workforce to include access levels based on role within your practice. Any updates based on changes in the workforce should be verified by the security officer. Implement single sign-on systems that automatically manage access to all software and tools once users have signed onto the network. Such systems allow the organization to centrally maintain and monitor access.,"HIPAA: §164.308(a)(3)(i) 
NIST CSF: PR.AT, PR.PS, PR.AA, PR.IR
HPH CPG: 3, 6 
HICP: TV1 - Practice #2, 3",Q3,DTOP-OLD
sra_s4_q3_o1,sra_s4_q3,1,"Our security procedures designate personnel authorized to grant, review, modify, and terminate access. Access levels are reviewed and modified as needed.","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ) 
NIST CSF: PR.AA, PR.IR, PR.PS 
HPH CPG: 6 
HICP: TV1 - Practice # 3",Q4,DTOP-OLD
sra_s4_q3_o2,sra_s4_q3,2,Our security procedures designate personnel authorized to grant and terminate access. We do not have a procedure to review and modify access as needed.,"You should implement formal procedures to review and modify personnel access. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ) 
NIST CSF: PR.AA, PR.IR, PR.PS 
HPH CPG: 6 
HICP: TV1 - Practice # 3",Q4,DTOP-OLD
sra_s4_q3_o3,sra_s4_q3,3,"Access levels are granted, modified, and terminated as needed, but we do not have formal procedures.","You should implement a formal security procedure and designate authorized personnel to grant, review, modify, and terminate access. Access levels should be reviewed and modified as needed. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ) 
NIST CSF: PR.AA, PR.IR, PR.PS 
HPH CPG: 6 
HICP: TV1 - Practice # 3",Q4,DTOP-OLD
sra_s4_q3_o4,sra_s4_q3,4,"We do not have a process in place to grant, modify, or terminate access.","You should implement formal procedures to grant, modify, review, and terminate personnel access. Access levels should be reviewed and modified as needed. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ) 
NIST CSF: PR.AA, PR.IR, PR.PS 
HPH CPG: 6 
HICP: TV1 - Practice # 3",Q5,DTOP-OLD
sra_s4_q3_o5,sra_s4_q3,5,I don't know.,"You should implement formal procedures to grant, modify, review, and terminate personnel access. Access levels should be reviewed and modified as needed. Tailor access for each user based on the user's specific workplace requirements. Most users require access to common systems, such as e-mail and file servers. Implementing tailored access is usually called provisioning.","HIPAA: §164.308(a)(4)(ii)(B) §164.308(a)(4)(ii)(C ) 
NIST CSF: PR.AA, PR.IR, PR.PS 
HPH CPG: 6 
HICP: TV1 - Practice # 3",Q4,DTOP-OLD
sra_s4_q4_o1,sra_s4_q4,1,Minimum access necessary based on the user's formal role.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. As user accounts are established, the accounts must be granted access to the organization's computers and programs, as appropriate to each user. Consider following the ""minimum necessary"" principle associated with the HIPAA Privacy Rule. Allow each user access only to the computers and programs required to accomplish that user's job or role in the organization. This limits the organization's exposure to unauthorized access, loss, and theft of data if the user's identity or access is compromised.","HIPAA: §164.502(b) 
NIST CSF: PR.AA, PR.IR, PR.PS, GV.RM, PR.DS 
HPH CPG: 3, 9 
HICP: TV1 - Practice # 3",Q5,DTOP-OLD
sra_s4_q4_o2,sra_s4_q4,2,Access is granted based on user duties and activities but not on any formal role or minimum necessary consideration.,"Policies and procedures outlining how users are granted only the minimum necessary access to ePHI should be documented and implemented based on the user role. Allowing a high degree of access to ePHI may have negative impacts to your practice. Unauthorized or inappropriate access to ePHI can compromise the confidentiality, integrity, and availability of your ePHI. As user accounts are established, the accounts must be granted access to the organization's computers and programs, as appropriate to each user. Consider following the ""minimum necessary"" principle associated with the HIPAA Privacy Rule. Allow each user access only to the computers and programs required to accomplish that user's job or role in the organization. This limits the organization's exposure to unauthorized access, loss, and theft of data if the user's identity or access is compromised.","HIPAA: §164.502(b) 
NIST CSF: PR.AA, PR.IR, PR.PS, GV.RM, PR.DS 
HPH CPG: 3, 9 
HICP: TV1 - Practice # 3",Q5,DTOP-OLD
sra_s4_q4_o3,sra_s4_q4,3,No limit to access.,"Policies and procedures outlining how users are granted only the minimum necessary access to ePHI should be documented and implemented based on the user role. Allowing a high degree of access to ePHI may have negative impacts to your practice. Unauthorized or inappropriate access to ePHI can compromise the confidentiality, integrity, and availability of your ePHI. As user accounts are established, the accounts must be granted access to the organization's computers and programs, as appropriate to each user. Consider following the ""minimum necessary"" principle associated with the HIPAA Privacy Rule. Allow each user access only to the computers and programs required to accomplish that user's job or role in the organization. This limits the organization's exposure to unauthorized access, loss, and theft of data if the user's identity or access is compromised.","HIPAA: §164.502(b) 
NIST CSF: PR.AA, PR.IR, PR.PS, GV.RM, PR.DS 
HPH CPG: 3, 9 
HICP: TV1 - Practice # 3",Q5,DTOP-OLD
sra_s4_q4_o4,sra_s4_q4,4,I don't know.,"Policies and procedures outlining how users are granted only the minimum necessary access to ePHI should be documented and implemented based on the user role. Allowing a high degree of access to ePHI may have negative impacts to your practice. Unauthorized or inappropriate access to ePHI can compromise the confidentiality, integrity, and availability of your ePHI. As user accounts are established, the accounts must be granted access to the organization's computers and programs, as appropriate to each user. Consider following the ""minimum necessary"" principle associated with the HIPAA Privacy Rule. Allow each user access only to the computers and programs required to accomplish that user's job or role in the organization. This limits the organization's exposure to unauthorized access, loss, and theft of data if the user's identity or access is compromised.","HIPAA: §164.502(b) 
NIST CSF: PR.AA, PR.IR, PR.PS, GV.RM, PR.DS 
HPH CPG: 3, 9 
HICP: TV1 - Practice # 3",Q5,DTOP-OLD
sra_s4_q5_o1,sra_s4_q5,1,Unique IDs and individual passwords are created for authorized workforce members and contractors in order access ePHI.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook).","HIPAA: §164.312(a)(2)(i) 
NIST CSF: PR.AA, PR.IR, DE.CM 
HPH CPG: 8, 9 
HICP: TV1 - Practice # 3",Q6,DTOP-OLD
sra_s4_q5_o2,sra_s4_q5,2,Unique IDs are required to access ePHI but these are not always used. Generic or shared accounts also exist that have access to ePHI and are not specific to unique users.,"If you do not have policies requiring use of a unique identifier for all users accessing ePHI, you might not be able to keep track of authorized users and the roles and responsibilities assigned to them. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook).","HIPAA: §164.312(a)(2)(i) 
NIST CSF: PR.AA, PR.IR, DE.CM 
HPH CPG: 8, 9 
HICP: TV1 - Practice # 3",Q6,DTOP-OLD
sra_s4_q5_o3,sra_s4_q5,3,Generic usernames and/or shared passwords are used to access ePHI.,"If you do not have policies requiring use of a unique identifier for all users accessing ePHI, you might not be able to keep track of authorized users and the roles and responsibilities assigned to them. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook).","HIPAA: §164.312(a)(2)(i) 
NIST CSF: PR.AA, PR.IR, DE.CM 
HPH CPG: 8, 9 
HICP: TV1 - Practice # 3",Q6,DTOP-OLD
