source_id,target_id,rel_type,criterion_type
DEV-02,DEV-02.01AC,HAS_SUBCRITERION,additional_complementing
DEV-02,DEV-02.02AC,HAS_SUBCRITERION,additional_complementing
DEV-03,DEV-03.01B,HAS_SUBCRITERION,basic
DEV-04,DEV-04.01B,HAS_SUBCRITERION,basic
DEV-04,DEV-04.02B,HAS_SUBCRITERION,basic
DEV-05,DEV-05.01B,HAS_SUBCRITERION,basic
DEV-06,DEV-06.01B,HAS_SUBCRITERION,basic
DEV-06,DEV-06.02B,HAS_SUBCRITERION,basic
DEV-06,DEV-06.01AC,HAS_SUBCRITERION,additional_complementing
DEV-07,DEV-07.01B,HAS_SUBCRITERION,basic
DEV-07,DEV-07.02B,HAS_SUBCRITERION,basic
DEV-07,DEV-07.03B,HAS_SUBCRITERION,basic
DEV-07,DEV-07.04B,HAS_SUBCRITERION,basic
DEV-07,DEV-07.05B,HAS_SUBCRITERION,basic
DEV-07,DEV-07.01AC,HAS_SUBCRITERION,additional_complementing
DEV-08,DEV-08.01B,HAS_SUBCRITERION,basic
DEV-08,DEV-08.02B,HAS_SUBCRITERION,basic
DEV-08,DEV-08.01AC,HAS_SUBCRITERION,additional_complementing
DEV-09,DEV-09.01B,HAS_SUBCRITERION,basic
DEV-09,DEV-09.02B,HAS_SUBCRITERION,basic
DEV-09,DEV-09.03B,HAS_SUBCRITERION,basic
DEV-09,DEV-09.01AC,HAS_SUBCRITERION,additional_complementing
DEV-09,DEV-09.02AC,HAS_SUBCRITERION,additional_complementing
DEV-10,DEV-10.01B,HAS_SUBCRITERION,basic
DEV-10,DEV-10.02B,HAS_SUBCRITERION,basic
DEV-10,DEV-10.01AC,HAS_SUBCRITERION,additional_complementing
DEV-11,DEV-11.01B,HAS_SUBCRITERION,basic
DEV-12,DEV-12.01B,HAS_SUBCRITERION,basic
DEV-12,DEV-12.02B,HAS_SUBCRITERION,basic
DEV-13,DEV-13.01B,HAS_SUBCRITERION,basic
DEV-13,DEV-13.02B,HAS_SUBCRITERION,basic
DEV-14,DEV-14.01B,HAS_SUBCRITERION,basic
DEV-14,DEV-14.02B,HAS_SUBCRITERION,basic
DEV-14,DEV-14.03B,HAS_SUBCRITERION,basic
DEV-14,DEV-14.01AC,HAS_SUBCRITERION,additional_complementing
DEV-15,DEV-15.01B,HAS_SUBCRITERION,basic
SSO-01,SSO-01.01B,HAS_SUBCRITERION,basic
SSO-01,SSO-01.01AC,HAS_SUBCRITERION,additional_complementing
SSO-01,SSO-01.02AC,HAS_SUBCRITERION,additional_complementing
SSO-02,SSO-02.01B,HAS_SUBCRITERION,basic
SSO-02,SSO-02.02B,HAS_SUBCRITERION,basic
SSO-03,SSO-03.01B,HAS_SUBCRITERION,basic
SSO-03,SSO-03.02B,HAS_SUBCRITERION,basic
SSO-03,SSO-03.01AS,HAS_SUBCRITERION,additional_sharpening
SSO-04,SSO-04.01B,HAS_SUBCRITERION,basic
SSO-04,SSO-04.02B,HAS_SUBCRITERION,basic
SSO-05,SSO-05.01B,HAS_SUBCRITERION,basic
SSO-05,SSO-05.02B,HAS_SUBCRITERION,basic
SSO-05,SSO-05.03B,HAS_SUBCRITERION,basic
SSO-05,SSO-05.04B,HAS_SUBCRITERION,basic
SSO-05,SSO-05.05B,HAS_SUBCRITERION,basic
SSO-05,SSO-05.06B,HAS_SUBCRITERION,basic
SSO-05,SSO-05.07B,HAS_SUBCRITERION,basic
SSO-05,SSO-05.01AC,HAS_SUBCRITERION,additional_complementing
SSO-05,SSO-05.02AC,HAS_SUBCRITERION,additional_complementing
SSO-05,SSO-05.03AC,HAS_SUBCRITERION,additional_complementing
SSO-06,SSO-06.01B,HAS_SUBCRITERION,basic
SSO-06,SSO-06.02B,HAS_SUBCRITERION,basic
SSO-07,SSO-07.01B,HAS_SUBCRITERION,basic
SSO-07,SSO-07.02B,HAS_SUBCRITERION,basic
SSO-07,SSO-07.01AS,HAS_SUBCRITERION,additional_sharpening
SSO-08,SSO-08.01B,HAS_SUBCRITERION,basic
SSO-08,SSO-08.02B,HAS_SUBCRITERION,basic
SSO-08,SSO-08.03B,HAS_SUBCRITERION,basic
SIM-01,SIM-01.01B,HAS_SUBCRITERION,basic
SIM-01,SIM-01.02B,HAS_SUBCRITERION,basic
SIM-01,SIM-01.03B,HAS_SUBCRITERION,basic
SIM-01,SIM-01.04B,HAS_SUBCRITERION,basic
SIM-02,SIM-02.01B,HAS_SUBCRITERION,basic
SIM-02,SIM-02.02B,HAS_SUBCRITERION,basic
SIM-03,SIM-03.01B,HAS_SUBCRITERION,basic
SIM-03,SIM-03.02B,HAS_SUBCRITERION,basic
SIM-03,SIM-03.03B,HAS_SUBCRITERION,basic
SIM-03,SIM-03.04B,HAS_SUBCRITERION,basic
SIM-03,SIM-03.05B,HAS_SUBCRITERION,basic
SIM-03,SIM-03.06B,HAS_SUBCRITERION,basic
SIM-03,SIM-03.07B,HAS_SUBCRITERION,basic
SIM-03,SIM-03.01AC,HAS_SUBCRITERION,additional_complementing
SIM-03,SIM-03.02AC,HAS_SUBCRITERION,additional_complementing
SIM-03,SIM-03.03AC,HAS_SUBCRITERION,additional_complementing
SIM-04,SIM-04.01B,HAS_SUBCRITERION,basic
SIM-04,SIM-04.02B,HAS_SUBCRITERION,basic
SIM-04,SIM-04.01AC,HAS_SUBCRITERION,additional_complementing
SIM-04,SIM-04.02AC,HAS_SUBCRITERION,additional_complementing
SIM-05,SIM-05.01B,HAS_SUBCRITERION,basic
SIM-05,SIM-05.02B,HAS_SUBCRITERION,basic
SIM-05,SIM-05.03B,HAS_SUBCRITERION,basic
SIM-06,SIM-06.01B,HAS_SUBCRITERION,basic
SIM-06,SIM-06.02B,HAS_SUBCRITERION,basic
SIM-06,SIM-06.03B,HAS_SUBCRITERION,basic
SIM-06,SIM-06.04B,HAS_SUBCRITERION,basic
BCM-01,BCM-01.01B,HAS_SUBCRITERION,basic
BCM-01,BCM-01.02B,HAS_SUBCRITERION,basic
BCM-01,BCM-01.03B,HAS_SUBCRITERION,basic
BCM-01,BCM-01.04B,HAS_SUBCRITERION,basic
BCM-02,BCM-02.01B,HAS_SUBCRITERION,basic
BCM-02,BCM-02.02B,HAS_SUBCRITERION,basic
BCM-03,BCM-03.01B,HAS_SUBCRITERION,basic
BCM-03,BCM-03.02B,HAS_SUBCRITERION,basic
BCM-04,BCM-04.01B,HAS_SUBCRITERION,basic
BCM-04,BCM-04.02B,HAS_SUBCRITERION,basic
BCM-04,BCM-04.01AC,HAS_SUBCRITERION,additional_complementing
BCM-04,BCM-04.02AC,HAS_SUBCRITERION,additional_complementing
BCM-04,BCM-04.03AC,HAS_SUBCRITERION,additional_complementing
BCM-04,BCM-04.04AC,HAS_SUBCRITERION,additional_complementing
COM-01,COM-01.01B,HAS_SUBCRITERION,basic
COM-01,COM-01.01AC,HAS_SUBCRITERION,additional_complementing
COM-02,COM-02.01B,HAS_SUBCRITERION,basic
COM-02,COM-02.02B,HAS_SUBCRITERION,basic
COM-02,COM-02.01AS,HAS_SUBCRITERION,additional_sharpening
COM-02,COM-02.01AC,HAS_SUBCRITERION,additional_complementing
COM-03,COM-03.01B,HAS_SUBCRITERION,basic
COM-03,COM-03.02B,HAS_SUBCRITERION,basic
COM-03,COM-03.03B,HAS_SUBCRITERION,basic
COM-03,COM-03.01AC,HAS_SUBCRITERION,additional_complementing
COM-03,COM-03.02AC,HAS_SUBCRITERION,additional_complementing
COM-03,COM-03.03AC,HAS_SUBCRITERION,additional_complementing
COM-04,COM-04.01B,HAS_SUBCRITERION,basic
COM-04,COM-04.01AC,HAS_SUBCRITERION,additional_complementing
COM-04,COM-04.02AC,HAS_SUBCRITERION,additional_complementing
INQ-01,INQ-01.01B,HAS_SUBCRITERION,basic
INQ-01,INQ-01.02B,HAS_SUBCRITERION,basic
INQ-02,INQ-02.01B,HAS_SUBCRITERION,basic
INQ-03,INQ-03.01B,HAS_SUBCRITERION,basic
INQ-03,INQ-03.02B,HAS_SUBCRITERION,basic
INQ-03,INQ-03.01AC,HAS_SUBCRITERION,additional_complementing
INQ-03,INQ-03.02AC,HAS_SUBCRITERION,additional_complementing
INQ-04,INQ-04.01B,HAS_SUBCRITERION,basic
INQ-04,INQ-04.02B,HAS_SUBCRITERION,basic
INQ-04,INQ-04.03B,HAS_SUBCRITERION,basic
PSS-01,PSS-01.01B,HAS_SUBCRITERION,basic
PSS-01,PSS-01.02B,HAS_SUBCRITERION,basic
PSS-01,PSS-01.03B,HAS_SUBCRITERION,basic
PSS-01,PSS-01.04B,HAS_SUBCRITERION,basic
PSS-01,PSS-01.01AC,HAS_SUBCRITERION,additional_complementing
PSS-02,PSS-02.01B,HAS_SUBCRITERION,basic
PSS-02,PSS-02.02B,HAS_SUBCRITERION,basic
PSS-02,PSS-02.03B,HAS_SUBCRITERION,basic
PSS-02,PSS-02.01AC,HAS_SUBCRITERION,additional_complementing
PSS-03,PSS-03.01B,HAS_SUBCRITERION,basic
PSS-03,PSS-03.02B,HAS_SUBCRITERION,basic
PSS-03,PSS-03.03B,HAS_SUBCRITERION,basic
PSS-03,PSS-03.04B,HAS_SUBCRITERION,basic
PSS-03,PSS-03.05B,HAS_SUBCRITERION,basic
PSS-03,PSS-03.01AC,HAS_SUBCRITERION,additional_complementing
PSS-03,PSS-03.02AC,HAS_SUBCRITERION,additional_complementing
PSS-04,PSS-04.01B,HAS_SUBCRITERION,basic
PSS-04,PSS-04.02B,HAS_SUBCRITERION,basic
PSS-04,PSS-04.03B,HAS_SUBCRITERION,basic
PSS-04,PSS-04.04B,HAS_SUBCRITERION,basic
PSS-04,PSS-04.05B,HAS_SUBCRITERION,basic
PSS-04,PSS-04.06B,HAS_SUBCRITERION,basic
PSS-04,PSS-04.01AC,HAS_SUBCRITERION,additional_complementing
PSS-05,PSS-05.01B,HAS_SUBCRITERION,basic
PSS-05,PSS-05.02B,HAS_SUBCRITERION,basic
PSS-05,PSS-05.01AC,HAS_SUBCRITERION,additional_complementing
PSS-06,PSS-06.01B,HAS_SUBCRITERION,basic
PSS-06,PSS-06.02B,HAS_SUBCRITERION,basic
PSS-07,PSS-07.01B,HAS_SUBCRITERION,basic
PSS-07,PSS-07.02B,HAS_SUBCRITERION,basic
PSS-07,PSS-07.03B,HAS_SUBCRITERION,basic
PSS-08,PSS-08.01B,HAS_SUBCRITERION,basic
PSS-08,PSS-08.02B,HAS_SUBCRITERION,basic
PSS-08,PSS-08.03B,HAS_SUBCRITERION,basic
PSS-08,PSS-08.04B,HAS_SUBCRITERION,basic
PSS-09,PSS-09.01B,HAS_SUBCRITERION,basic
PSS-09,PSS-09.02B,HAS_SUBCRITERION,basic
PSS-09,PSS-09.03B,HAS_SUBCRITERION,basic
PSS-09,PSS-09.01AC,HAS_SUBCRITERION,additional_complementing
PSS-10,PSS-10.01B,HAS_SUBCRITERION,basic
PSS-10,PSS-10.02B,HAS_SUBCRITERION,basic
PSS-11,PSS-11.01B,HAS_SUBCRITERION,basic
PSS-11,PSS-11.01AC,HAS_SUBCRITERION,additional_complementing
PSS-11,PSS-11.02AC,HAS_SUBCRITERION,additional_complementing
PSS-12,PSS-12.01B,HAS_SUBCRITERION,basic
PSS-12,PSS-12.02B,HAS_SUBCRITERION,basic
PSS-12,PSS-12.03B,HAS_SUBCRITERION,basic
PSS-12,PSS-12.04B,HAS_SUBCRITERION,basic
PSS-12,PSS-12.01AS,HAS_SUBCRITERION,additional_sharpening
PSS-12,PSS-12.02AS,HAS_SUBCRITERION,additional_sharpening
PSS-12,PSS-12.01AC,HAS_SUBCRITERION,additional_complementing
PSS-12,PSS-12.02AC,HAS_SUBCRITERION,additional_complementing
