clause_id,parent_id,label,text,source_document
clause_0133,sub_031,,How organizations prioritize risks can affect the risk profile for a strategy or business objective. The following are examples of how the prioritization criteria (see Principle 14) are incorporated into the risk profile:,COSO Enterprise Risk Management Framework.pdf
clause_0134,sub_031,•,Adaptability influences the height and shape of the risk curve reflecting the relative ease with which the organization can change and move along the curve.,COSO Enterprise Risk Management Framework.pdf
clause_0135,sub_031,•,Complexity of a risk will typically shift the risk curve upwards to reflect greater risk.,COSO Enterprise Risk Management Framework.pdf
clause_0136,sub_031,•,"Velocity may affect the distance at which acceptable variation in performance is set from the target. (Note that the velocity of the risk also reflects the third dimension of time, and therefore is not reflected in the risk curve.)",COSO Enterprise Risk Management Framework.pdf
clause_0137,sub_031,•,"Persistence, not shown on the risk curve as it relates to a third dimension, may be reflected in a narrowing of the acceptable variation in performance as the entity acknowledges the sustained effect on performance.",COSO Enterprise Risk Management Framework.pdf
clause_0138,sub_031,•,"Recovery, the time taken to return to acceptable variation in performance, is considered part of persistence. How the entity recovers will shape the risk curve outside of the acceptable variation in performance and the relative ease with which the entity can move along the curve. Many organizations choose to use severity as a prioritization criterion. For example, consider the risk profiles in Figure D.7. If an organization were asked to prioritize the risks in Risk Profile A compared to those in Risk Profile B, it may well select Risk #3 in Profile A as the most important because of its absolute severity (a risk-centric perspective). But if the organization were to view Risk Profile A from a business objective perspective, it would see that the entity is still well within its risk appetite for the particular performance target. In fact, both Risk Profile A and B have the same severity of risk for their respective performance targets. Consequently, the severity of one risk (e.g., Risk #3 in Risk Profile A) should not be the sole basis for prioritization relative to other risks.",COSO Enterprise Risk Management Framework.pdf
clause_0139,sub_032,,"Once the organization develops a risk profile, it can determine if additional risk responses are required. The height and shape of the risk curve can be impacted depending on the risk response chosen (see Principle 15):",COSO Enterprise Risk Management Framework.pdf
clause_0140,sub_032,•,Accept: No further action is taken to affect the severity of the risk and the risk profile remains the same. This response is appropriate when the performance of the entity and corresponding risk are below the risk appetite line and within the lines indicating acceptable variation in performance.,COSO Enterprise Risk Management Framework.pdf
clause_0141,sub_032,•,"Avoid: Action is taken to remove the risk, which may mean ceasing a product line, declin-ing to expand to a new geographical market, or selling a division. Choosing avoidance suggests that the organization is not able to identify a response that would reduce the impact of the risk to an acceptable severity. Removing a risk will typically shift the curve downwards and/or to the left with the intent of having the target performance to the left of the intersection of the risk curve and the risk appetite.",COSO Enterprise Risk Management Framework.pdf
clause_0142,sub_032,•,"Pursue: Action is taken that accepts increased risk to achieve increased performance. This may involve adopting more aggressive growth strategies, expanding operations, or developing new products and services. When choosing to exploit risk, management understands the nature and extent of any changes required to achieve desired performance while not exceeding the target residual risk. Here the risk curve may not change but the target may be set higher, and therefore setting the target at a different point along the risk curve.",COSO Enterprise Risk Management Framework.pdf
clause_0143,sub_032,•,"Reduce: Action is taken to reduce the severity of the risk. This involves any of myriad everyday business decisions that reduce residual risk to the target residual risk profile and risk appetite. The intent of the risk response is to change the height and shape of the curve, or applicable sections of the curve, to remain within the risk appetite set for the entity. Alternatively, for risks that are already within the risk appetite, the reduce response may pertain to the reduction in variability of performance through the deployment of additional resources. The effective reduction of a risk would see a flattening of the risk curve for the sections impacted by the risk response.",COSO Enterprise Risk Management Framework.pdf
clause_0144,sub_032,•,"Share: Action is taken to reduce the severity of a risk by transferring or otherwise sharing a portion of the risk. Common techniques include outsourcing to specialist service providers, purchasing insurance products, and engaging in hedging transactions. As with the reduce response, sharing risk lowers residual risk in alignment with risk appetite. A section of the risk curve may change, although the entire risk curve likely shares similarities to one where risk has not been shared.",COSO Enterprise Risk Management Framework.pdf
clause_0145,sub_032,•,Review business objective: The organization chooses to review and potentially revise the business objective given the severity of identified risks and acceptable variation in performance. This may occur when the other categories of risk responses do not represent desired courses of action for the entity.,COSO Enterprise Risk Management Framework.pdf
clause_0146,sub_032,•,"Review strategy: The organization chooses to review and potentially revise the strategy given the severity of identified risks and risk appetite of the entity. Similar to reviewing business objectives, this may occur when other categories of risk responses do not represent desired courses of action for the entity. Revisions to a strategy, or adoption of a new strategy, also require that a new risk profile be developed. Figure D.8 shows how a risk profile changed Figure D.8 Effect of Risk Response after carrying out a risk response, such as Target and Tolerance entering into an insurance arrangement. For example, fruit farmers may purchase weather-related insurance for floods or storms that would result in their production levels dropping below a certain minimum. The risk curve for production levels flattens for the outcomes covered by insurance. Risk",COSO Enterprise Risk Management Framework.pdf
clause_0147,sub_033,,"After selecting risk responses, management develops a composite view of residual risk (i.e., post-assessment and implementation of risk response). This composite view forms an entity-wide portfolio view of the risk that the entity faces. While the portfolio view represents the view of risk at that level, management may choose to depict that view through a variety of lenses. Figures D.9 and D.10 illustrate two alternatives for viewing risk profile. The first, Figure D.9, illustrates a risk profile linked to strategy and entity objetives. The second, Figure D.10, illustrates the risk profile relating to the portfolio view of entity‑level onbjectives. An organization may choose how to depict the portfolio depending on how performance is articulated and who is concerned. For instance, a chief financial officer may focus on a view that depicts the severity of risk in relation to financial performance. A chief operating officer may focus on a view that depicts the severity of risk in relation to operational performance. And the chief human resources officer may focus on a view that depicts the severity of risk in relation to culture and resource allocation. Yet, each of these views is based on one shared understanding of risk to business objectives. Through the portfolio view, the organization identifies severe entity-level risks. Figure D.9 illustrates the portfolio view.",COSO Enterprise Risk Management Framework.pdf
clause_0148,sub_033,,"When preparing a portfolio view, the organization may also choose to develop a risk profile that provides added context on the portfolio view. Figure D.10 illustrates the risk profile of two entity-level objectives. The first graph illustrates how risk to the achievement of entity objective 1 (at the current level of performance) is within the both risk appetite and risk capacity (and shown as green in Figure D.9). The second graph illustrates how risk to the achievement of entity objective 2 is above the risk appetite, although still within risk capacity (red in Figure D.9). These two perspectives are reflected above in Figure D.9. An organization will typically use both qualitative and quantitative techniques in developing this view. Qualitative techniques include scenario analysis and benchmarking. Quantitative techniques include regression modeling and other means of statistical analysis to determine the sensitivity of the portfolio to sudden or large changes. These changes may be represented as shifts in the risk curve or gradient.",COSO Enterprise Risk Management Framework.pdf
clause_0149,sub_033,,"Analysis may also identify the point on the curve where change becomes a disruption to the performance of the entity. For example, using entity objective 1, an organization identifies that a drop of more than 25% in a specific index represents a disruptive change where the entity exceeds its risk appetite and affects the achievement of the strategy. This is represented at the point where the gradient of the curve steepens significantly (Point A). Further, the organization determines that a 50% drop would affect performance to the extent that the entity exceeds its risk capacity and threatens the viability of the entity. This is represented where the risk curve intersects the risk capacity line (Point B). By using stress testing, scenario analysis, or other analytical exercises, an organization can avoid or more effectively respond to big surprises and losses. By analyzing the effect of hypothetical changes on the portfolio view, the organization identifies potential new, emerging, or changing risks and evaluates the adequacy of existing risk responses. The purpose of these exercises is for management to be able to assess the adaptive capacity of the entity. They also help management challenge the assumptions underpinning the selection of the entity’s strategy and assessment of the risk profile.",COSO Enterprise Risk Management Framework.pdf
clause_0150,sub_034,,"Organizations can use graphical representations to understand how risk is impacting performance. As shown in Figure D.11, management analyzes the risk profile to determine whether the current level of performance risk is greater, less than, or as expected compared to the risk assessment results. Additionally, management considers whether a change in performance has created new factors that influence the shape of the curve. Based on this analysis, management can take corrective action.",COSO Enterprise Risk Management Framework.pdf
clause_0151,sub_034,,"Has the organization performed as expected and achieved its target? Using a risk profile, the organization reviews the performance set and determines whether targets were achieved or if variances occurred. Point B on the figure shows an organization that has not met its planned performance (Point A) but remains within acceptable variation.",COSO Enterprise Risk Management Framework.pdf
clause_0152,sub_034,•,"What risks are occurring that may be impacting performance? In reviewing performance, the organization observes which risks have occurred or are presently occurring. Monitoring also confirms whether risks were previously identified or whether new, emerging risks have occurred. That is, are the risks that were identified and assessed and that inform the shape and height of the risk curve consistent with what is being observed in practice?",COSO Enterprise Risk Management Framework.pdf
clause_0153,sub_034,•,"Was the entity taking enough risk to attain its target? Where an entity has failed to meet its target, the organization seeks to understand whether risks have occurred that are impacting the achievement of the target or whether insufficient risk was taken to support the achievement of the target. Given the actual performance of the entity in the figure, Point B also indicates that more risk could have been taken to attain its target.",COSO Enterprise Risk Management Framework.pdf
clause_0154,sub_034,•,"Was the estimate of risk accurate? In those instances where the risk was not assessed accurately, the organization seeks to understand why. In reviewing the assessment of severity, the organization challenges the understanding of the business context, the assumptions underpinning the initial assessment and whether new information has become available that may help refine the assessment results. Point C on the figure indicates where an entity has experienced more risk than anticipated for a given level of performance. Given the results of the monitoring activities, the organization can determine the most appropriate course of action.",COSO Enterprise Risk Management Framework.pdf
clause_0155,sub_035,,"Compliance risks are common and frequently material risks to achieving an organization’s objectives. For many years, compliance professionals have used a widely accepted framework for compliance and ethics (C&E) programs to prevent and timely detect noncompliance and other acts of wrongdoing. The C&E program framework is described in Appendix 1 (if readers are not already familiar with the elements of a C&E program, consider reading Appendix 1 before proceeding). The COSO Enterprise Risk Management (ERM) Framework, meanwhile, has been used by risk and other professionals to identify and mitigate a variety of organizational risks, including compliance risks.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0156,sub_035,,"This publication aims to provide guidance on the application of the COSO ERM framework to the identification, assessment, and management of compliance risks by aligning it with the C&E program framework, creating a powerful tool that integrates the concepts underlying each of these valuable frameworks.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0157,sub_036,,"Risk is defined by COSO as “the possibility that events will occur and affect the achievement of strategy and business objectives.” Risks considered in this definition include those relating to all business objectives, including compliance. Compliance risks are those risks relating to possible violations of applicable laws, regulations, contractual terms, standards, or internal policies where such violation could result in direct or indirect financial liability, civil or criminal penalties, regulatory sanctions, or other negative effects for the organization or its personnel. Throughout this publication, “events” associated with compliance risks will be referred to as “noncompliance” or “compliance violations.”",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0158,sub_036,,"Although the underlying acts (or failures to act) are carried out by individuals, compliance violations are generally attributable to the organization when they are carried out by employees or agents of the organization in the ordinary course of their duties. The exact scope of acts attributable to an organization can vary depending upon the circumstances. In some cases, the employee may also bear liability as an individual.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0159,sub_036,,"Most compliance violations either inherently cause harm or have the potential to result in direct harm to individuals, communities, or organizations. Examples of parties that may be harmed through compliance violations include customers (e.g., violations of privacy or data security laws leading to a breach and theft of personal information, product safety violations resulting in injuries, antitrust violations resulting in inflated prices), employees (e.g., workplace safety regulation violations resulting in injury to a worker, antidiscrimination or whistleblower protection law violations), or the general public (e.g., environmental violations resulting in illness or death).",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0160,sub_036,,"Although most compliance risks relate to specific laws or regulations, others do not. These other risks, referred to as “compliance-related risks,” may include risks associated with failures to comply with professional standards, internal policies of an organization (including codes of conduct and business ethics), and contractual obligations. For example, conflicts of interest represent violations of laws or regulations only in limited instances (frequently involving government officials or programs). Conflicts of interest are frequently prohibited by professional standards, terms of contracts and grant agreements, or internal policies, and they are viewed as damaging to an organization if they are not disclosed and managed. As a result, conflicts of interest are commonly included within the population of compliance risks.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0161,sub_036,,"Accordingly, throughout this publication, the term “compliance risk” is used in reference to any risk that is either directly associated with a law or regulation or is compliance-related in that it is associated with other standards, organizational policies, or ethical expectations and guidelines.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0162,sub_036,,"As this discussion illustrates, the scope of what an organization considers to be compliance risks is not an exact science, although most organizations use a similar list of compliance risk areas within the universe of their programs (e.g., environmental, bribery, and corruption), even if the specific compliance risks within each area may differ. Determining the exact scope of a C&E program is typically both an early step in developing the program and an ongoing exercise as the risk landscape changes, and input from compliance, legal, senior leaders, and the board are considered.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0163,sub_036,,"Compliance violations often result in fines, penalties, civil settlements, or similar financial liabilities. However, not all compliance violations have direct financial ramifications. In some cases, the initial impact may be purely reputational. However, reputational damage often leads to future financial or nonfinancial harm, ranging from loss of customers to loss of employees, competitive disadvantages, or other effects (e.g., suspension, debarment).",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0164,sub_036,,"Most noncompliance stems from actions taken by insiders – employees, management, or members of an organization’s board of directors. Increasingly, risks also result from contractors and other third parties whose actions affect an organization. The most common examples involve vendors in an organization’s supply chain (e.g., when a supplier of Egyptian cotton bedding for several major retailers was found to be using a lesser grade of cotton that was not from Egypt, the retailers incurred significant liabilities to their customers) or third parties involved in the sales cycle (e.g., intermediaries that may pay bribes to government officials in order to obtain lucrative contracts for an organization).",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0165,sub_036,,"A final consideration in determining the scope of a program is the potential for inherited risks resulting from merger and acquisition (M&A) activity. As M&A transactions take place, the universe of compliance risks to which an organization is exposed can change drastically and instantly. These risks may relate to events that took place prior to the merger or may simply result from unique risks faced by the merged entity that the acquiror had not previously faced.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0166,sub_037,,"Although compliance with laws and regulations has been an expectation for many years, compliance and ethics as a profession and as a distinct function in organizations is a relatively recent development. It stems from the equally recent emergence of the C&E program as a valuable and frequently required element of organizational management.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0167,sub_037,,"A series of events in the 1980s in the United States led to the U.S. Sentencing Commission publishing guidelines in 1991 for the punishment of organizations for violations of the law. Among its provisions, the sentencing guidelines for organizations provide for very significant reductions in criminal penalties if an organization has an effective compliance program in place. Important amendments were made in 2004 and 2010 to clarify and expand on the characteristics of an effective program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0168,sub_037,,The current U.S. Federal Sentencing Guidelines (USSG) identify the following seven elements of an effective C&E program:,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0169,sub_037,,1 Standards and procedures,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0170,sub_037,,"2 Governance, oversight, and authority",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0171,sub_037,,3 Due diligence in delegation of authority,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0172,sub_037,,4 Communication and training,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0173,sub_037,,"5 Monitoring, auditing, and reporting systems",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0174,sub_037,,6 Incentives and enforcement,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0175,sub_037,,7 Response to wrongdoing,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0176,sub_037,,"Separately, the USSG also require that organizations periodically assess the risk of noncompliance and continually look for ways to improve their C&E programs. This two-part requirement has often been referred to as the eighth element of an effective program. Each of these elements is explained in greater detail in Appendix 1.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0177,sub_037,,The USSG also state that organizations should promote a culture that encourages ethical conduct and a commitment to compliance with the law. This acknowledgment that organizational culture and business ethics play integral roles in compliance risk management is one of the factors that led to the common use of the term “compliance and ethics program” or “C&E program”.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0178,sub_037,,"The USSG do not mandate C&E programs for any organization; however, they provide an incentive for the establishment of such programs as a means of mitigating the significant penalties that can otherwise result when an organization is found to have violated federal laws. In criminal cases involving noncompliance with laws, an organization’s penalty can be decreased significantly from a base amount determined, in part, on the existence of an effective C&E program. Developing case law related to the guidelines has added further weight to the importance of C&E programs, particularly in highly regulated entities, with courts concluding that the failure to implement an effective C&E program may represent a breach of fiduciary duty. Additionally, guidance issued by the U.S. Department of Justice and other agencies have emphasized the importance of C&E programs.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0179,sub_037,,"Although the USSG don’t require organizations to have C&E programs, individual government agencies sometimes do. For example, certain healthcare organizations must have compliance programs as a condition for eligibility to participate in Medicare, and the Federal Acquisition Regulations require certain government contractors to have compliance programs.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0180,sub_037,,"Finally, a compliance department should be separate from the legal and regulatory affairs department. This independence is not generally required, but is rapidly emerging as a preferred practice due to the differing and sometimes conflicting responsibilities of the two functions. For example, guidance issued by the Office of Inspector General of the U.S. Department of Health and Human Services (HHS OIG) indicates that the compliance department should be independent. In its 2012 A Toolkit for Health Care Boards, the HHS OIG’s Health Care Fraud Prevention and Enforcement Action Team (HEAT) stated: “Protect the compliance officer’s independence by separating this role from your legal counsel and senior management. All decisions affecting the compliance officer’s employment or limiting the scope of the compliance program should require prior board approval.”",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0181,sub_038,,"Although the most extensive statutory, regulatory, and nonregulatory guidance on C&E programs has emanated from the United States, many other countries have issued various forms of requirements for and guidance on C&E programs. In some instances, guidance on C&E programs outside the U.S. is limited in application to specific areas of the law, such as bribery and corruption or antitrust/competition. In others, it is broader, like it is in the U.S., and applicable to many areas of the law. Much of the guidance issued globally mirrors many of the concepts and elements described in the USSG.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0182,sub_038,,"A sampling of some of the guidance from outside the U.S. reveals a mostly consistent picture of what regulators expect from C&E programs. For example, the United Kingdom’s Ministry of Justice has provided guidance on the Bribery Act 2010, describing procedures that commercial organizations can put in place to minimize the risk of bribery. Those procedures are summarized into the following six principles, which that closely align with the USSG:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0183,sub_038,,1 Proportionate procedures,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0184,sub_038,,2 Top-level commitment,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0185,sub_038,,3 Risk assessment,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0186,sub_038,,4 Due diligence,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0187,sub_038,,5 Communication (including training),Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0188,sub_038,,6 Monitoring and review,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0189,sub_038,,Guidance has also been issued by the International Organization for Standardization (ISO). Its 2016 ISO 37001 Anti-bribery management systems standard includes the following expectations of a program:,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0190,sub_038,,1 Performance of a bribery risk assessment,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0191,sub_038,,2 Leadership and commitment to the anti-bribery management system,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0192,sub_038,,3 Establishment of an anti-bribery compliance function,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0193,sub_038,,4 Sufficient resources provided for the anti-bribery management system,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0194,sub_038,,5 Competence of employees,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0195,sub_038,,6 Awareness and training on anti-bribery policies,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0196,sub_038,,7 Due diligence in connection with third-party business associates and employees,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0197,sub_038,,8 Establishment and implementation of anti-bribery controls,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0198,sub_038,,9 Internal audit of the anti-bribery management system,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0199,sub_038,,10 Periodic reviews of the anti-bribery management system by the governing body,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0200,sub_038,,"Beyond bribery, ISO has also issued guidance more broadly on compliance management systems in the form of ISO 19600:2014. Most recently, ISO/DIS 37301 was proposed in 2020 to replace ISO 19600. The draft new standard describes the following five elements of a compliance management system:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0201,sub_038,,1 Compliance obligations (identification of new and changed compliance requirements),Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0202,sub_038,,2 Compliance risk assessment,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0203,sub_038,,3 Compliance policy,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0204,sub_038,,4 Training and communication,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0205,sub_038,,5 Performance evaluation,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0206,sub_038,,"A variety of other legal and regulatory developments that do not directly reference C&E programs nonetheless affect them. For example, 2019 European Union regulations aimed at providing new protections for whistleblowers help in supporting an important element of an effective C&E program. Similarly, data protection and privacy laws commonly differ from one country to another, but frequently have direct or indirect effects on C&E programs.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0207,sub_038,,"Additional examples of international guidance on C&E programs are provided in Appendix 2. What it shows is that global guidance on C&E programs has far more similarities than differences, even if the scope of application of a C&E program may differ (i.e., limited to bribery and corruption in some jurisdictions and broader application in others). The common thread across these various guides is a shared appreciation for the elements on which this COSO guide is based.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0208,sub_039,,COSO defines internal control in Internal Control – Integrated Framework (2013) and Enterprise Risk Management –Integrating with Strategy and Performance (2017) as follows:,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0209,sub_039,,"A process, effected by an entity’s board of directors, management, and other personnel, designed to provide reasonable assurance regarding the achievement of objectives relating to operations, reporting, and compliance.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0210,sub_039,,"As this definition clearly points out, internal control is not solely about accounting and financial matters. Compliance with laws and regulations is one of the three fundamental objectives of an organization’s system of internal controls. The following five components of internal control support all three categories of objectives:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0211,sub_039,•,Control environment,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0212,sub_039,•,Risk assessment,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0213,sub_039,,Control activities,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0214,sub_039,•,Information and communication,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0215,sub_039,•,Monitoring activities,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0216,sub_039,,"The relationships between the three objectives, five components, and the entity are depicted in figure 1.1:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0217,sub_039,,COSO defines ERM as follows:,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0218,sub_039,,"The culture, capabilities, and practices, integrated with strategy-setting and its performance, that organizations rely on to manage risk in creating, preserving, and realizing value.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0219,sub_039,,"The COSO ERM framework, like the internal control framework, comprises five interrelated components:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0220,sub_039,,Governance & culture,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0221,sub_039,,Strategy & objective-setting,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0222,sub_039,,Performance,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0223,sub_039,,Review and revision,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0224,sub_039,,"Information, communication, and reporting",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0225,sub_039,,"ERM is different than, but related to, internal controls. ERM incorporates some of the concepts of internal control. In fact, implementation of internal controls is the most common approach to reducing risk. But ERM also includes certain concepts that are not considered within internal control. For example, concepts of risk appetite, tolerance, strategy, and business objectives are set within ERM, but are viewed as preconditions of internal control. ERM is more closely aligned with strategy than internal control.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0226,sub_039,,"An important aspect of ERM is its focus on creating, preserving, and realizing value. The C&E program supports each of these three goals. An effective C&E program allows an organization to more confidently pursue new value creation opportunities. Further, value that has been created by an organization can quickly become impaired when accompanied by violations of laws or regulations. An effective C&E program can preserve this value and enable an organization to fully realize it.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0227,sub_039,,"Accordingly, the management of compliance risk is an important element of both the internal control and the broader ERM functions and processes of an organization.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0228,sub_040,,"As noted earlier, compliance risk generally involves the risk of violations of laws and regulations, but it may also address contract provisions, professional standards, organizational policy, and ethics matters. The laws and regulations that fall within the scope of a compliance program, however, can vary by industry and from organization to organization. For example, risk of violating the Foreign Corrupt Practices Act may fall clearly within the scope of a company’s C&E program. But compliance with accounting standards required in filings with the U.S. Securities and Exchange Commission may be addressed within the accounting and finance functions and may be considered outside the scope of the C&E program. Human resources and employment law risks may be managed entirely within the human resources function, or the compliance function may also participate in managing these risks.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0229,sub_040,,"There is not a universally accepted definition for the scope of an organization’s C&E program. It can vary from one organization to another. As a result, compliance with some laws and regulations may be primarily subject to the oversight of others, although the compliance function should always be prepared to serve an overarching role or to step in to assist or address issues if the others are unable or unwilling to properly manage the risk.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0230,sub_040,,"Another difference among organizations may involve where the compliance function “sits” within the organization. Although a C&E program is organization-wide, involving employees and managers from all functional areas, the compliance function, consisting of a dedicated team of compliance and ethics professionals, may be positioned in a variety of locations within an organization chart. In most organizations, it is an independent function, and this is considered the best practice. In others, it may be a part of, or report to, legal, internal audit, risk management, or another function. Regardless of where the compliance function is positioned on an organization chart, communication and collaboration with each of the preceding functions are essential to the success of a C&E program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0231,sub_040,,"Likewise, ethics may be considered a function apart from compliance. In many organizations, however, compliance and ethics fall under a compliance and ethics officer.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0232,sub_040,,"It is important to understand that although virtually every employee plays a role in managing risk, the management/ mitigation of compliance risk is primarily the responsibility of all management at all levels. The compliance function leads the development of the C&E program, but it is ultimately management’s job to execute the program and for the board to provide oversight. The role of the compliance and ethics officer is to help management understand the risks; lead the development of the program to mitigate and manage those risks; evaluate how well the program is being executed; and report to leadership on gaps in coverage, execution, or material instances of noncompliance, including those by senior leaders.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0233,sub_040,,"In summary, management of compliance risk can be performed effectively under a variety of structural models. This publication provides guidance on the design and operation of an effective C&E program regardless of the organizational structure or how responsibilities are allocated.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0234,sub_041,,"There are several target audiences for this publication, including the following:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0235,sub_041,,"1 Professionals such as risk managers, internal auditors, and others who are involved in applying an organization’s ERM program to compliance risks.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0236,sub_041,,"2 Compliance professionals who are aiming to align their C&E program to, or integrate it with, an organization-wide ERM program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0237,sub_041,,"3 The senior management team, to better understand compliance risk and the C&E program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0238,sub_041,,"4 Members of the board of directors, to assist them in their oversight role.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
