clause_id,clause_ref,article_id,article_number,marker,kind,level,parent_clause_id,text,source_document
CL_62_3,62(3),ART_62,62,3,numeric,1,,"The Commissioner may in addition to Article 62(2) issue a general fine for a contravention of the Law by a Controller or Processor (including a Sub-processor), in an amount, not limited to the amounts specified in Schedule 2, which he considers appropriate and proportionate, taking into account the seriousness of the contravention and the risk of actual harm to any relevant Data Subject. Such fine shall be issued by written notice and shall be payable by the date specified in such notice.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_62_4,62(4),ART_62,62,4,numeric,1,,"If, within the period specified in the notice referred to in Article 62(2) or 62(3), the Controller or Processor (as applicable) pays the prescribed fine to the Commissioner, then he may commence no further proceedings against the person in respect of the relevant contravention, but he may take action in relation to any continuing contravention, including where, in addition to the fine, a direction to the relevant Controller or Processor has been issued and has not been complied with.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_62_5,62(5),ART_62,62,5,numeric,1,,"Provided an objection instigated in accordance with Article 62(6) is not in progress, if a Controller or Processor (as applicable) has not paid the prescribed fine to the Commissioner’s office within the period specified in the notice referred to in Article 62(2) or 62(3) or within ten (10) days following the determination of any objection instigated in accordance with Article 62(6) in such terms that a fine is payable, then the Commissioner may apply to the Court for, and the Court may so order, the payment of the fine or so much of the fine as is not paid and make any further order as the Court sees fit for recovery of the fine including any order for interest, costs of enforcement (including legal costs) and other expenses directly arising from the failure to pay.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_62_6,62(6),ART_62,62,6,numeric,1,,A Controller or Processor (as applicable) may object to the imposition of a fine in accordance with procedures specified in Regulations referred to in Article 62(1).,KB 2/UAE/DIFC Data Protection Law.pdf
CL_62_7,62(7),ART_62,62,7,numeric,1,,A certificate that purports to be signed by the Commissioner and states that a written notice was given to a person pursuant to Article 62(2) or 62(3) imposing a fine on the basis of specific facts is:,KB 2/UAE/DIFC Data Protection Law.pdf
CL_62_7_a,62(7)(a),ART_62,62,a,alpha,2,CL_62_7,conclusive evidence of the giving of the notice to the person; and,KB 2/UAE/DIFC Data Protection Law.pdf
CL_62_7_b,62(7)(b),ART_62,62,b,alpha,2,CL_62_7,"prima facie evidence of the facts contained in the notice, in any proceedings commenced under Article 62(4).",KB 2/UAE/DIFC Data Protection Law.pdf
CL_62_8,62(8),ART_62,62,8,numeric,1,,"In addition to any fine, the Commissioner may request the Court to make an order for damages or compensation payable to a Data Subject, even if he has not made a claim in accordance with Article 64. The principles in Article 64 will be considered when making the request to the Court. The Commissioner shall not make such requests unless in his opinion the Data Subject in question has suffered material damage as a result of the breach in question and is disadvantaged in his ability to bring a claim to the Court in his own name.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_63_1,63(1),ART_63,63,1,numeric,1,,Any Controller or Processor who is found to contravene this Law or a direction of the Commissioner may appeal to the Court against the finding within thirty (30) days.,KB 2/UAE/DIFC Data Protection Law.pdf
CL_63_2,63(2),ART_63,63,2,numeric,1,,A Data Subject who disagrees with a finding by the Commissioner of contravention of the Law or of no contravention of the Law may appeal against the finding to the Court within thirty (30) days.,KB 2/UAE/DIFC Data Protection Law.pdf
CL_63_3,63(3),ART_63,63,3,numeric,1,,"In any appeal to the Court under this Article, the appellant may rely only on the material before the Commissioner at the time he made the relevant finding.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_63_4,63(4),ART_63,63,4,numeric,1,,"The Court may make any orders that it may think just and appropriate in the circumstances, including remedies for damages or compensation, penalties and imposition of administrative fines and findings of fact or alternative findings of fact in relation to whether or not the Law has been contravened.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_63_5,63(5),ART_63,63,5,numeric,1,,"In any proceeding before the Court of First Instance under this Law to which the Commissioner is a party, the Commissioner or any other to the proceedings may, appeal the decision of the Court of First Instance to the Court of appeal:",KB 2/UAE/DIFC Data Protection Law.pdf
CL_63_5_a,63(5)(a),ART_63,63,a,alpha,2,CL_63_5,without the need to obtain leave to appeal from the Court of Appeal; and,KB 2/UAE/DIFC Data Protection Law.pdf
CL_63_5_b,63(5)(b),ART_63,63,b,alpha,2,CL_63_5,notwithstanding any rule of procedure limiting second appeals.,KB 2/UAE/DIFC Data Protection Law.pdf
CL_64_1,64(1),ART_64,64,1,numeric,1,,Any Controller involved in Processing that infringes this Law shall be liable for the damage caused. A Processor shall be liable for the damage caused by Processing only where it has not complied with obligations of this Law specifically directed to Processors or where it has acted outside or contrary to the lawful instructions of the Controller.,KB 2/UAE/DIFC Data Protection Law.pdf
CL_64_2,64(2),ART_64,64,2,numeric,1,,"Where more than one Controller or Processor, or both a Controller and a Processor, are involved in the same Processing and where they are responsible for any damage caused by Processing, each person shall be held jointly and severally liable for the entire damage in order to ensure effective compensation of the Data Subject.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_64_3,64(3),ART_64,64,3,numeric,1,,"Proceedings for exercising the right to receive compensation shall be brought before the Court, but may be settled out of Court.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_1,64A(1),ART_64A,64A,1,numeric,1,,"Without prejudice to any available remedy, in Law or otherwise, including the right to lodge a complaint with the Commissioner under Article 60(1), a Data Subject who suffers damage by reason of a contravention of a requirement of this Law shall have the right to apply to the Court for compensation in accordance with this Article 64A.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_2,64A(2),ART_64A,64A,2,numeric,1,,"A person who suffers damage by reason of a contravention of a requirement of this Law is entitled to compensation for that damage from the Controller or the Processor, subject to Article 64A(3) and Article 64A(4).",KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_3,64A(3),ART_64A,64A,3,numeric,1,,"For the purposes of establishing liability for a contravention of this Law, under Article 64A(2), the following provisions shall apply:",KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_3_a,64A(3)(a),ART_64A,64A,a,alpha,2,CL_64A_3,a Controller involved in Processing Personal Data is liable for any damage caused by the Processing;,KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_3_b,64A(3)(b),ART_64A,64A,b,alpha,2,CL_64A_3,a Joint Controller is liable for any damage caused by the Processing of Personal Data only if such Joint Controller is responsible for compliance with the provision of this Law that is contravened; and,KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_3_c,64A(3)(c),ART_64A,64A,c,alpha,2,CL_64A_3,a Processor involved in Processing Personal Data is liable for damage caused by the Processing only if the Processor:,KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_3_c_i,64A(3)(c)(i),ART_64A,64A,i,roman,3,CL_64A_3_c,has not complied with any obligation under this Law in relation to obligations specifically dealing with the Processing; or,KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_3_c_ii,64A(3)(c)(ii),ART_64A,64A,ii,roman,3,CL_64A_3_c,"has acted outside, or contrary to, the Controller’s lawful instructions.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_4,64A(4),ART_64A,64A,4,numeric,1,,A Controller or Processor is not liable under Article 64A(3) if the Controller or Processor proves that the Controller or Processor is not in any way responsible for the act or omission giving rise to the damage.,KB 2/UAE/DIFC Data Protection Law.pdf
CL_64A_5,64A(5),ART_64A,64A,5,numeric,1,,"In this Article 64A “damage” includes financial loss and damage not involving financial loss, such as distress.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_1,65(1),ART_65,65,1,numeric,1,,The DIFCA Board of Directors may make Regulations exempting Controllers from compliance with this Law or any parts of this Law. Such Regulations shall be consistent with the principles contained within this Article.,KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_2,65(2),ART_65,65,2,numeric,1,,"Without limiting the generality of Article 65(1), and having regard to the fundamental rights and legitimate interests of the Data Subject, Articles 26, 29, 30, 32, 33, 34, 35, 37, 38, 39 and 42 shall not apply to a DIFC Body, where such DIFC Body acts as a Controller, if, and only to the extent that, compliance with such Article would in any case be likely to cause material prejudice to the proper discharge by such DIFC Body of its powers and functions under any laws administered by it (including any delegated powers and functions), provided that such powers and functions:",KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_2_a,65(2)(a),ART_65,65,a,alpha,2,CL_65_2,"are designed for protecting members of the public against financial loss due to dishonesty, malpractice or other seriously improper conduct by, or the unfitness or incompetence of, persons concerned in the provision of banking, insurance, investment or other banking and financial activities and services, including insurance and reinsurance services, financial markets and financial and monetary brokerage services;",KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_2_b,65(2)(b),ART_65,65,b,alpha,2,CL_65_2,"are designed for protecting members of the public against dishonesty, malpractice or other seriously improper conduct by, or the unfitness or incompetence of, persons concerned in the provision of banking, insurance, investment or other financial services; or",KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_2_c,65(2)(c),ART_65,65,c,alpha,2,CL_65_2,"are designed for the detection, investigation and prosecution of criminal or unlawful behaviour.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_3,65(3),ART_65,65,3,numeric,1,,"A DIFC Body shall maintain a register of any case where it relies on an Article 65(2) exemption, setting out:",KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_3_a,65(3)(a),ART_65,65,a,alpha,2,CL_65_3,"the Article concerned, to the extent that the exemption is a necessary and proportionate measure to carry out the powers and functions described in Article 65(2)(a) to (c); and",KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_3_b,65(3)(b),ART_65,65,b,alpha,2,CL_65_3,the reasons for reliance on the exemption in such case.,KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_4,65(4),ART_65,65,4,numeric,1,,"The Commissioner may inspect the register referred to in Article 65(3) and may at any time request additional information, raise a query or an objection to the exemption or conduct an investigation into the Applicable Law, regulation or public policy that supports the exemption to determine whether the exercise of the exemption complies with this Law.",KB 2/UAE/DIFC Data Protection Law.pdf
CL_65_5,65(5),ART_65,65,5,numeric,1,,"A DIFC Body that contravenes Article 65(2) by invalidly relying on an exemption shall be subject to any of the remedies, liabilities and sanctions set out in Part 9.",KB 2/UAE/DIFC Data Protection Law.pdf
