odp_id,parent_id,parent_type,odp_text,source_document
SI-7(7)::ODP1,SI-7(7),ControlEnhancement,[Assignment: organization-defined security-relevant changes to the system],NIST SP 800-53r5
SI-7(8)::ODP1,SI-7(8),ControlEnhancement,[Selection (one or more): generate an audit record; alert current user; alert [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined other actions]],NIST SP 800-53r5
SI-7(9)::ODP1,SI-7(9),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SI-7(10)::ODP1,SI-7(10),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SI-7(10)::ODP2,SI-7(10),ControlEnhancement,[Assignment: organization-defined mechanisms],NIST SP 800-53r5
SI-7(12)::ODP1,SI-7(12),ControlEnhancement,[Assignment: organization-defined user-installed software],NIST SP 800-53r5
SI-7(15)::ODP1,SI-7(15),ControlEnhancement,[Assignment: organization-defined software or firmware components],NIST SP 800-53r5
SI-7(16)::ODP1,SI-7(16),ControlEnhancement,[Assignment: organization-defined time period],NIST SP 800-53r5
SI-7(17)::ODP1,SI-7(17),ControlEnhancement,[Assignment: organization-defined controls],NIST SP 800-53r5
SI-8(2)::ODP1,SI-8(2),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-10::ODP1,SI-10,Control,[Assignment: organization-defined information inputs to the system],NIST SP 800-53r5
SI-10(1)::a::ODP1,SI-10(1)::a,ControlItem,[Assignment: organization-defined inputs defined in the base control (SI-10)],NIST SP 800-53r5
SI-10(1)::b::ODP1,SI-10(1)::b,ControlItem,[Assignment: organization-defined authorized individuals],NIST SP 800-53r5
SI-10(2)::ODP1,SI-10(2),ControlEnhancement,[Assignment: organization-defined time period],NIST SP 800-53r5
SI-10(5)::ODP1,SI-10(5),ControlEnhancement,[Assignment: organization-defined trusted sources],NIST SP 800-53r5
SI-10(5)::ODP2,SI-10(5),ControlEnhancement,[Assignment: organization-defined formats],NIST SP 800-53r5
SI-11::b::ODP1,SI-11::b,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-12(1)::ODP1,SI-12(1),ControlEnhancement,[Assignment: organization-defined elements of personally identifiable information],NIST SP 800-53r5
SI-12(2)::ODP1,SI-12(2),ControlEnhancement,[Assignment: organization-defined techniques],NIST SP 800-53r5
SI-12(3)::ODP1,SI-12(3),ControlEnhancement,[Assignment: organization-defined techniques],NIST SP 800-53r5
SI-13::a::ODP1,SI-13::a,ControlItem,[Assignment: organization-defined system components],NIST SP 800-53r5
SI-13::b::ODP1,SI-13::b,ControlItem,[Assignment: organization-defined MTTF substitution criteria],NIST SP 800-53r5
SI-13(1)::ODP1,SI-13(1),ControlEnhancement,[Assignment: organization-defined fraction or percentage],NIST SP 800-53r5
SI-13(3)::ODP1,SI-13(3),ControlEnhancement,[Assignment: organization-defined percentage],NIST SP 800-53r5
SI-13(4)::a::ODP1,SI-13(4)::a,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5
SI-13(4)::b::ODP1,SI-13(4)::b,ControlItem,[Selection (one or more): Activate [Assignment: organization-defined alarm]; Automatically shut down the system; [Assignment: organization-defined action]],NIST SP 800-53r5
SI-13(5)::ODP1,SI-13(5),ControlEnhancement,[Selection: real-time; near real-time],NIST SP 800-53r5
SI-13(5)::ODP2,SI-13(5),ControlEnhancement,[Assignment: organization-defined failover capability],NIST SP 800-53r5
SI-14::ODP1,SI-14,Control,[Assignment: organization-defined system components and services],NIST SP 800-53r5
SI-14::ODP2,SI-14,Control,[Selection (one or more): upon end of session of use; periodically at [Assignment: organization-defined frequency]],NIST SP 800-53r5
SI-14(1)::ODP1,SI-14(1),ControlEnhancement,[Assignment: organization-defined trusted sources],NIST SP 800-53r5
SI-14(2)::a::ODP1,SI-14(2)::a,ControlItem,[Selection: Refresh [Assignment: organization-defined information] [Assignment: organization-defined frequency]; Generate [Assignment: organization-defined information] on demand],NIST SP 800-53r5
SI-14(3)::ODP1,SI-14(3),ControlEnhancement,[Selection: completion of a request; a period of non-use],NIST SP 800-53r5
SI-15::ODP1,SI-15,Control,[Assignment: organization-defined software programs and/or applications],NIST SP 800-53r5
SI-16::ODP1,SI-16,Control,[Assignment: organization-defined controls],NIST SP 800-53r5
SI-17::ODP1,SI-17,Control,[Assignment: organization-defined list of failure conditions and associated fail-safe procedures],NIST SP 800-53r5
SI-18::a::ODP1,SI-18::a,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-18(1)::ODP1,SI-18(1),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST SP 800-53r5
SI-18(5)::ODP1,SI-18(5),ControlEnhancement,[Assignment: organization-defined recipients of personally identifiable information],NIST SP 800-53r5
SI-19::a::ODP1,SI-19::a,ControlItem,[Assignment: organization-defined elements of personally identifiable information],NIST SP 800-53r5
SI-19::b::ODP1,SI-19::b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-20::ODP1,SI-20,Control,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SI-21::ODP1,SI-21,Control,[Assignment: organization-defined information],NIST SP 800-53r5
SI-21::ODP2,SI-21,Control,[Assignment: organization-defined frequencies],NIST SP 800-53r5
SI-22::a::ODP1,SI-22::a,ControlItem,[Assignment: organization-defined essential functions and services],NIST SP 800-53r5
SI-22::a::ODP2,SI-22::a,ControlItem,[Assignment: organization-defined alternative information sources],NIST SP 800-53r5
SI-22::b::ODP1,SI-22::b,ControlItem,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SI-23::ODP1,SI-23,Control,[Assignment: organization-defined circumstances],NIST SP 800-53r5
SI-23::a::ODP1,SI-23::a,ControlItem,[Assignment: organization-defined information],NIST SP 800-53r5
SR-1::a::ODP1,SR-1::a,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SR-1::a.1::ODP1,SR-1::a.1,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST SP 800-53r5
SR-1::b::ODP1,SR-1::b,ControlItem,[Assignment: organization-defined official],NIST SP 800-53r5
SR-1::c.1::ODP1,SR-1::c.1,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SR-1::c.1::ODP2,SR-1::c.1,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5
SR-1::c.2::ODP1,SR-1::c.2,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SR-1::c.2::ODP2,SR-1::c.2,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5
SR-2::a::ODP1,SR-2::a,ControlItem,"[Assignment: organization-defined systems, system components, or system services]",NIST SP 800-53r5
SR-2::b::ODP1,SR-2::b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SR-2(1)::ODP1,SR-2(1),ControlEnhancement,"[Assignment: organization-defined personnel, roles, and responsibilities]",NIST SP 800-53r5
SR-2(1)::ODP2,SR-2(1),ControlEnhancement,[Assignment: organization-defined supply chain risk management activities],NIST SP 800-53r5
SR-3::a::ODP1,SR-3::a,ControlItem,[Assignment: organization-defined system or system component],NIST SP 800-53r5
SR-3::a::ODP2,SR-3::a,ControlItem,[Assignment: organization-defined supply chain personnel],NIST SP 800-53r5
SR-3::b::ODP1,SR-3::b,ControlItem,[Assignment: organization-defined supply chain controls],NIST SP 800-53r5
SR-3::c::ODP1,SR-3::c,ControlItem,[Selection: security and privacy plans; supply chain risk management plan; [Assignment: organization-defined document]],NIST SP 800-53r5
SR-3(1)::ODP1,SR-3(1),ControlEnhancement,[Assignment: organization-defined system components and services],NIST SP 800-53r5
SR-3(2)::ODP1,SR-3(2),ControlEnhancement,[Assignment: organization-defined controls],NIST SP 800-53r5
SR-4::ODP1,SR-4,Control,"[Assignment: organization-defined systems, system components, and associated data]",NIST SP 800-53r5
SR-4(1)::ODP1,SR-4(1),ControlEnhancement,"[Assignment: organization-defined supply chain elements, processes, and personnel associated with organization-defined systems and critical system components]",NIST SP 800-53r5
SR-4(2)::ODP1,SR-4(2),ControlEnhancement,[Assignment: organization-defined systems and critical system components],NIST SP 800-53r5
SR-4(3)::ODP1,SR-4(3),ControlEnhancement,[Assignment: organization-defined controls],NIST SP 800-53r5
SR-4(4)::ODP1,SR-4(4),ControlEnhancement,[Assignment: organization-defined controls],NIST SP 800-53r5
SR-4(4)::ODP2,SR-4(4),ControlEnhancement,[Assignment: organization-defined analysis],NIST SP 800-53r5
SR-5::ODP1,SR-5,Control,"[Assignment: organization-defined acquisition strategies, contract tools, and procurement methods]",NIST SP 800-53r5
SR-5(1)::ODP1,SR-5(1),ControlEnhancement,[Assignment: organization-defined critical system components],NIST SP 800-53r5
SR-5(1)::ODP2,SR-5(1),ControlEnhancement,[Assignment: organization-defined controls],NIST SP 800-53r5
SR-6::ODP1,SR-6,Control,[Assignment: organization-defined frequency],NIST SP 800-53r5
SR-6(1)::ODP1,SR-6(1),ControlEnhancement,[Selection (one or more): organizational analysis; independent third-party analysis; organizational testing; independent third-party testing],NIST SP 800-53r5
SR-6(1)::ODP2,SR-6(1),ControlEnhancement,"[Assignment: organization-defined supply chain elements, processes, and actors]",NIST SP 800-53r5
SR-7::ODP1,SR-7,Control,[Assignment: organization-defined Operations Security (OPSEC) controls],NIST SP 800-53r5
SR-8::ODP1,SR-8,Control,[Selection (one or more): notification of supply chain compromises; results of assessments or audits; [Assignment: organization-defined information]],NIST SP 800-53r5
SR-10::ODP1,SR-10,Control,"[Selection (one or more): at random; at [Assignment: organization-defined frequency], upon [Assignment: organization-defined indications of need for inspection]]",NIST SP 800-53r5
SR-10::ODP2,SR-10,Control,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SR-11::b::ODP1,SR-11::b,ControlItem,[Selection (one or more): source of counterfeit component; [Assignment: organization-defined external reporting organizations]; [Assignment: organization-defined personnel or roles]],NIST SP 800-53r5
SR-11(1)::ODP1,SR-11(1),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SR-11(2)::ODP1,SR-11(2),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SR-11(3)::ODP1,SR-11(3),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5
SR-12::ODP1,SR-12,Control,"[Assignment: organization-defined data, documentation, tools, or system components]",NIST SP 800-53r5
SR-12::ODP2,SR-12,Control,[Assignment: organization-defined techniques and methods],NIST SP 800-53r5
