item_id,parent_id,parent_type,item_label,item_text,source_document
MA-1-ITEM-a1b,MA-1,Control,a.1.(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST.SP.800-53r5.pdf
MA-1-ITEM-a2,MA-1,Control,a.2.,Procedures to facilitate the implementation of the maintenance policy and the associated maintenance controls;,NIST.SP.800-53r5.pdf
MA-1-ITEM-b,MA-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the maintenance policy and procedures; and",NIST.SP.800-53r5.pdf
MA-1-ITEM-c,MA-1,Control,c.,Review and update the current maintenance:,NIST.SP.800-53r5.pdf
MA-1-ITEM-c1,MA-1,Control,c.1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST.SP.800-53r5.pdf
MA-1-ITEM-c2,MA-1,Control,c.2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST.SP.800-53r5.pdf
MA-2-ITEM-a,MA-2,Control,a.,"Schedule, document, and review records of maintenance, repair, and replacement on system components in accordance with manufacturer or vendor specifications and/or organizational requirements;",NIST.SP.800-53r5.pdf
MA-2-ITEM-b,MA-2,Control,b.,"Approve and monitor all maintenance activities, whether performed on site or remotely and whether the system or system components are serviced on site or removed to another location;",NIST.SP.800-53r5.pdf
MA-2-ITEM-c,MA-2,Control,c.,"Require that [Assignment: organization-defined personnel or roles] explicitly approve the removal of the system or system components from organizational facilities for off-site maintenance, repair, or replacement;",NIST.SP.800-53r5.pdf
MA-2-ITEM-d,MA-2,Control,d.,"Sanitize equipment to remove the following information from associated media prior to removal from organizational facilities for off-site maintenance, repair, or replacement: [Assignment: organization-defined information];",NIST.SP.800-53r5.pdf
MA-2-ITEM-e,MA-2,Control,e.,"Check all potentially impacted controls to verify that the controls are still functioning properly following maintenance, repair, or replacement actions; and",NIST.SP.800-53r5.pdf
MA-2-ITEM-f,MA-2,Control,f.,Include the following information in organizational maintenance records: [Assignment: organization-defined information].,NIST.SP.800-53r5.pdf
MA-2(2)-ITEM-a,MA-2(2),ControlEnhancement,(a),"Schedule, conduct, and document maintenance, repair, and replacement actions for the system using [Assignment: organization-defined automated mechanisms]; and",NIST.SP.800-53r5.pdf
MA-2(2)-ITEM-b,MA-2(2),ControlEnhancement,(b),"Produce up-to date, accurate, and complete records of all maintenance, repair, and replacement actions requested, scheduled, in process, and completed.",NIST.SP.800-53r5.pdf
MA-3-ITEM-a,MA-3,Control,a.,"Approve, control, and monitor the use of system maintenance tools; and",NIST.SP.800-53r5.pdf
MA-3-ITEM-b,MA-3,Control,b.,Review previously approved system maintenance tools [Assignment: organization-defined frequency].,NIST.SP.800-53r5.pdf
MA-3(3)-ITEM-a,MA-3(3),ControlEnhancement,(a),Verifying that there is no organizational information contained on the equipment;,NIST.SP.800-53r5.pdf
MA-3(3)-ITEM-b,MA-3(3),ControlEnhancement,(b),Sanitizing or destroying the equipment;,NIST.SP.800-53r5.pdf
MA-3(3)-ITEM-c,MA-3(3),ControlEnhancement,(c),Retaining the equipment within the facility; or,NIST.SP.800-53r5.pdf
MA-3(3)-ITEM-d,MA-3(3),ControlEnhancement,(d),Obtaining an exemption from [Assignment: organization-defined personnel or roles] explicitly authorizing removal of the equipment from the facility.,NIST.SP.800-53r5.pdf
MA-4-ITEM-a,MA-4,Control,a.,Approve and monitor nonlocal maintenance and diagnostic activities;,NIST.SP.800-53r5.pdf
MA-4-ITEM-b,MA-4,Control,b.,Allow the use of nonlocal maintenance and diagnostic tools only as consistent with organizational policy and documented in the security plan for the system;,NIST.SP.800-53r5.pdf
MA-4-ITEM-c,MA-4,Control,c.,Employ strong authentication in the establishment of nonlocal maintenance and diagnostic sessions;,NIST.SP.800-53r5.pdf
MA-4-ITEM-d,MA-4,Control,d.,Maintain records for nonlocal maintenance and diagnostic activities; and,NIST.SP.800-53r5.pdf
MA-4-ITEM-e,MA-4,Control,e.,Terminate session and network connections when nonlocal maintenance is completed.,NIST.SP.800-53r5.pdf
MA-4(1)-ITEM-a,MA-4(1),ControlEnhancement,(a),Log [Assignment: organization-defined audit events] for nonlocal maintenance and diagnostic sessions; and,NIST.SP.800-53r5.pdf
MA-4(1)-ITEM-b,MA-4(1),ControlEnhancement,(b),Review the audit records of the maintenance and diagnostic sessions to detect anomalous behavior.,NIST.SP.800-53r5.pdf
MA-4(3)-ITEM-a,MA-4(3),ControlEnhancement,(a),Require that nonlocal maintenance and diagnostic services be performed from a system that implements a security capability comparable to the capability implemented on the system being serviced; or,NIST.SP.800-53r5.pdf
MA-4(3)-ITEM-b,MA-4(3),ControlEnhancement,(b),"Remove the component to be serviced from the system prior to nonlocal maintenance or diagnostic services; sanitize the component (for organizational information); and after the service is performed, inspect and sanitize the component (for potentially malicious software) before reconnecting the component to the system.",NIST.SP.800-53r5.pdf
MA-4(4)-ITEM-a,MA-4(4),ControlEnhancement,(a),Employing [Assignment: organization-defined authenticators that are replay resistant]; and,NIST.SP.800-53r5.pdf
MA-4(4)-ITEM-b,MA-4(4),ControlEnhancement,(b),Separating the maintenance sessions from other network sessions with the system by either:,NIST.SP.800-53r5.pdf
MA-4(4)-ITEM-b1,MA-4(4),ControlEnhancement,(b)(1),Physically separated communications paths; or,NIST.SP.800-53r5.pdf
MA-4(4)-ITEM-b2,MA-4(4),ControlEnhancement,(b)(2),Logically separated communications paths.,NIST.SP.800-53r5.pdf
MA-4(5)-ITEM-a,MA-4(5),ControlEnhancement,(a),Require the approval of each nonlocal maintenance session by [Assignment: organization-defined personnel or roles]; and,NIST.SP.800-53r5.pdf
MA-4(5)-ITEM-b,MA-4(5),ControlEnhancement,(b),Notify the following personnel or roles of the date and time of planned nonlocal maintenance: [Assignment: organization-defined personnel or roles].,NIST.SP.800-53r5.pdf
MA-5-ITEM-a,MA-5,Control,a.,Establish a process for maintenance personnel authorization and maintain a list of authorized maintenance organizations or personnel;,NIST.SP.800-53r5.pdf
MA-5-ITEM-b,MA-5,Control,b.,Verify that non-escorted personnel performing maintenance on the system possess the required access authorizations; and,NIST.SP.800-53r5.pdf
MA-5-ITEM-c,MA-5,Control,c.,Designate organizational personnel with required access authorizations and technical competence to supervise the maintenance activities of personnel who do not possess the required access authorizations.,NIST.SP.800-53r5.pdf
MA-5(1)-ITEM-a,MA-5(1),ControlEnhancement,(a),"Implement procedures for the use of maintenance personnel that lack appropriate security clearances or are not U.S. citizens, that include the following requirements:",NIST.SP.800-53r5.pdf
MA-5(1)-ITEM-a1,MA-5(1),ControlEnhancement,(a)(1),"Maintenance personnel who do not have needed access authorizations, clearances, or formal access approvals are escorted and supervised during the performance of maintenance and diagnostic activities on the system by approved organizational personnel who are fully cleared, have appropriate access authorizations, and are technically qualified; and",NIST.SP.800-53r5.pdf
MA-5(1)-ITEM-a2,MA-5(1),ControlEnhancement,(a)(2),"Prior to initiating maintenance or diagnostic activities by personnel who do not have needed access authorizations, clearances or formal access approvals, all volatile information storage components within the system are sanitized and all nonvolatile storage media are removed or physically disconnected from the system and secured; and",NIST.SP.800-53r5.pdf
MA-5(1)-ITEM-b,MA-5(1),ControlEnhancement,(b),"Develop and implement [Assignment: organization-defined alternate controls] in the event a system component cannot be sanitized, removed, or disconnected from the system.",NIST.SP.800-53r5.pdf
MA-5(4)-ITEM-a,MA-5(4),ControlEnhancement,(a),"Foreign nationals with appropriate security clearances are used to conduct maintenance and diagnostic activities on classified systems only when the systems are jointly owned and operated by the United States and foreign allied governments, or owned and operated solely by foreign allied governments; and",NIST.SP.800-53r5.pdf
MA-5(4)-ITEM-b,MA-5(4),ControlEnhancement,(b),"Approvals, consents, and detailed operational conditions regarding the use of foreign nationals to conduct maintenance and diagnostic activities on classified systems are fully documented within Memoranda of Agreements.",NIST.SP.800-53r5.pdf
MP-1-ITEM-a,MP-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST.SP.800-53r5.pdf
MP-1-ITEM-a1,MP-1,Control,a.1.,[Selection (one or more): Organization-level; Mission/business process-level; System-level] media protection policy that:,NIST.SP.800-53r5.pdf
MP-1-ITEM-a1a,MP-1,Control,a.1.(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST.SP.800-53r5.pdf
MP-1-ITEM-a1b,MP-1,Control,a.1.(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST.SP.800-53r5.pdf
MP-1-ITEM-a2,MP-1,Control,a.2.,Procedures to facilitate the implementation of the media protection policy and the associated media protection controls;,NIST.SP.800-53r5.pdf
MP-1-ITEM-b,MP-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the media protection policy and procedures; and",NIST.SP.800-53r5.pdf
MP-1-ITEM-c,MP-1,Control,c.,Review and update the current media protection:,NIST.SP.800-53r5.pdf
MP-1-ITEM-c1,MP-1,Control,c.1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST.SP.800-53r5.pdf
MP-1-ITEM-c2,MP-1,Control,c.2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST.SP.800-53r5.pdf
MP-3-ITEM-a,MP-3,Control,a.,"Mark system media indicating the distribution limitations, handling caveats, and applicable security markings (if any) of the information; and",NIST.SP.800-53r5.pdf
MP-3-ITEM-b,MP-3,Control,b.,Exempt [Assignment: organization-defined types of system media] from marking if the media remain within [Assignment: organization-defined controlled areas].,NIST.SP.800-53r5.pdf
MP-4-ITEM-a,MP-4,Control,a.,Physically control and securely store [Assignment: organization-defined types of digital and/or non-digital media] within [Assignment: organization-defined controlled areas]; and,NIST.SP.800-53r5.pdf
MP-4-ITEM-b,MP-4,Control,b.,"Protect system media types defined in MP-4a until the media are destroyed or sanitized using approved equipment, techniques, and procedures.",NIST.SP.800-53r5.pdf
MP-5-ITEM-a,MP-5,Control,a.,Protect and control [Assignment: organization-defined types of system media] during transport outside of controlled areas using [Assignment: organization-defined controls];,NIST.SP.800-53r5.pdf
MP-5-ITEM-b,MP-5,Control,b.,Maintain accountability for system media during transport outside of controlled areas;,NIST.SP.800-53r5.pdf
MP-5-ITEM-c,MP-5,Control,c.,Document activities associated with the transport of system media; and,NIST.SP.800-53r5.pdf
MP-5-ITEM-d,MP-5,Control,d.,Restrict the activities associated with the transport of system media to authorized personnel.,NIST.SP.800-53r5.pdf
MP-6-ITEM-a,MP-6,Control,a.,"Sanitize [Assignment: organization-defined system media] prior to disposal, release out of organizational control, or release for reuse using [Assignment: organization-defined sanitization techniques and procedures]; and",NIST.SP.800-53r5.pdf
MP-6-ITEM-b,MP-6,Control,b.,Employ sanitization mechanisms with the strength and integrity commensurate with the security category or classification of the information.,NIST.SP.800-53r5.pdf
MP-7-ITEM-a,MP-7,Control,a.,[Selection: Restrict; Prohibit] the use of [Assignment: organization-defined types of system media] on [Assignment: organization-defined systems or system components] using [Assignment: organization-defined controls]; and,NIST.SP.800-53r5.pdf
MP-7-ITEM-b,MP-7,Control,b.,Prohibit the use of portable storage devices in organizational systems when such devices have no identifiable owner.,NIST.SP.800-53r5.pdf
MP-8-ITEM-a,MP-8,Control,a.,Establish [Assignment: organization-defined system media downgrading process] that includes employing downgrading mechanisms with strength and integrity commensurate with the security category or classification of the information;,NIST.SP.800-53r5.pdf
MP-8-ITEM-b,MP-8,Control,b.,Verify that the system media downgrading process is commensurate with the security category and/or classification level of the information to be removed and the access authorizations of the potential recipients of the downgraded information;,NIST.SP.800-53r5.pdf
