provision_id,article_id,article_number,provision_kind,label,parent_provision_id,text,source_document
ART-12.3.d,ART-12,12,point,d,ART-12.3,it ensures that personal data is processed in accordance with Directive 95/46/EC.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.4,ART-12,12,paragraph,4,,The interoperability framework shall consist of:,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.4.a,ART-12,12,point,a,ART-12.4,a reference to minimum technical requirements related to the assurance levels under Article 8;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.4.b,ART-12,12,point,b,ART-12.4,a mapping of national assurance levels of notified electronic identification schemes to the assurance levels under Article 8;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.4.c,ART-12,12,point,c,ART-12.4,a reference to minimum technical requirements for interoperability;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.4.d,ART-12,12,point,d,ART-12.4,"a reference to a minimum set of person identification data uniquely representing a natural or legal person, which is available from electronic identification schemes;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.4.e,ART-12,12,point,e,ART-12.4,rules of procedure;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.4.f,ART-12,12,point,f,ART-12.4,arrangements for dispute resolution; and,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.4.g,ART-12,12,point,g,ART-12.4,common operational security standards.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.5,ART-12,12,paragraph,5,,Member States shall cooperate with regard to the following:,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.5.a,ART-12,12,point,a,ART-12.5,the interoperability of the electronic identification schemes notified pursuant to Article 9(1) and the electronic identification schemes which Member States intend to notify; and,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.5.b,ART-12,12,point,b,ART-12.5,the security of the electronic identification schemes.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.6,ART-12,12,paragraph,6,,The cooperation between Member States shall consist of:,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.6.a,ART-12,12,point,a,ART-12.6,"the exchange of information, experience and good practice as regards electronic identification schemes and in particular technical requirements related to interoperability and assurance levels;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.6.b,ART-12,12,point,b,ART-12.6,"the exchange of information, experience and good practice as regards working with assurance levels of electronic identification schemes under Article 8;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.6.c,ART-12,12,point,c,ART-12.6,peer review of electronic identification schemes falling under this Regulation; and,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.6.d,ART-12,12,point,d,ART-12.6,examination of relevant developments in the electronic identification sector.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.7,ART-12,12,paragraph,7,,"By 18 March 2015, the Commission shall, by means of implementing acts, establish the necessary procedural arrangements to facilitate the cooperation between the Member States referred to in paragraphs 5 and 6 with a view to fostering a high level of trust and security appropriate to the degree of risk.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.8,ART-12,12,paragraph,8,,"By 18 September 2015, for the purpose of setting uniform conditions for the implementation of the requirement under paragraph 1, the Commission shall, subject to the criteria set out in paragraph 3 and taking into account the results of the cooperation between Member States, adopt implementing acts on the interoperability framework as set out in paragraph 4.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-12.9,ART-12,12,paragraph,9,,The implementing acts referred to in paragraphs 7 and 8 of this Article shall be adopted in accordance with the examination procedure referred to in Article 48(2).,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-13.1,ART-13,13,paragraph,1,,"Without prejudice to paragraph 2, trust service providers shall be liable for damage caused intentionally or negligently to any natural or legal person due to a failure to comply with the obligations under this Regulation.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-13.1.sp1,ART-13,13,subparagraph,,ART-13.1,The burden of proving intention or negligence of a non-qualified trust service provider shall lie with the natural or legal person claiming the damage referred to in the first subparagraph.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-13.1.sp2,ART-13,13,subparagraph,,ART-13.1,The intention or negligence of a qualified trust service provider shall be presumed unless that qualified trust service provider proves that the damage referred to in the first subparagraph occurred without the intention or negligence of that qualified trust service provider.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-13.2,ART-13,13,paragraph,2,,"Where trust service providers duly inform their customers in advance of the limitations on the use of the services they provide and where those limitations are recognisable to third parties, trust service providers shall not be liable for damages arising from the use of services exceeding the indicated limitations.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-13.3,ART-13,13,paragraph,3,,Paragraphs 1 and 2 shall be applied in accordance with national rules on liability.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-14.1,ART-14,14,paragraph,1,,Trust services provided by trust service providers established in a third country shall be recognised as legally equivalent to qualified trust services provided by qualified trust service providers established in the Union where the trust services originating from the third country are recognised under an agreement concluded between the Union and the third country in question or an international organisation in accordance with Article 218 TFEU.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-14.2,ART-14,14,paragraph,2,,"Agreements referred to in paragraph 1 shall ensure, in particular, that:",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-14.2.a,ART-14,14,point,a,ART-14.2,"the requirements applicable to qualified trust service providers established in the Union and the qualified trust services they provide are met by the trust service providers in the third country or international organisations with which the agreement is concluded, and by the trust services they provide;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-14.2.b,ART-14,14,point,b,ART-14.2,the qualified trust services provided by qualified trust service providers established in the Union are recognised as legally equivalent to trust services provided by trust service providers in the third country or international organisation with which the agreement is concluded.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-15.chapeau,ART-15,15,chapeau,,,"Where feasible, trust services provided and end-user products used in the provision of those services shall be made accessible for persons with disabilities.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-16.chapeau,ART-16,16,chapeau,,,"Member States shall lay down the rules on penalties applicable to infringements of this Regulation. The penalties provided for shall be effective, proportionate and dissuasive.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.1,ART-17,17,paragraph,1,,"Member States shall designate a supervisory body established in their territory or, upon mutual agreement with another Member State, a supervisory body established in that other Member State. That body shall be responsible for supervisory tasks in the designating Member State.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.1.sp1,ART-17,17,subparagraph,,ART-17.1,Supervisory bodies shall be given the necessary powers and adequate resources for the exercise of their tasks.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.2,ART-17,17,paragraph,2,,Member States shall notify to the Commission the names and the addresses of their respective designated supervisory bodies.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.3,ART-17,17,paragraph,3,,The role of the supervisory body shall be the following:,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.3.a,ART-17,17,point,a,ART-17.3,"to supervise qualified trust service providers established in the territory of the designating Member State to ensure, through ex ante and ex post supervisory activities, that those qualified trust service providers and the qualified trust services that they provide meet the requirements laid down in this Regulation;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.3.b,ART-17,17,point,b,ART-17.3,"to take action if necessary, in relation to non-qualified trust service providers established in the territory of the designating Member State, through ex post supervisory activities, when informed that those non-qualified trust service providers or the trust services they provide allegedly do not meet the requirements laid down in this Regulation.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4,ART-17,17,paragraph,4,,"For the purposes of paragraph 3 and subject to the limitations provided therein, the tasks of the supervisory body shall include in particular:",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.a,ART-17,17,point,a,ART-17.4,to cooperate with other supervisory bodies and provide them with assistance in accordance with Article 18;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.b,ART-17,17,point,b,ART-17.4,to analyse the conformity assessment reports referred to in Articles 20(1) and 21(1);,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.c,ART-17,17,point,c,ART-17.4,to inform other supervisory bodies and the public about breaches of security or loss of integrity in accordance with Article 19(2);,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.d,ART-17,17,point,d,ART-17.4,to report to the Commission about its main activities in accordance with paragraph 6 of this Article;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.e,ART-17,17,point,e,ART-17.4,to carry out audits or request a conformity assessment body to perform a conformity assessment of the qualified trust service providers in accordance with Article 20(2);,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.f,ART-17,17,point,f,ART-17.4,"to cooperate with the data protection authorities, in particular, by informing them without undue delay, about the results of audits of qualified trust service providers, where personal data protection rules appear to have been breached;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.g,ART-17,17,point,g,ART-17.4,to grant qualified status to trust service providers and to the services they provide and to withdraw this status in accordance with Articles 20 and 21;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.h,ART-17,17,point,h,ART-17.4,"to inform the body responsible for the national trusted list referred to in Article 22(3) about its decisions to grant or to withdraw qualified status, unless that body is also the supervisory body;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.i,ART-17,17,point,i,ART-17.4,"to verify the existence and correct application of provisions on termination plans in cases where the qualified trust service provider ceases its activities, including how information is kept accessible in accordance with point (h) of Article 24(2);",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.4.j,ART-17,17,point,j,ART-17.4,to require that trust service providers remedy any failure to fulfil the requirements laid down in this Regulation.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.5,ART-17,17,paragraph,5,,"Member States may require the supervisory body to establish, maintain and update a trust infrastructure in accordance with the conditions under national law.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.6,ART-17,17,paragraph,6,,"By 31 March each year, each supervisory body shall submit to the Commission a report on its previous calendar year’s main activities together with a summary of breach notifications received from trust service providers in accordance with Article 19(2).",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.7,ART-17,17,paragraph,7,,The Commission shall make the annual report referred to in paragraph 6 available to Member States.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-17.8,ART-17,17,paragraph,8,,"The Commission may, by means of implementing acts, define the formats and procedures for the report referred to in paragraph 6. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 48(2).",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-18.1,ART-18,18,paragraph,1,,Supervisory bodies shall cooperate with a view to exchanging good practice.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-18.1.sp1,ART-18,18,subparagraph,,ART-18.1,"A supervisory body shall, upon receipt of a justified request from another supervisory body, provide that body with assistance so that the activities of supervisory bodies can be carried out in a consistent manner. Mutual assistance may cover, in particular, information requests and supervisory measures, such as requests to carry out inspections related to the conformity assessment reports as referred to in Articles 20 and 21.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-18.2,ART-18,18,paragraph,2,,A supervisory body to which a request for assistance is addressed may refuse that request on any of the following grounds:,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-18.2.a,ART-18,18,point,a,ART-18.2,the supervisory body is not competent to provide the requested assistance;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-18.2.b,ART-18,18,point,b,ART-18.2,the requested assistance is not proportionate to supervisory activities of the supervisory body carried out in accordance with Article 17;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-18.2.c,ART-18,18,point,c,ART-18.2,providing the requested assistance would be incompatible with this Regulation.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-18.3,ART-18,18,paragraph,3,,"Where appropriate, Member States may authorise their respective supervisory bodies to carry out joint investigations in which staff from other Member States’ supervisory bodies is involved. The arrangements and procedures for such joint actions shall be agreed upon and established by the Member States concerned in accordance with their national law.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.1,ART-19,19,paragraph,1,,"Qualified and non-qualified trust service providers shall take appropriate technical and organisational measures to manage the risks posed to the security of the trust services they provide. Having regard to the latest technological developments, those measures shall ensure that the level of security is commensurate to the degree of risk. In particular, measures shall be taken to prevent and minimise the impact of security incidents and inform stakeholders of the adverse effects of any such incidents.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.2,ART-19,19,paragraph,2,,"Qualified and non-qualified trust service providers shall, without undue delay but in any event within 24 hours after having become aware of it, notify the supervisory body and, where applicable, other relevant bodies, such as the competent national body for information security or the data protection authority, of any breach of security or loss of integrity that has a significant impact on the trust service provided or on the personal data maintained therein.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.2.sp1,ART-19,19,subparagraph,,ART-19.2,"Where the breach of security or loss of integrity is likely to adversely affect a natural or legal person to whom the trusted service has been provided, the trust service provider shall also notify the natural or legal person of the breach of security or loss of integrity without undue delay.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.2.sp2,ART-19,19,subparagraph,,ART-19.2,"Where appropriate, in particular if a breach of security or loss of integrity concerns two or more Member States, the notified supervisory body shall inform the supervisory bodies in other Member States concerned and ENISA.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.2.sp3,ART-19,19,subparagraph,,ART-19.2,"The notified supervisory body shall inform the public or require the trust service provider to do so, where it determines that disclosure of the breach of security or loss of integrity is in the public interest.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.3,ART-19,19,paragraph,3,,The supervisory body shall provide ENISA once a year with a summary of notifications of breach of security and loss of integrity received from trust service providers.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.4,ART-19,19,paragraph,4,,"The Commission may, by means of implementing acts,:",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.4.a,ART-19,19,point,a,ART-19.4,further specify the measures referred to in paragraph 1; and,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.4.b,ART-19,19,point,b,ART-19.4,"define the formats and procedures, including deadlines, applicable for the purpose of paragraph 2.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-19.4.sp4,ART-19,19,subparagraph,,ART-19.4,Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 48(2).,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-20.1,ART-20,20,paragraph,1,,Qualified trust service providers shall be audited at their own expense at least every 24 months by a conformity assessment body. The purpose of the audit shall be to confirm that the qualified trust service providers and the qualified trust services provided by them fulfil the requirements laid down in this Regulation. The qualified trust service providers shall submit the resulting conformity assessment report to the supervisory body within the period of three working days after receiving it.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-20.2,ART-20,20,paragraph,2,,"Without prejudice to paragraph 1, the supervisory body may at any time audit or request a conformity assessment body to perform a conformity assessment of the qualified trust service providers, at the expense of those trust service providers, to confirm that they and the qualified trust services provided by them fulfil the requirements laid down in this Regulation. Where personal data protection rules appear to have been breached, the supervisory body shall inform the data protection authorities of the results of its audits.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-20.3,ART-20,20,paragraph,3,,"Where the supervisory body requires the qualified trust service provider to remedy any failure to fulfil requirements under this Regulation and where that provider does not act accordingly, and if applicable within a time limit set by the supervisory body, the supervisory body, taking into account, in particular, the extent, duration and consequences of that failure, may withdraw the qualified status of that provider or of the affected service it provides and inform the body referred to in Article 22(3) for the purposes of updating the trusted lists referred to in Article 22(1). The supervisory body shall inform the qualified trust service provider of the withdrawal of its qualified status or of the qualified status of the service concerned.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-20.4,ART-20,20,paragraph,4,,"The Commission may, by means of implementing acts, establish reference number of the following standards:",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-20.4.a,ART-20,20,point,a,ART-20.4,accreditation of the conformity assessment bodies and for the conformity assessment report referred to in paragraph 1;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-20.4.b,ART-20,20,point,b,ART-20.4,auditing rules under which conformity assessment bodies will carry out their conformity assessment of the qualified trust service providers as referred to in paragraph 1.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-20.4.sp1,ART-20,20,subparagraph,,ART-20.4,Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 48(2).,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-21.1,ART-21,21,paragraph,1,,"Where trust service providers, without qualified status, intend to start providing qualified trust services, they shall submit to the supervisory body a notification of their intention together with a conformity assessment report issued by a conformity assessment body.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-21.2,ART-21,21,paragraph,2,,"The supervisory body shall verify whether the trust service provider and the trust services provided by it comply with the requirements laid down in this Regulation, and in particular, with the requirements for qualified trust service providers and for the qualified trust services they provide.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-21.2.sp1,ART-21,21,subparagraph,,ART-21.2,"If the supervisory body concludes that the trust service provider and the trust services provided by it comply with the requirements referred to in the first subparagraph, the supervisory body shall grant qualified status to the trust service provider and the trust services it provides and inform the body referred to in Article 22(3) for the purposes of updating the trusted lists referred to in Article 22(1), not later than three months after notification in accordance with paragraph 1 of this Article.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-21.2.sp2,ART-21,21,subparagraph,,ART-21.2,"If the verification is not concluded within three months of notification, the supervisory body shall inform the trust service provider specifying the reasons for the delay and the period within which the verification is to be concluded.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-21.3,ART-21,21,paragraph,3,,Qualified trust service providers may begin to provide the qualified trust service after the qualified status has been indicated in the trusted lists referred to in Article 22(1).,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-21.4,ART-21,21,paragraph,4,,"The Commission may, by means of implementing acts, define the formats and procedures for the purpose of paragraphs 1 and 2. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 48(2).",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-22.1,ART-22,22,paragraph,1,,"Each Member State shall establish, maintain and publish trusted lists, including information related to the qualified trust service providers for which it is responsible, together with information related to the qualified trust services provided by them.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-22.2,ART-22,22,paragraph,2,,"Member States shall establish, maintain and publish, in a secured manner, the electronically signed or sealed trusted lists referred to in paragraph 1 in a form suitable for automated processing.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-22.3,ART-22,22,paragraph,3,,"Member States shall notify to the Commission, without undue delay, information on the body responsible for establishing, maintaining and publishing national trusted lists, and details of where such lists are published, the certificates used to sign or seal the trusted lists and any changes thereto.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-22.4,ART-22,22,paragraph,4,,"The Commission shall make available to the public, through a secure channel, the information referred to in paragraph 3 in electronically signed or sealed form suitable for automated processing.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-22.5,ART-22,22,paragraph,5,,"By 18 September 2015 the Commission shall, by means of implementing acts, specify the information referred to in paragraph 1 and define the technical specifications and formats for trusted lists applicable for the purposes of paragraphs 1 to 4. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 48(2).",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-23.1,ART-23,23,paragraph,1,,"After the qualified status referred to in the second subparagraph of Article 21(2) has been indicated in the trusted list referred to in Article 22(1), qualified trust service providers may use the EU trust mark to indicate in a simple, recognisable and clear manner the qualified trust services they provide.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-23.2,ART-23,23,paragraph,2,,"When using the EU trust mark for the qualified trust services referred to in paragraph 1, qualified trust service providers shall ensure that a link to the relevant trusted list is made available on their website.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-23.3,ART-23,23,paragraph,3,,"By 1 July 2015 the Commission shall, by means of implementing acts, provide for specifications with regard to the form, and in particular the presentation, composition, size and design of the EU trust mark for qualified trust services. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 48(2).",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.1,ART-24,24,paragraph,1,,"When issuing a qualified certificate for a trust service, a qualified trust service provider shall verify, by appropriate means and in accordance with national law, the identity and, if applicable, any specific attributes of the natural or legal person to whom the qualified certificate is issued.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.1.sp1,ART-24,24,subparagraph,,ART-24.1,The information referred to in the first subparagraph shall be verified by the qualified trust service provider either directly or by relying on a third party in accordance with national law:,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.1.sp1.a,ART-24,24,point,a,ART-24.1.sp1,by the physical presence of the natural person or of an authorised representative of the legal person; or,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.1.sp1.b,ART-24,24,point,b,ART-24.1.sp1,"remotely, using electronic identification means, for which prior to the issuance of the qualified certificate, a physical presence of the natural person or of an authorised representative of the legal person was ensured and which meets the requirements set out in Article 8 with regard to the assurance levels ‘substantial’ or ‘high’; or",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.1.sp1.c,ART-24,24,point,c,ART-24.1.sp1,by means of a certificate of a qualified electronic signature or of a qualified electronic seal issued in compliance with point (a) or (b); or,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.1.sp1.d,ART-24,24,point,d,ART-24.1.sp1,by using other identification methods recognised at national level which provide equivalent assurance in terms of reliability to physical presence. The equivalent assurance shall be confirmed by a conformity assessment body.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2,ART-24,24,paragraph,2,,A qualified trust service provider providing qualified trust services shall:,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.a,ART-24,24,point,a,ART-24.2,inform the supervisory body of any change in the provision of its qualified trust services and an intention to cease those activities;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.b,ART-24,24,point,b,ART-24.2,"employ staff and, if applicable, subcontractors who possess the necessary expertise, reliability, experience, and qualifications and who have received appropriate training regarding security and personal data protection rules and shall apply administrative and management procedures which correspond to European or international standards;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.c,ART-24,24,point,c,ART-24.2,"with regard to the risk of liability for damages in accordance with Article 13, maintain sufficient financial resources and/or obtain appropriate liability insurance, in accordance with national law;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.d,ART-24,24,point,d,ART-24.2,"before entering into a contractual relationship, inform, in a clear and comprehensive manner, any person seeking to use a qualified trust service of the precise terms and conditions regarding the use of that service, including any limitations on its use;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.e,ART-24,24,point,e,ART-24.2,use trustworthy systems and products that are protected against modification and ensure the technical security and reliability of the processes supported by them;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.f,ART-24,24,point,f,ART-24.2,"use trustworthy systems to store data provided to it, in a verifiable form so that:",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.f.i,ART-24,24,point,i,ART-24.2.f,"they are publicly available for retrieval only where the consent of the person to whom the data relates has been obtained,",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.f.ii,ART-24,24,point,ii,ART-24.2.f,"only authorised persons can make entries and changes to the stored data,",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.f.iii,ART-24,24,point,iii,ART-24.2.f,the data can be checked for authenticity;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.g,ART-24,24,point,g,ART-24.2,take appropriate measures against forgery and theft of data;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.h,ART-24,24,point,h,ART-24.2,"record and keep accessible for an appropriate period of time, including after the activities of the qualified trust service provider have ceased, all relevant information concerning data issued and received by the qualified trust service provider, in particular, for the purpose of providing evidence in legal proceedings and for the purpose of ensuring continuity of the service. Such recording may be done electronically;",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.i,ART-24,24,point,i,ART-24.2,have an up-to-date termination plan to ensure continuity of service in accordance with provisions verified by the supervisory body under point (i) of Article 17(4);,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.j,ART-24,24,point,j,ART-24.2,ensure lawful processing of personal data in accordance with Directive 95/46/EC;,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.2.k,ART-24,24,point,k,ART-24.2,"in case of qualified trust service providers issuing qualified certificates, establish and keep updated a certificate database.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.3,ART-24,24,paragraph,3,,"If a qualified trust service provider issuing qualified certificates decides to revoke a certificate, it shall register such revocation in its certificate database and publish the revocation status of the certificate in a timely manner, and in any event within 24 hours after the receipt of the request. The revocation shall become effective immediately upon its publication.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.4,ART-24,24,paragraph,4,,"With regard to paragraph 3, qualified trust service providers issuing qualified certificates shall provide to any relying party information on the validity or revocation status of qualified certificates issued by them. This information shall be made available at least on a per certificate basis at any time and beyond the validity period of the certificate in an automated manner that is reliable, free of charge and efficient.",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-24.5,ART-24,24,paragraph,5,,"The Commission may, by means of implementing acts, establish reference numbers of standards for trustworthy systems and products, which comply with the requirements under points (e) and (f) of paragraph 2 of this Article. Compliance with the requirements laid down in this Article shall be presumed where trustworthy systems and products meet those standards. Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 48(2).",KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-25.1,ART-25,25,paragraph,1,,An electronic signature shall not be denied legal effect and admissibility as evidence in legal proceedings solely on the grounds that it is in an electronic form or that it does not meet the requirements for qualified electronic signatures.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
ART-25.2,ART-25,25,paragraph,2,,A qualified electronic signature shall have the equivalent legal effect of a handwritten signature.,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
