bill_clause_id,bill_section_id,bill_proposed_section_id,path,kind,label,quoted_matter,text,source_document
BILL-101(b)(4),BILL-SEC-101,BILL-USC-3591,(b)(4),paragraph,4,yes,(4) NATIONWIDE CONSUMER REPORTING AGENCY.—The term ‘nationwide consumer reporting agency’ means a consumer reporting agency described in section 603(p) of the Fair Credit Reporting Act (15 U.S.C. 1681a(p)).,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(5),BILL-SEC-101,BILL-USC-3591,(b)(5),paragraph,5,yes,(5) VULNERABILITY DISCLOSURE.—The term ‘vulnerability disclosure’ means a vulnerability identified under section 3559B.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)#3,BILL-SEC-101,BILL-USC-3592,(a),subsection,a,yes,"(a) NOTIFICATION.—As expeditiously as practicable and without unreasonable delay, and in any case not later than 30 days after an agency has a reasonable basis to conclude that a major incident has occurred due to a high risk exposure of personal identifiable information, as described in section 3598(c)(2), the head of the agency shall provide notice of the major incident in accordance with subsection (b) in writing to the last known home mailing address of each individual whom the major incident may have impacted.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)#3,BILL-SEC-101,BILL-USC-3592,(b),subsection,b,yes,(b) CONTENTS OF NOTICE.—Each notice to an individual required under subsection (a) shall include—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)#4,BILL-SEC-101,BILL-USC-3592,(b)(1),paragraph,1,yes,(1) a description of the rationale for the determination that the major incident resulted in a high risk of exposure of the personal information of the individual;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)#3,BILL-SEC-101,BILL-USC-3592,(b)(2),paragraph,2,yes,(2) an assessment of the type of risk the individual may face as a result of an exposure;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(3)#2,BILL-SEC-101,BILL-USC-3592,(b)(3),paragraph,3,yes,(3) contact information for the Federal Bureau of Investigation or other appropriate entity;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(4)#2,BILL-SEC-101,BILL-USC-3592,(b)(4),paragraph,4,yes,(4) the contact information of each nationwide consumer reporting agency;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(5)#2,BILL-SEC-101,BILL-USC-3592,(b)(5),paragraph,5,yes,"(5) the contact information for questions to the agency, including a telephone number, e-mail address, and website;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(6),BILL-SEC-101,BILL-USC-3592,(b)(6),paragraph,6,yes,(6) information on any remedy being offered by the agency;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(7)#2,BILL-SEC-101,BILL-USC-3592,(b)(7),paragraph,7,yes,(7) consolidated Federal Government recommendations on what to do in the event of a major incident; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(8)#2,BILL-SEC-101,BILL-USC-3592,(b)(8),paragraph,8,yes,(8) any other appropriate information as determined by the head of the agency.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)#3,BILL-SEC-101,BILL-USC-3592,(c),subsection,c,yes,(c) DELAY OF NOTIFICATION.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(1)#5,BILL-SEC-101,BILL-USC-3592,(c)(1),paragraph,1,yes,"(1) IN GENERAL.—The Attorney General, the Director of National Intelligence, or the Secretary of Homeland Security may impose a delay of a notification required under subsection (a) if the notification would disrupt a law enforcement investigation, endanger national security, or hamper security remediation actions.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)#6,BILL-SEC-101,BILL-USC-3592,(c)(2),paragraph,2,yes,(2) DOCUMENTATION.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(A)#3,BILL-SEC-101,BILL-USC-3592,(c)(2)(A),subparagraph,A,yes,"(A) IN GENERAL.—Any delay under paragraph (1) shall be reported in writing to the head of the agency, the Director, the Director of the Cybersecurity and Infrastructure Security Agency, and the Office of Inspector General of the agency that experienced the major incident.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(B)#3,BILL-SEC-101,BILL-USC-3592,(c)(2)(B),subparagraph,B,yes,(B) CONTENTS.—A statement required under subparagraph (A) shall include a written statement from the entity that delayed the notification explaining the need for the delay.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(2)(C)#3,BILL-SEC-101,BILL-USC-3592,(c)(2)(C),subparagraph,C,yes,"(C) FORM.—The statement required under subparagraph (A) shall be unclassified, but may include a classified annex.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)(3)#5,BILL-SEC-101,BILL-USC-3592,(c)(3),paragraph,3,yes,(3) RENEWAL.—A delay under paragraph (1) shall be for a period of 2 months and may be renewed.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)#2,BILL-SEC-101,BILL-USC-3592,(d),subsection,d,yes,"(d) UPDATE NOTIFICATION.—If an agency determines there is a change in the reasonable basis to conclude that a major incident occurred, or that there is a change in the details of the information provided to impacted individuals as described in subsection (b), the agency shall as expeditiously as practicable and without unreasonable delay, and in any case not later than 30 days after such a determination, notify all such individuals who received a notification pursuant to subsection (a) of those changes.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(e),BILL-SEC-101,BILL-USC-3592,(e),subsection,e,yes,(e) RULE OF CONSTRUCTION.—Nothing in this section shall be construed to limit—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(e)(1),BILL-SEC-101,BILL-USC-3592,(e)(1),paragraph,1,yes,(1) the Director from issuing guidance regarding notifications or the head of an agency from sending notifications to individuals impacted by incidents not determined to be major incidents; or,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(e)(2),BILL-SEC-101,BILL-USC-3592,(e)(2),paragraph,2,yes,(2) the Director from issuing guidance regarding notifications of major incidents or the head of an agency from issuing notifications to individuals impacted by major incidents that contain more information than described in subsection (b).,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)#4,BILL-SEC-101,BILL-USC-3593,(a),subsection,a,yes,(a) INITIAL REPORT.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)#3,BILL-SEC-101,BILL-USC-3593,(a)(1),paragraph,1,yes,"(1) IN GENERAL.—Not later than 5 days after the date on which an agency has a reasonable basis to conclude that a major incident occurred, the head of the agency shall submit a written notification and, to the extent practicable, provide a briefing, to the appropriate notification entities, taking into account—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(A)#3,BILL-SEC-101,BILL-USC-3593,(a)(1)(A),subparagraph,A,yes,(A) the information known at the time of the notification;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(B)#3,BILL-SEC-101,BILL-USC-3593,(a)(1)(B),subparagraph,B,yes,(B) the sensitivity of the details associated with the major incident; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(1)(C)#2,BILL-SEC-101,BILL-USC-3593,(a)(1)(C),subparagraph,C,yes,(C) the classification level of the information contained in the notification.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)#2,BILL-SEC-101,BILL-USC-3593,(a)(2),paragraph,2,yes,(2) CONTENTS.—A notification required under paragraph (1) shall include—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(A)#2,BILL-SEC-101,BILL-USC-3593,(a)(2)(A),subparagraph,A,yes,"(A) a summary of the information available about the major incident, including how the major incident occurred, based on information available to agency officials as of the date on which the agency submits the report;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(B)#2,BILL-SEC-101,BILL-USC-3593,(a)(2)(B),subparagraph,B,yes,"(B) if applicable, an estimate of the number of individuals impacted by the major incident, including an assessment of the risk level to impacted individuals based on the guidance promulgated under section 3598(c)(1) and any information available to agency officials on the date on which the agency submits the report;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(C),BILL-SEC-101,BILL-USC-3593,(a)(2)(C),subparagraph,C,yes,"(C) if applicable, a description and any associated documentation of any circumstances necessitating a delay in or exemption to notification granted under subsection (c) or (d) of section 3592; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(a)(2)(D)#2,BILL-SEC-101,BILL-USC-3593,(a)(2)(D),subparagraph,D,yes,"(D) if applicable, an assessment of the impacts to the agency, the Federal Government, or the security of the United States, based on information available to agency officials on the date on which the agency submits the report.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)#4,BILL-SEC-101,BILL-USC-3593,(b),subsection,b,yes,"(b) SUPPLEMENTAL REPORT.—Within a reasonable amount of time, but not later than 45 days after the date on which additional information relating to a major incident for which an agency submitted a written notification under subsection (a) is discovered by the agency, the head of the agency shall submit to the appropriate notification entities updates to the written notification that include summaries of—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(1)#5,BILL-SEC-101,BILL-USC-3593,(b)(1),paragraph,1,yes,"(1) the threats and threat actors, vulnerabilities, means by which the major incident occurred, and impacts to the agency relating to the major incident;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(2)#4,BILL-SEC-101,BILL-USC-3593,(b)(2),paragraph,2,yes,(2) any risk assessment and subsequent riskbased security implementation of the affected information system before the date on which the major incident occurred;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(3)#3,BILL-SEC-101,BILL-USC-3593,(b)(3),paragraph,3,yes,(3) the status of compliance of the affected information system with applicable security requirements at the time of the major incident;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(4)#3,BILL-SEC-101,BILL-USC-3593,(b)(4),paragraph,4,yes,(4) an estimate of the number of individuals affected by the major incident based on information available to agency officials as of the date on which the agency submits the update;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(5)#3,BILL-SEC-101,BILL-USC-3593,(b)(5),paragraph,5,yes,(5) an update to the assessment of the risk of harm to impacted individuals affected by the major incident based on information available to agency officials as of the date on which the agency submits the update;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(6)#2,BILL-SEC-101,BILL-USC-3593,(b)(6),paragraph,6,yes,"(6) an update to the assessment of the risk to agency operations, or to impacts on other agency or non-Federal entity operations, affected by the major incident based on information available to agency officials as of the date on which the agency submits the update; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(b)(7)#3,BILL-SEC-101,BILL-USC-3593,(b)(7),paragraph,7,yes,"(7) the detection, response, and remediation actions of the agency, including any support provided by the Cybersecurity and Infrastructure Security Agency under section 3594(d) and status updates on the notification process described in section 3592(a), including any delay or exemption described in subsection (c) or (d), respectively, of section 3592, if applicable.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(c)#4,BILL-SEC-101,BILL-USC-3593,(c),subsection,c,yes,"(c) UPDATE REPORT.—If the agency determines that there is any significant change in the understanding of the agency of the scope, scale, or consequence of a major incident for which an agency submitted a written notification under subsection (a), the agency shall provide an updated report to the appropriate notification entities that includes information relating to the change in understanding.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-101(d)#3,BILL-SEC-101,BILL-USC-3593,(d),subsection,d,yes,(d) ANNUAL REPORT.—Each agency shall submit as part of the annual report required under section 3554(c)(1) of this title a description of each major incident that occurred during the 1-year period preceding the date on which the report is submitted.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
