response_option_id,instrument_id,parent_id,text,source_document
OPT-SAOP-143,SAOP-FY25,SAOP-9e,dispose of PII? 59,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-144,SAOP-FY25,SAOP-9e,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-145,SAOP-FY25,SAOP-9e,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-146,SAOP-FY25,SAOP-9f,referenced in question 9e prior to being granted access? 60,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-147,SAOP-FY25,SAOP-9f,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-148,SAOP-FY25,SAOP-9f,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-149,SAOP-FY25,SAOP-9f,Not applicable – the agency did not have such rules of behavior,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-150,SAOP-FY25,SAOP-10a,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-151,SAOP-FY25,SAOP-10a,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-152,SAOP-FY25,SAOP-10b,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-153,SAOP-FY25,SAOP-10b,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-154,SAOP-FY25,SAOP-10c,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-155,SAOP-FY25,SAOP-10c,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-156,SAOP-FY25,SAOP-10d,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-157,SAOP-FY25,SAOP-10d,"No (if selected, please explain in the text box) 13",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-158,SAOP-FY25,SAOP-11a,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-159,SAOP-FY25,SAOP-11a,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-160,SAOP-FY25,SAOP-11c,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-161,SAOP-FY25,SAOP-11c,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-162,SAOP-FY25,SAOP-11e,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-163,SAOP-FY25,SAOP-11e,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-164,SAOP-FY25,SAOP-11f,with agency-wide privacy requirements and policies? 69 (Select one of the following.),USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-165,SAOP-FY25,SAOP-11f,"Processes did not exist (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-166,SAOP-FY25,SAOP-11f,"Processes existed; however, they were not fully documented and/or did not cover all relevant aspects",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-167,SAOP-FY25,SAOP-11f,Processes were fully documented and implemented and covered all relevant aspects,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-168,SAOP-FY25,SAOP-11f,"Processes were fully documented and implemented and covered all relevant aspects, and reviews were regularly conducted to assess the effectiveness of the processes and to ensure that documented policies remain current",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-169,SAOP-FY25,SAOP-11g,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-170,SAOP-FY25,SAOP-11g,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-171,SAOP-FY25,SAOP-11h,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-172,SAOP-FY25,SAOP-11h,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-173,SAOP-FY25,SAOP-11h,Not applicable – the agency did not have such rules of behavior,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-174,SAOP-FY25,SAOP-12a,explain in the text box),USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-175,SAOP-FY25,SAOP-12b,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-176,SAOP-FY25,SAOP-12b,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-177,SAOP-FY25,SAOP-12b,Not applicable – the agency did not have a breach response plan,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-178,SAOP-FY25,SAOP-12c,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-179,SAOP-FY25,SAOP-12c,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-180,SAOP-FY25,SAOP-12d,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-181,SAOP-FY25,SAOP-12d,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-182,SAOP-FY25,SAOP-12d,Not applicable – the agency did not have such a breach response team,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-183,SAOP-FY25,SAOP-12e,agency during the reporting period? 76,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-184,SAOP-FY25,SAOP-13a,"selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-185,SAOP-FY25,SAOP-13b,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-186,SAOP-FY25,SAOP-13b,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-187,SAOP-FY25,SAOP-13c,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-188,SAOP-FY25,SAOP-13c,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-189,SAOP-FY25,SAOP-13d,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-190,SAOP-FY25,SAOP-13d,"No (if selected, please explain in the text box) 16",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-191,SAOP-FY25,SAOP-14a,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-192,SAOP-FY25,SAOP-14a,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-193,SAOP-FY25,SAOP-14b,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-194,SAOP-FY25,SAOP-14b,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-195,SAOP-FY25,SAOP-14b,Not applicable – the agency did not maintain any Privacy Act systems of records,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-196,SAOP-FY25,SAOP-14c,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-197,SAOP-FY25,SAOP-14c,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-198,SAOP-FY25,SAOP-14c,"Not applicable – the agency did not maintain, operate, or use any IT systems that required a PIA",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-199,SAOP-FY25,SAOP-14d,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-200,SAOP-FY25,SAOP-14d,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-201,SAOP-FY25,SAOP-14d,Not applicable – the agency did not participate in any matching programs,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-202,SAOP-FY25,SAOP-14e,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-203,SAOP-FY25,SAOP-14e,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-204,SAOP-FY25,SAOP-14e,Not applicable – the agency did not claim any Privacy Act exemptions for their systems of records,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-205,SAOP-FY25,SAOP-14f,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-206,SAOP-FY25,SAOP-14f,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-207,SAOP-FY25,SAOP-14f,Not applicable – the agency did not maintain any Privacy Act systems of records,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-208,SAOP-FY25,SAOP-14g,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-209,SAOP-FY25,SAOP-14g,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-210,SAOP-FY25,SAOP-14g,Not applicable – the agency did not have any publicly available agency policies on privacy,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-211,SAOP-FY25,SAOP-14h,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-212,SAOP-FY25,SAOP-14h,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-213,SAOP-FY25,SAOP-14h,Not applicable – the agency did not have any publicly available agency reports on privacy,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-214,SAOP-FY25,SAOP-14i,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-215,SAOP-FY25,SAOP-14i,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-216,SAOP-FY25,SAOP-14i,Not applicable – the agency did not maintain any Privacy Act systems of records,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-217,SAOP-FY25,SAOP-14j,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-218,SAOP-FY25,SAOP-14j,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-219,SAOP-FY25,SAOP-14k,Yes,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-220,SAOP-FY25,SAOP-14k,"No (if selected, please explain in the text box)",USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
OPT-SAOP-221,SAOP-FY25,SAOP-14k,Not applicable – there was no SAOP designated by the head of the agency 18,USA_FISMA_FY25_SAOP_FISMA_Metrics_508.txt
