usc_clause_id,usc_section_id,path,kind,label,citation,heading,text,source_document
USC-3554(a)(3),USC-3554,(a)(3),paragraph,3,44 U.S.C. § 3554(a)(3),,"(3) delegate to the agency Chief Information Officer established under section 3506 (or comparable official in an agency not covered by such section) the authority to ensure compliance with the requirements imposed on the agency under this subchapter, including—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(A),USC-3554,(a)(3)(A),subparagraph,A,44 U.S.C. § 3554(a)(3)(A),,(A) designating a senior agency information security officer who shall—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(A)(i),USC-3554,(a)(3)(A)(i),clause,i,44 U.S.C. § 3554(a)(3)(A)(i),,(i) carry out the Chief Information Officer’s responsibilities under this section;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(A)(ii),USC-3554,(a)(3)(A)(ii),clause,ii,44 U.S.C. § 3554(a)(3)(A)(ii),,"(ii) possess professional qualifications, including training and experience, required to administer the functions described under this section;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(A)(iii),USC-3554,(a)(3)(A)(iii),clause,iii,44 U.S.C. § 3554(a)(3)(A)(iii),,(iii) have information security duties as that official’s primary duty; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(A)(iv),USC-3554,(a)(3)(A)(iv),clause,iv,44 U.S.C. § 3554(a)(3)(A)(iv),,(iv) head an office with the mission and resources to assist in ensuring agency compliance with this section;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(B),USC-3554,(a)(3)(B),subparagraph,B,44 U.S.C. § 3554(a)(3)(B),,(B) developing and maintaining an agencywide information security program as required by subsection (b);,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(C),USC-3554,(a)(3)(C),subparagraph,C,44 U.S.C. § 3554(a)(3)(C),,"(C) developing and maintaining information security policies, procedures, and control techniques to address all applicable requirements, including those issued under section 3553 of this title and section 11331 of title 40;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(D),USC-3554,(a)(3)(D),subparagraph,D,44 U.S.C. § 3554(a)(3)(D),,(D) training and overseeing personnel with significant responsibilities for information security with respect to such responsibilities; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(3)(E),USC-3554,(a)(3)(E),subparagraph,E,44 U.S.C. § 3554(a)(3)(E),,(E) assisting senior agency officials concerning their responsibilities under paragraph (2);,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(4),USC-3554,(a)(4),paragraph,4,44 U.S.C. § 3554(a)(4),,"(4) ensure that the agency has trained personnel sufficient to assist the agency in complying with the requirements of this subchapter and related policies, procedures, standards, and guidelines;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(5),USC-3554,(a)(5),paragraph,5,44 U.S.C. § 3554(a)(5),,"(5) ensure that the agency Chief Information Officer, in coordination with other senior agency officials, reports annually to the agency head on the effectiveness of the agency information security program, including progress of remedial actions;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(6),USC-3554,(a)(6),paragraph,6,44 U.S.C. § 3554(a)(6),,"(6) ensure that senior agency officials, including chief information officers of component agencies or equivalent officials, carry out responsibilities under this subchapter as directed by the official delegated authority under paragraph (3); and","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(a)(7),USC-3554,(a)(7),paragraph,7,44 U.S.C. § 3554(a)(7),,(7) ensure that all personnel are held accountable for complying with the agency-wide information security program implemented under subsection (b).,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b),USC-3554,(b),subsection,b,44 U.S.C. § 3554(b),AGENCY PROGRAM,"(b) AGENCY PROGRAM.—Each agency shall develop, document, and implement an agency-wide information security program to provide information security for the information and information systems that support the operations and assets of the agency, including those provided or managed by another agency, contractor, or other source, that includes—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(1),USC-3554,(b)(1),paragraph,1,44 U.S.C. § 3554(b)(1),,"(1) periodic assessments of the risk and magnitude of the harm that could result from the unauthorized access, use, disclosure, disruption, modification, or destruction of information and information systems that support the operations and assets of the agency, which may include using automated tools consistent with standards and guidelines promulgated under section 11331 of title 40;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2),USC-3554,(b)(2),paragraph,2,44 U.S.C. § 3554(b)(2),,(2) policies and procedures that—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2)(A),USC-3554,(b)(2)(A),subparagraph,A,44 U.S.C. § 3554(b)(2)(A),,(A) are based on the risk assessments required by paragraph (1);,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2)(B),USC-3554,(b)(2)(B),subparagraph,B,44 U.S.C. § 3554(b)(2)(B),,(B) cost-effectively reduce information security risks to an acceptable level;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2)(C),USC-3554,(b)(2)(C),subparagraph,C,44 U.S.C. § 3554(b)(2)(C),,(C) ensure that information security is addressed throughout the life cycle of each agency information system; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2)(D),USC-3554,(b)(2)(D),subparagraph,D,44 U.S.C. § 3554(b)(2)(D),,(D) ensure compliance with—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2)(D)(i),USC-3554,(b)(2)(D)(i),clause,i,44 U.S.C. § 3554(b)(2)(D)(i),,(i) the requirements of this subchapter;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2)(D)(ii),USC-3554,(b)(2)(D)(ii),clause,ii,44 U.S.C. § 3554(b)(2)(D)(ii),,"(ii) policies and procedures as may be prescribed by the Director, and information security standards promulgated under section 11331 of title 40;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2)(D)(iii),USC-3554,(b)(2)(D)(iii),clause,iii,44 U.S.C. § 3554(b)(2)(D)(iii),,"(iii) minimally acceptable system configuration requirements, as determined by the agency; and","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(2)(D)(iv),USC-3554,(b)(2)(D)(iv),clause,iv,44 U.S.C. § 3554(b)(2)(D)(iv),,"(iv) any other applicable requirements, including standards and guidelines for national security systems issued in accordance with law and as directed by the President;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(3),USC-3554,(b)(3),paragraph,3,44 U.S.C. § 3554(b)(3),,"(3) subordinate plans for providing adequate information security for networks, facilities, and systems or groups of information systems, as appropriate;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(4),USC-3554,(b)(4),paragraph,4,44 U.S.C. § 3554(b)(4),,"(4) security awareness training to inform personnel, including contractors and other users of information systems that support the operations and assets of the agency, of—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(4)(A),USC-3554,(b)(4)(A),subparagraph,A,44 U.S.C. § 3554(b)(4)(A),,(A) information security risks associated with their activities; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(4)(B),USC-3554,(b)(4)(B),subparagraph,B,44 U.S.C. § 3554(b)(4)(B),,(B) their responsibilities in complying with agency policies and procedures designed to reduce these risks;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(5),USC-3554,(b)(5),paragraph,5,44 U.S.C. § 3554(b)(5),,"(5) periodic testing and evaluation of the effectiveness of information security policies, procedures, and practices, to be performed with a frequency depending on risk, but no less than annually, of which such testing—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(5)(A),USC-3554,(b)(5)(A),subparagraph,A,44 U.S.C. § 3554(b)(5)(A),,"(A) shall include testing of management, operational, and technical controls of every information system identified in the inventory required under section 3505(c);","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(5)(B),USC-3554,(b)(5)(B),subparagraph,B,44 U.S.C. § 3554(b)(5)(B),,(B) may include testing relied on in an evaluation under section 3555; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(5)(C),USC-3554,(b)(5)(C),subparagraph,C,44 U.S.C. § 3554(b)(5)(C),,"(C) shall include using automated tools, consistent with standards and guidelines promulgated under section 11331 of title 40;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(6),USC-3554,(b)(6),paragraph,6,44 U.S.C. § 3554(b)(6),,"(6) a process for planning, implementing, evaluating, and documenting remedial action to address any deficiencies in the information security policies, procedures, and practices of the agency;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7),USC-3554,(b)(7),paragraph,7,44 U.S.C. § 3554(b)(7),,"(7) procedures for detecting, reporting, and responding to security incidents, which—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(A),USC-3554,(b)(7)(A),subparagraph,A,44 U.S.C. § 3554(b)(7)(A),,(A) shall be consistent with the standards and guidelines described in section 3556(b);,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(B),USC-3554,(b)(7)(B),subparagraph,B,44 U.S.C. § 3554(b)(7)(B),,(B) may include using automated tools; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C),USC-3554,(b)(7)(C),subparagraph,C,44 U.S.C. § 3554(b)(7)(C),,(C) shall include—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(i),USC-3554,(b)(7)(C)(i),clause,i,44 U.S.C. § 3554(b)(7)(C)(i),,(i) mitigating risks associated with such incidents before substantial damage is done;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(ii),USC-3554,(b)(7)(C)(ii),clause,ii,44 U.S.C. § 3554(b)(7)(C)(ii),,(ii) notifying and consulting with the Federal information security incident center established in section 3556; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(iii),USC-3554,(b)(7)(C)(iii),clause,iii,44 U.S.C. § 3554(b)(7)(C)(iii),,"(iii) notifying and consulting with, as appropriate—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(iii)(I),USC-3554,(b)(7)(C)(iii)(I),subclause,I,44 U.S.C. § 3554(b)(7)(C)(iii)(I),,(I) law enforcement agencies and relevant Offices of Inspector General and Offices of General Counsel;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(iii)(II),USC-3554,(b)(7)(C)(iii)(II),subclause,II,44 U.S.C. § 3554(b)(7)(C)(iii)(II),,(II) an office designated by the President for any incident involving a national security system;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(iii)(III),USC-3554,(b)(7)(C)(iii)(III),subclause,III,44 U.S.C. § 3554(b)(7)(C)(iii)(III),,"(III) for a major incident, the committees of Congress described in subsection (c)(1)—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(iii)(III)(aa),USC-3554,(b)(7)(C)(iii)(III)(aa),item,aa,44 U.S.C. § 3554(b)(7)(C)(iii)(III)(aa),,(aa) not later than 7 days after the date on which there is a reasonable basis to conclude that the major incident has occurred; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(iii)(III)(bb),USC-3554,(b)(7)(C)(iii)(III)(bb),item,bb,44 U.S.C. § 3554(b)(7)(C)(iii)(III)(bb),,"(bb) after the initial notification under item (aa), within a reasonable period of time after additional information relating to the incident is discovered, including the summary required under subsection (c)(1)(A)(i); and","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(7)(C)(iii)(IV),USC-3554,(b)(7)(C)(iii)(IV),subclause,IV,44 U.S.C. § 3554(b)(7)(C)(iii)(IV),,"(IV) any other agency or office, in accordance with law or as directed by the President; and","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(b)(8),USC-3554,(b)(8),paragraph,8,44 U.S.C. § 3554(b)(8),,(8) plans and procedures to ensure continuity of operations for information systems that support the operations and assets of the agency.,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c),USC-3554,(c),subsection,c,44 U.S.C. § 3554(c),AGENCY REPORTING,(c) AGENCY REPORTING.—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1),USC-3554,(c)(1),paragraph,1,44 U.S.C. § 3554(c)(1),ANNUAL REPORT,(1) ANNUAL REPORT.—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A),USC-3554,(c)(1)(A),subparagraph,A,44 U.S.C. § 3554(c)(1)(A),IN GENERAL,"(A) IN GENERAL.—Each agency shall submit to the Director, the Secretary, the Committee on Government Reform, the Committee on Homeland Security, and the Committee on Science of the House of Representatives, the Committee on Homeland Security and Governmental Affairs and the Committee on Commerce, Science, and Transportation of the Senate, the appropriate authorization and appropriations committees of Congress, and the Comptroller General a report on the adequacy and effectiveness of information security policies, procedures, and practices, including—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(i),USC-3554,(c)(1)(A)(i),clause,i,44 U.S.C. § 3554(c)(1)(A)(i),,"(i) a description of each major information security incident or related sets of incidents, including summaries of—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(i)(I),USC-3554,(c)(1)(A)(i)(I),subclause,I,44 U.S.C. § 3554(c)(1)(A)(i)(I),,"(I) the threats and threat actors, vulnerabilities, and impacts relating to the incident;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(i)(II),USC-3554,(c)(1)(A)(i)(II),subclause,II,44 U.S.C. § 3554(c)(1)(A)(i)(II),,(II) the risk assessments conducted under section 3554(a)(2)(A) of the affected information systems before the date on which the incident occurred;,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(i)(III),USC-3554,(c)(1)(A)(i)(III),subclause,III,44 U.S.C. § 3554(c)(1)(A)(i)(III),,(III) the status of compliance of the affected information systems with applicable security requirements at the time of the incident; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(i)(IV),USC-3554,(c)(1)(A)(i)(IV),subclause,IV,44 U.S.C. § 3554(c)(1)(A)(i)(IV),,"(IV) the detection, response, and remediation actions;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(ii),USC-3554,(c)(1)(A)(ii),clause,ii,44 U.S.C. § 3554(c)(1)(A)(ii),,"(ii) the total number of information security incidents, including a description of incidents resulting in significant compromise of information security, system impact levels, types of incident, and locations of affected systems;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(iii),USC-3554,(c)(1)(A)(iii),clause,iii,44 U.S.C. § 3554(c)(1)(A)(iii),,"(iii) a description of each major information security incident that involved a breach of personally identifiable information, as defined by the Director, including—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(iii)(I),USC-3554,(c)(1)(A)(iii)(I),subclause,I,44 U.S.C. § 3554(c)(1)(A)(iii)(I),,(I) the number of individuals whose information was affected by the major information security incident; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(iii)(II),USC-3554,(c)(1)(A)(iii)(II),subclause,II,44 U.S.C. § 3554(c)(1)(A)(iii)(II),,(II) a description of the information that was breached or exposed; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(A)(iv),USC-3554,(c)(1)(A)(iv),clause,iv,44 U.S.C. § 3554(c)(1)(A)(iv),,"(iv) any other information as the Director or the Secretary, in consultation with the Director, may require.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(B),USC-3554,(c)(1)(B),subparagraph,B,44 U.S.C. § 3554(c)(1)(B),UNCLASSIFIED REPORT,(B) UNCLASSIFIED REPORT.—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(B)(i),USC-3554,(c)(1)(B)(i),clause,i,44 U.S.C. § 3554(c)(1)(B)(i),IN GENERAL,"(i) IN GENERAL.—Each report submitted under subparagraph (A) shall be in unclassified form, but may include a classified annex.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(1)(B)(ii),USC-3554,(c)(1)(B)(ii),clause,ii,44 U.S.C. § 3554(c)(1)(B)(ii),ACCESS TO INFORMATION,"(ii) ACCESS TO INFORMATION.—The head of an agency shall ensure that, to the greatest extent practicable, information is included in the unclassified version of the reports submitted by the agency under subparagraph (A).","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(c)(2),USC-3554,(c)(2),paragraph,2,44 U.S.C. § 3554(c)(2),OTHER PLANS AND REPORTS,"(2) OTHER PLANS AND REPORTS.—Each agency shall address the adequacy and effectiveness of information security policies, procedures, and practices in management plans and reports.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(d),USC-3554,(d),subsection,d,44 U.S.C. § 3554(d),PERFORMANCE PLAN,"(d) PERFORMANCE PLAN.—(1) In addition to the requirements of subsection (c), each agency, in consultation with the Director, shall include as part of the performance plan required under section 1115 of title 31 a description of—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(d)(1)(A),USC-3554,(d)(1)(A),subparagraph,A,44 U.S.C. § 3554(d)(1)(A),,(A) the time periods; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(d)(1)(B),USC-3554,(d)(1)(B),subparagraph,B,44 U.S.C. § 3554(d)(1)(B),,"(B) the resources, including budget, staffing, and training, that are necessary to implement the program required under subsection (b).","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(d)(2),USC-3554,(d)(2),paragraph,2,44 U.S.C. § 3554(d)(2),,(2) The description under paragraph (1) shall be based on the risk assessments required under subsection (b)(1).,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3554(e),USC-3554,(e),subsection,e,44 U.S.C. § 3554(e),PUBLIC NOTICE AND COMMENT,(e) PUBLIC NOTICE AND COMMENT.—Each agency shall provide the public with timely notice and opportunities for comment on proposed information security policies and procedures to the extent that such policies and procedures affect communication with the public.,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(a),USC-3555,(a),subsection,a,44 U.S.C. § 3555(a),IN GENERAL,(a) IN GENERAL.—(1) Each year each agency shall have performed an independent evaluation of the information security program and practices of that agency to determine the effectiveness of such program and practices.,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(a)(2),USC-3555,(a)(2),paragraph,2,44 U.S.C. § 3555(a)(2),,(2) Each evaluation under this section shall include—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(a)(2)(A),USC-3555,(a)(2)(A),subparagraph,A,44 U.S.C. § 3555(a)(2)(A),,"(A) testing of the effectiveness of information security policies, procedures, and practices of a representative subset of the agency’s information systems;","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(a)(2)(B),USC-3555,(a)(2)(B),subparagraph,B,44 U.S.C. § 3555(a)(2)(B),,"(B) an assessment of the effectiveness of the information security policies, procedures, and practices of the agency; and","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(a)(2)(C),USC-3555,(a)(2)(C),subparagraph,C,44 U.S.C. § 3555(a)(2)(C),,"(C) separate presentations, as appropriate, regarding information security relating to national security systems.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(b),USC-3555,(b),subsection,b,44 U.S.C. § 3555(b),INDEPENDENT AUDITOR,(b) INDEPENDENT AUDITOR.—Subject to subsection (c)—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(b)(1),USC-3555,(b)(1),paragraph,1,44 U.S.C. § 3555(b)(1),,"(1) for each agency with an Inspector General appointed under the Inspector General Act of 1978, the annual evaluation required by this section shall be performed by the Inspector General or by an independent external auditor, as determined by the Inspector General of the agency; and","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(b)(2),USC-3555,(b)(2),paragraph,2,44 U.S.C. § 3555(b)(2),,"(2) for each agency to which paragraph (1) does not apply, the head of the agency shall engage an independent external auditor to perform the evaluation.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(c),USC-3555,(c),subsection,c,44 U.S.C. § 3555(c),NATIONAL SECURITY SYSTEMS,"(c) NATIONAL SECURITY SYSTEMS.—For each agency operating or exercising control of a national security system, that portion of the evaluation required by this section directly relating to a national security system shall be performed—","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(c)(1),USC-3555,(c)(1),paragraph,1,44 U.S.C. § 3555(c)(1),,(1) only by an entity designated by the agency head; and,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(c)(2),USC-3555,(c)(2),paragraph,2,44 U.S.C. § 3555(c)(2),,(2) in such a manner as to ensure appropriate protection for information associated with any information security vulnerability in such system commensurate with the risk and in accordance with all applicable laws.,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(d),USC-3555,(d),subsection,d,44 U.S.C. § 3555(d),EXISTING EVALUATIONS,"(d) EXISTING EVALUATIONS.—The evaluation required by this section may be based in whole or in part on an audit, evaluation, or report relating to programs or practices of the applicable agency.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(e),USC-3555,(e),subsection,e,44 U.S.C. § 3555(e),AGENCY REPORTING,"(e) AGENCY REPORTING.—(1) Each year, not later than such date established by the Director, the head of each agency shall submit to the Director the results of the evaluation required under this section.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(e)(2),USC-3555,(e)(2),paragraph,2,44 U.S.C. § 3555(e)(2),,"(2) To the extent an evaluation required under this section directly relates to a national security system, the evaluation results submitted to the Director shall contain only a summary and assessment of that portion of the evaluation directly relating to a national security system.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(f),USC-3555,(f),subsection,f,44 U.S.C. § 3555(f),PROTECTION OF INFORMATION,"(f) PROTECTION OF INFORMATION.—Agencies and evaluators shall take appropriate steps to ensure the protection of information which, if disclosed, may adversely affect information security. Such protections shall be commensurate with the risk and comply with all applicable laws and regulations.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(g),USC-3555,(g),subsection,g,44 U.S.C. § 3555(g),OMB REPORTS TO CONGRESS,(g) OMB REPORTS TO CONGRESS.—(1) The Director shall summarize the results of the evaluations conducted under this section in the report to Congress required under section 3553(c).,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(g)(2),USC-3555,(g)(2),paragraph,2,44 U.S.C. § 3555(g)(2),,(2) The Director’s report to Congress under this subsection shall summarize information regarding information security relating to national security systems in such a manner as to ensure appropriate protection for information associated with any information security vulnerability in such system commensurate with the risk and in accordance with all applicable laws.,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(g)(3),USC-3555,(g)(3),paragraph,3,44 U.S.C. § 3555(g)(3),,"(3) Evaluations and any other descriptions of information systems under the authority and control of the Director of National Intelligence or of National Foreign Intelligence Programs systems under the authority and control of the Secretary of Defense shall be made available to Congress only through the appropriate oversight committees of Congress, in accordance with applicable laws.","USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
USC-3555(h),USC-3555,(h),subsection,h,44 U.S.C. § 3555(h),COMPTROLLER GENERAL,(h) COMPTROLLER GENERAL.—The Comptroller General shall periodically evaluate and report to Congress on—,"USA_FISMA_Federal_Information_Security_Modernization_Act2.txt (Public Law 113-283, 128 STAT. 3073)"
