articleitem_id,item_label,parent_id,parent_type,article_number,reference,text,source_document
A35-2-b,b,A35-2,SubArticle,35,Article 35(2)(b),Name of parties;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-c,c,A35-2,SubArticle,35,Article 35(2)(c),Addresses of parties;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-d,d,A35-2,SubArticle,35,Article 35(2)(d),Recitals containing reference to any Principal Agreement or Service Level Agreement;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-e,e,A35-2,SubArticle,35,Article 35(2)(e),Purpose of data processing;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-f,f,A35-2,SubArticle,35,Article 35(2)(f),Location of data processing (taking into account the provisions of the NDP Act on cross-border data transfer);,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-g,g,A35-2,SubArticle,35,Article 35(2)(g),Scope of the processing;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-h,h,A35-2,SubArticle,35,Article 35(2)(h),Lawful basis of data processing;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-i,i,A35-2,SubArticle,35,Article 35(2)(i),Responsibilities of parties under the DPA;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-j,j,A35-2,SubArticle,35,Article 35(2)(j),"Technical and Organisational Measures for data protection (if highly technical or scientific, it should be expressly outlined in a schedule to the DPA);","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-k,k,A35-2,SubArticle,35,Article 35(2)(k),The outcome of a DPIA where relevant;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-l,l,A35-2,SubArticle,35,Article 35(2)(l),Potential risks;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-m,m,A35-2,SubArticle,35,Article 35(2)(m),NDP Act compliance (evidence of registration with the Commission should be ascertained);,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-n,n,A35-2,SubArticle,35,Article 35(2)(n),Confidentiality;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-o,o,A35-2,SubArticle,35,Article 35(2)(o),Tenure;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-p,p,A35-2,SubArticle,35,Article 35(2)(p),Specific Restrictions;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-q,q,A35-2,SubArticle,35,Article 35(2)(q),Indemnity;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-r,r,A35-2,SubArticle,35,Article 35(2)(r),Insurance;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-s,s,A35-2,SubArticle,35,Article 35(2)(s),Force Majeure; and,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A35-2-t,t,A35-2,SubArticle,35,Article 35(2)(t),Dispute Resolution.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-a,a,A36-4,SubArticle,36,Article 36(4)(a),"The name and address of the data controller or data processor,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-b,b,A36-4,SubArticle,36,Article 36(4)(b),"The nature of business,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-c,c,A36-4,SubArticle,36,Article 36(4)(c),"The purpose and lawful basis of data processing,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-d,d,A36-4,SubArticle,36,Article 36(4)(d),"The nature of data processing in which an IDPM is required,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-e,e,A36-4,SubArticle,36,Article 36(4)(e),"The author and the jurisdiction of the IDPM being proposed for approval,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-f,f,A36-4,SubArticle,36,Article 36(4)(f),"The benefit of the IDPM in the data processing value chain,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-g,g,A36-4,SubArticle,36,Article 36(4)(g),"The benefit of the IDPM to the ecosystem,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-h,h,A36-4,SubArticle,36,Article 36(4)(h),"Three (3) use cases of the IDPM,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-i,i,A36-4,SubArticle,36,Article 36(4)(i),"Any disadvantages of the IDPM, and","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-4-j,j,A36-4,SubArticle,36,Article 36(4)(j),The name and contact details of its certified DPO.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-a,a,A36-6,SubArticle,36,Article 36(6)(a),"Anonymisation,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-b,b,A36-6,SubArticle,36,Article 36(6)(b),"Automated Decision Making,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-c,c,A36-6,SubArticle,36,Article 36(6)(c),"Child Online Protection,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-d,d,A36-6,SubArticle,36,Article 36(6)(d),"Data Portability,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-e,e,A36-6,SubArticle,36,Article 36(6)(e),"Data Subjects' Access Request,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-f,f,A36-6,SubArticle,36,Article 36(6)(f),"Data Privacy Impact Assessment,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-g,g,A36-6,SubArticle,36,Article 36(6)(g),"Deployment of Artificial Intelligence,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-h,h,A36-6,SubArticle,36,Article 36(6)(h),"Encryption,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-i,i,A36-6,SubArticle,36,Article 36(6)(i),"Forensic Data Security Audit,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-j,j,A36-6,SubArticle,36,Article 36(6)(j),"Legitimate Interest Assessment,","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-k,k,A36-6,SubArticle,36,Article 36(6)(k),"Pseudonymisation, and","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A36-6-l,l,A36-6,SubArticle,36,Article 36(6)(l),Record of Processing Activities.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-1-a,a,A39-1,SubArticle,39,Article 39(1)(a),The personal data is no longer necessary for the purpose a data controller originally collected or processed it.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-1-b,b,A39-1,SubArticle,39,Article 39(1)(b),A data controller is relying on an individual's consent as the lawful basis for processing the data and that individual withdraws their consent.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-1-c,c,A39-1,SubArticle,39,Article 39(1)(c),"A data controller is relying on legitimate interest as its justification for processing an individual's data, of which, the individual objects to this processing, and there is no overriding legitimate interest for the organisation to continue with the processing.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-1-d,d,A39-1,SubArticle,39,Article 39(1)(d),A data controller is processing personal data for direct marketing purposes and the individual objects to this processing.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-1-e,e,A39-1,SubArticle,39,Article 39(1)(e),A data controller processed an individual's personal data unlawfully.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-1-f,f,A39-1,SubArticle,39,Article 39(1)(f),A data controller must erase personal data in order to comply with a legal ruling or obligation.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-2-a,a,A39-2,SubArticle,39,Article 39(2)(a),The data is being used to exercise the right of freedom of expression and information subject to the limit of derogation permitted under Section 45 of the 1999 Constitution and other safeguards of the NDP Act.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-2-b,b,A39-2,SubArticle,39,Article 39(2)(b),The data is being used to comply with a legal ruling or obligation.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-2-c,c,A39-2,SubArticle,39,Article 39(2)(c),The data is being used to perform a task that is being carried out in the public's interest or when exercising an organisation's official authority.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-2-d,d,A39-2,SubArticle,39,Article 39(2)(d),The data being processed is necessary for public health purposes and serves the public interest.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-2-e,e,A39-2,SubArticle,39,Article 39(2)(e),The data being processed is necessary to perform preventative or occupational medicine. This only applies when the data is being processed by a health professional who is subject to a legal obligation of professional secrecy.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-2-f,f,A39-2,SubArticle,39,Article 39(2)(f),"The data represents important information that serves the public interest, scientific research, historical research, or statistical purposes and where erasure of the data would likely impair or halt progress towards the achievement that was the goal of the processing.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A39-2-g,g,A39-2,SubArticle,39,Article 39(2)(g),The data is being used for the establishment of a legal defence or in the exercise of other legal claims.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-5-a,a,A40-5,SubArticle,40,Article 40(5)(a),The applicability of the NDP Act to the complaint;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-5-b,b,A40-5,SubArticle,40,Article 40(5)(b),The urgency of the complaint and any urgent relief contained therein;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-5-c,c,A40-5,SubArticle,40,Article 40(5)(c),The impact of the allegations on the complainant or on a third party on whose behalf the complaint is being lodged with the Commission; and,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-5-d,d,A40-5,SubArticle,40,Article 40(5)(d),The temporary remedy that may be provided pending the outcome of an investigation into the complaint.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-8-a,a,A40-8,SubArticle,40,Article 40(8)(a),The information itemised under Article 40(5) of this NDP Act-GAID;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-8-b,b,A40-8,SubArticle,40,Article 40(8)(b),"The list of third-party data processors, agents or contractors engaged by the respondents for data processing together with data processing agreements and evidence of compliance with the NDP Act;","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-8-c,c,A40-8,SubArticle,40,Article 40(8)(c),Foreign countries to which the respondent transfers personal data together with the legal basis relied upon for the transfer;,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-8-d,d,A40-8,SubArticle,40,Article 40(8)(d),DPIA for technologies and methodologies relied on for personal data processing; and,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A40-8-e,e,A40-8,SubArticle,40,Article 40(8)(e),Name and official contact details of the respondent's DPO.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-1-a,a,A43-1,SubArticle,43,Article 43(1)(a),"Personal data, to all intents and purposes, belong to the natural person to whom it relates. Accordingly, it shall be construed as unethical to process data in a manner that the owner may object, taking into account, law, culture and faith.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-1-b,b,A43-1,SubArticle,43,Article 43(1)(b),"Where there are ethical concerns on individual's expectations on the use of their data, it is appropriate to anonymise their data and to only process it within the confines of the laws to which they are subject.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-1-c,c,A43-1,SubArticle,43,Article 43(1)(c),"Where there are proceeds from the lawful use of other people's property – in this case, personal data - it is to be considered ethical for the user to create ample opportunity for them to benefit from the proceeds through corporate social responsibility or other similar measures.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-2-a,a,A43-2,SubArticle,43,Article 43(2)(a),Processing of data shall not only be transparent but it shall also be seen to be transparent through accountability.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-2-b,b,A43-2,SubArticle,43,Article 43(2)(b),"The ethical standard particularly where the data controller is relying on consent, contract, vital interest, or legitimate interest, is to disclose all information upon which a data subject may make an informed decision.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-2-c,c,A43-2,SubArticle,43,Article 43(2)(c),"Information that is expected to be disclosed includes, the information required by the NDP Act to be disclosed generally to the data subjects and the following: i. Expected outcomes of the purpose of processing for the data controller and those with whom the data may be shared; ii. Capabilities of the technology used for processing – particularly, the use of algorithms for profiling, the risks involved, mitigation of risks and dispute resolution.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-2-d,d,A43-2,SubArticle,43,Article 43(2)(d),"A data controller or data processor who neglects to be demonstrably transparent may be acting in violation of the principle of transparency under the NDP Act. Thus, taking into account the ownership of data, the requirement for duty of care, and the liability of the controller or processor, may include a breach of trust.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-2-e,e,A43-2,SubArticle,43,Article 43(2)(e),Designation of a DPO (and providing him or her with full support to carry out data protection tasks) as well as filing of NDP Act CAR with the Commission are part of the ways of demonstrating transparency and accountability.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-3-a,a,A43-3,SubArticle,43,Article 43(3)(a),"A data controller or data processor shall respect the informational autonomy of a data subject by making sure that his or her data are not carelessly, recklessly or negligently shared, even when consent has been obtained.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-3-b,b,A43-3,SubArticle,43,Article 43(3)(b),"Where sharing of information may lead to prejudice or abuses, efforts shall be made by the data controller or data processor to mitigate these risks.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-3-c,c,A43-3,SubArticle,43,Article 43(3)(c),"Manipulation of data to portray, project or propagate indecent acts shall be regarded as a violation of the principle of fairness under the NDP Act – initial consent of the data subject notwithstanding.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-4-a,a,A43-4,SubArticle,43,Article 43(4)(a),A data controller shall take the lawfulness of the purpose of processing into account when processing personal data. The notion that what is not prohibited is permitted does not apply in data processing ethics.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-4-b,b,A43-4,SubArticle,43,Article 43(4)(b),"A data controller or data processor shall ensure that its intention is clear and understandable to the data subject – particularly in the context of consent, contract and legitimate interest.","Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-5-a,a,A43-5,SubArticle,43,Article 43(5)(a),A data controller or data processor shall put in place adequate technical and organisational measures for the appreciation of data processing outcomes.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
A43-5-b,b,A43-5,SubArticle,43,Article 43(5)(b),The measures may involve the use of sandboxes and simulations particularly where there is a likely or probable outcome of harm or injury to a data subject.,"Nigeria Data Protection Act (NDP Act) 2023 General Application and Implementation Directive (GAID) 2024, ref. NDPC/NDP ACT-GAID/001/2024 (KB 2/Africa/Nigeria-Data-Protection-Act(NDP ACT)2023(GAID)2024.pdf)"
