paragraph_id,paragraph_letter,parent_id,parent_type,section_number,reference,text,source_document
S17-1-a,a,S17-1,Subsection,17,section 17(1)(a),"the appointment, promotion, and disciplinary control of staff of the Commission; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S17-1-b,b,S17-1,Subsection,17,section 17(1)(b),"appeals by staff against dismissal or other disciplinary measures: Provided that pending the making of such staff regulations, any instrument relating to conditions of service in the Public Service of the Federation shall be applicable, with such modifications, as may be necessary to the staff of the Commission.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S19-2-a,a,S19-2,Subsection,19,section 19(2)(a),a take-off grant as may be appropriated by the National Assembly which shall be drawn in the following manner —,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S19-2-b,b,S19-2,Subsection,19,section 19(2)(b),"donations, gifts, loans, grants, aids, endowments, and voluntary contributions;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S19-2-c,c,S19-2,Subsection,19,section 19(2)(c),returns on investments of the Commission;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S19-2-d,d,S19-2,Subsection,19,section 19(2)(d),"levies, fees, penalties, and fines collected by the Commission; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S19-2-e,e,S19-2,Subsection,19,section 19(2)(e),such other money or assets that may accrue to the Commission.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S20-1-a,a,S20-1,Subsection,20,section 20(1)(a),the cost of administration of the Commission;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S20-1-b,b,S20-1,Subsection,20,section 20(1)(b),allowances and remuneration payable to members of the Council;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S20-1-c,c,S20-1,Subsection,20,section 20(1)(c),"remunerations, allowances, retiring benefits, such as pensions and gratuities, and such other money payable to the staff of the Commission;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S20-1-d,d,S20-1,Subsection,20,section 20(1)(d),"the payment for consultancies and contracts, including mobilisation, fluctuations, variations, and legal fees;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S20-1-e,e,S20-1,Subsection,20,section 20(1)(e),"expenses necessary to meet capital expenditure, such as, for the purchase, acquisition, or maintenance of property or other equipment of the Commission;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S20-1-f,f,S20-1,Subsection,20,section 20(1)(f),"repayment of funds borrowed by the Commission, including interest on such borrowed funds; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S20-1-g,g,S20-1,Subsection,20,section 20(1)(g),"any other expenditure, approved by the Council, for the purposes of performing the functions of the Commission under this Act.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S22-1-a,a,S22-1,Subsection,22,section 22(1)(a),"receipts, payments, assets, and liabilities; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S22-1-b,b,S22-1,Subsection,22,section 22(1)(b),"income and expenditure, in a form which conforms with existing laws on accounts and audit.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S23-1-a,a,S23-1,Subsection,23,section 23(1)(a),"a report of its activities during the preceding year, including the audited accounts of the Commission; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S23-1-b,b,S23-1,Subsection,23,section 23(1)(b),an estimate of the expenditure and income for the next succeeding year.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S24-1-a,a,S24-1,Subsection,24,section 24(1)(a),"processed in a fair, lawful and transparent manner;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S24-1-b,b,S24-1,Subsection,24,section 24(1)(b),"collected for specified, explicit, and legitimate purposes, and not to be further processed in a way incompatible with these purposes;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S24-1-c,c,S24-1,Subsection,24,section 24(1)(c),"adequate, relevant, and limited to the minimum necessary for the purposes for which the personal data was collected or further processed;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S24-1-d,d,S24-1,Subsection,24,section 24(1)(d),retained for not longer than is necessary to achieve the lawful bases for which the personal data was collected or further processed;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S24-1-e,e,S24-1,Subsection,24,section 24(1)(e),"accurate, complete, not misleading, and, where necessary, kept up to date having regard to the purposes for which the personal data is collected or is further processed; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S24-1-f,f,S24-1,Subsection,24,section 24(1)(f),"processed in a manner that ensures appropriate security of personal data, including protection against unauthorised or unlawful processing, access, loss, destruction, damage, or any form of data breach.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S24-4-a,a,S24-4,Subsection,24,section 24(4)(a),compatibility of further processing shall be assessed considering —,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S24-4-b,b,S24-4,Subsection,24,section 24(4)(b),"further processing for archiving purposes in the public interest, scientific, historical research purposes, or statistical purposes shall not be considered to be incompatible with the initial purposes.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S25-1-a,a,S25-1,Subsection,25,section 25(1)(a),the data subject has given and not withdrawn consent for the specific purpose or purposes for which personal data is to be processed; or,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S25-1-b,b,S25-1,Subsection,25,section 25(1)(b),the processing is necessary —,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S25-2-a,a,S25-2,Subsection,25,section 25(2)(a),"they override the fundamental rights, freedoms and the interests of the data subject;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S25-2-b,b,S25-2,Subsection,25,section 25(2)(b),they are incompatible with other lawful basis of processing under subsection (1)(b) (i)-(iv); or,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S25-2-c,c,S25-2,Subsection,25,section 25(2)(c),the data subject would not have a reasonable expectation that the personal data would be processed in the manner envisaged.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S26-7-a,a,S26-7,Subsection,26,section 26(7)(a),"shall be in the affirmative, and not based on a pre-selected confirmation; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S26-7-b,b,S26-7,Subsection,26,section 26(7)(b),"may be provided in writing, orally, or through electronic means.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-1-a,a,S27-1,Subsection,27,section 27(1)(a),"identity, residence or place of business of, and means of communication with the data controller and its representatives, where necessary;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-1-b,b,S27-1,Subsection,27,section 27(1)(b),"specific lawful basis of processing under section 25(1) or 30(1) of this Act, and the purposes of the processing for which the personal data are intended;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-1-c,c,S27-1,Subsection,27,section 27(1)(c),"recipients or categories of recipients of the personal data, if any;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-1-d,d,S27-1,Subsection,27,section 27(1)(d),existence of the rights of the data subject under Part VI;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-1-e,e,S27-1,Subsection,27,section 27(1)(e),retention period for the personal data;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-1-f,f,S27-1,Subsection,27,section 27(1)(f),right to lodge a complaint with the Commission in accordance with section 46 (1) of this Act; and,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-1-g,g,S27-1,Subsection,27,section 27(1)(g),"existence of automated decision-making, including profiling, the significance and envisaged consequences of such processing for the data subject, and the right to object to and challenge such processing.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-2-a,a,S27-2,Subsection,27,section 27(2)(a),data subject already has been provided with such information; or,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S27-2-b,b,S27-2,Subsection,27,section 27(2)(b),provision of such information is impossible or would involve a disproportionate effort or expense.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S28-4-a,a,S28-4,Subsection,28,section 28(4)(a),"a systematic description of the envisaged processing and its purpose, including the legitimate interest pursued by the data controller, data processor, or third party;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S28-4-b,b,S28-4,Subsection,28,section 28(4)(b),an assessment of the necessity and proportionality of the processing in relation to the purposes for which the personal data would be processed;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S28-4-c,c,S28-4,Subsection,28,section 28(4)(c),an assessment of the risks to the rights and freedoms of a data subject; and,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S28-4-d,d,S28-4,Subsection,28,section 28(4)(d),"the measures envisaged to address the risks, safeguards, security measures and mechanisms to ensure the protection of personal data, taking into account the rights and legitimate interests of a data subject and other persons concerned.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S29-1-a,a,S29-1,Subsection,29,section 29(1)(a),complies with the principles and obligations set out in this Act as applicable to the data controller;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S29-1-b,b,S29-1,Subsection,29,section 29(1)(b),"assists the data controller or data processor, as the case may be, by the use of appropriate technical and organisational measures, in the fulfilment of the data controller's obligations to honour the rights of a data subject under Part VI;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S29-1-c,c,S29-1,Subsection,29,section 29(1)(c),"implements appropriate technical and organisational measures to ensure the security, integrity, and confidentiality of personal data as required in Part VII;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S29-1-d,d,S29-1,Subsection,29,section 29(1)(d),"provides the data controller or engaging data processor, where applicable, with information reasonably required to comply and demonstrate compliance with this Act; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S29-1-e,e,S29-1,Subsection,29,section 29(1)(e),"notifies the data controller or engaging data processor, where applicable, when a new data processor is engaged.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-a,a,S30-1,Subsection,30,section 30(1)(a),data subject has given and not withdrawn consent to the processing for the specific purpose or purposes for which it will be processed;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-b,b,S30-1,Subsection,30,section 30(1)(b),processing is necessary for the purposes of performing the obligations of the data controller or exercising rights of the data subject under employment or social security laws or any other similar laws;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-c,c,S30-1,Subsection,30,section 30(1)(c),"processing is necessary to protect the vital interests of the data subject or of another person, where the data subject is physically or legally incapable of giving consent;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-d,d,S30-1,Subsection,30,section 30(1)(d),"processing is carried out in the course of its legitimate activities, with appropriate safeguards, by a foundation, association, or such other non-profit organisation with charitable, educational, literary, artistic, philosophical, religious, or trade union purposes, and the —","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-e,e,S30-1,Subsection,30,section 30(1)(e),"processing is necessary for the establishment, exercise, or defense of a legal claim, obtaining legal advice, or conduct of a legal proceeding;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-f,f,S30-1,Subsection,30,section 30(1)(f),"processing is necessary for reasons of substantial public interest, on the basis of a law, which shall be proportionate to the aim pursued, and provides for suitable and specific measures to safeguard the fundamental rights, freedoms and interests of the data subject;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-g,g,S30-1,Subsection,30,section 30(1)(g),"processing is carried out for purposes of medical care or community welfare, and undertaken by or under the responsibility of a professional or similar service provider owing a duty of confidentiality;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-h,h,S30-1,Subsection,30,section 30(1)(h),"processing is necessary for reasons of public health and provides for suitable and specific measures to safeguard the fundamental rights, freedoms and interests of the data subject; or","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-1-i,i,S30-1,Subsection,30,section 30(1)(i),"processing is necessary for archiving purposes in the public interest, or historical, statistical, or scientific research, in each case on the basis of a law, which shall be proportionate to the aim pursued, and provides for suitable and specific measures to safeguard the fundamental rights and freedoms and the interests of the data subject.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-2-a,a,S30-2,Subsection,30,section 30(2)(a),further categories of personal data that may be classified as sensitive personal data;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-2-b,b,S30-2,Subsection,30,section 30(2)(b),further grounds on which such personal data may be processed; and,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-2-c,c,S30-2,Subsection,30,section 30(2)(c),safeguards that may apply.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-3-a,a,S30-3,Subsection,30,section 30(3)(a),risk of significant harm that may be caused to a data subject or a class of data subjects by the processing of such category of personal data;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-3-b,b,S30-3,Subsection,30,section 30(3)(b),reasonable expectation of confidentiality attached to such category of personal data; and,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S30-3-c,c,S30-3,Subsection,30,section 30(3)(c),adequacy of protection afforded to personal data generally.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S31-4-a,a,S31-4,Subsection,31,section 31(4)(a),necessary to protect the vital interests of the child or person lacking the legal capacity to consent;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S31-4-b,b,S31-4,Subsection,31,section 31(4)(b),"carried out for purposes of education, medical, or social care, and undertaken by or under the responsibility of a professional or similar service provider owing a duty of confidentiality; or","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S31-4-c,c,S31-4,Subsection,31,section 31(4)(c),necessary for proceedings before a court relating to the individual.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S32-3-a,a,S32-3,Subsection,32,section 32(3)(a),"advise the data controller or the data processor, and their employees, who carry out processing made under this Act;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S32-3-b,b,S32-3,Subsection,32,section 32(3)(b),monitor compliance with this Act and related policies of the data controller or data processor; and,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S32-3-c,c,S32-3,Subsection,32,section 32(3)(c),act as the contact point for the Commission on issues relating to data processing.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S33-a,a,S33,Section,33,section 33(a),this Act; and,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S33-b,b,S33,Section,33,section 33(b),"regulations, guidelines, directives, and codes of conduct issued by the Commission made under the provisions of this Act.","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S34-1-a,a,S34-1,Subsection,34,section 34(1)(a),"confirmation as to whether the data controller or a data processor operating on its behalf, is storing or otherwise processing personal data relating to the data subject, and where that is the case —","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S34-1-b,b,S34-1,Subsection,34,section 34(1)(b),"a copy of data subject's personal data in a commonly used electronic format, except to the extent that providing such data would impose unreasonable costs on the data controller, in which case the data subject may be required by the data controller to bear some or all of such costs;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S34-1-c,c,S34-1,Subsection,34,section 34(1)(c),"the correction or, if correction is not feasible or suitable, deletion of the data subject's personal data that is inaccurate, out of date, incomplete, or misleading;","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S34-1-d,d,S34-1,Subsection,34,section 34(1)(d),"the erasure of personal data concerning the data subject, without undue delay; and","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S34-1-e,e,S34-1,Subsection,34,section 34(1)(e),restriction of data processing pending —,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S34-2-a,a,S34-2,Subsection,34,section 34(2)(a),"the personal data is no longer necessary, in relation to the purposes for which it was collected or processed, or","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S34-2-b,b,S34-2,Subsection,34,section 34(2)(b),the data controller has no other lawful basis to retain the personal data.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S37-2-a,a,S37-2,Subsection,37,section 37(2)(a),necessary for entering into or the performance of a contract between the data subject and a data controller;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S37-2-b,b,S37-2,Subsection,37,section 37(2)(b),"authorised by a written law, which establishes suitable measures to safeguard the fundamental rights and freedoms, and the interests of the data subject; or","Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S37-2-c,c,S37-2,Subsection,37,section 37(2)(c),authorised by the consent of the data subject.,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
S37-3-a,a,S37-3,Subsection,37,section 37(3)(a),obtain human intervention on the part of the data controller;,"Nigeria Data Protection Act, 2023 (Act No. 37), Federal Republic of Nigeria Official Gazette No. 119, Vol. 110, 1 July 2023 (KB 2/Africa/Nigeria_Data_Protection_Act_2023.pdf)"
