clause_id,section_id,parent_id,clause_type,label,number,text,source_document
s_26D(9),s_26D,s_26D,subsection,9,26D(9),"(9) Subsections (1) and (2) apply concurrently with any obligation of the organisation under any other written law to notify any other person (including any public agency) of the occurrence of a data breach, or to provide any information relating to a data breach.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_26E(a),s_26E,s_26E,paragraph,a,26E(a),(a) is a data intermediary processing personal data on behalf of and for the purposes of a public agency; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_26E(b),s_26E,s_26E,paragraph,b,26E(b),"(b) has reason to believe that a data breach has occurred in relation to that personal data,",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_36(1),s_36,s_36,subsection,1,36(1),"(1) In this Part, unless the context otherwise requires —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_36(2),s_36,s_36,subsection,2,36(2),"(2) For the purposes of this Part, a telecommunications service provider who merely provides a service that enables a specified message to be sent is, unless the contrary is proved, presumed not to have sent the message and not to have authorised the message to be sent.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_36(3),s_36,s_36,subsection,3,36(3),"(3) For the purposes of this Part, if a specified message is sent and at the relevant time the telecommunications device, service or network from which it was sent was controlled by a person without the knowledge of the owners or authorised users of the telecommunications device, service or network, the owners or authorised users are, unless the contrary is proved, presumed not to have sent the message and not to have authorised the sending of the message.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_36(4),s_36,s_36,subsection,4,36(4),"(4) In subsection (3), “control” means either physical control or control through the use of software or other means.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(1),s_37,s_37,subsection,1,37(1),"(1) Subject to subsection (5), for the purposes of this Part, a specified message is a message where, having regard to the following, it would be concluded that the purpose, or one of the purposes, of the message is an applicable purpose:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(1)(a),s_37,s_37(1),paragraph,a,37(1)(a),(a) the content of the message;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(1)(b),s_37,s_37(1),paragraph,b,37(1)(b),(b) the presentational aspects of the message;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(1)(c),s_37,s_37(1),paragraph,c,37(1)(c),"(c) the content that can be obtained using the numbers, URLs or contact information (if any) mentioned in the message;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(1)(d),s_37,s_37(1),paragraph,d,37(1)(d),"(d) if the telephone number from which the message is made is disclosed to the recipient (whether by calling line identity or otherwise), the content (if any) that can be obtained by calling that number.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(2),s_37,s_37,subsection,2,37(2),"(2) For the purposes of subsection (1), where the applicable purpose relates to offering, supplying, advertising or promoting any goods, service, land, interest in land, business opportunity or investment opportunity, it does not matter whether or not —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(2)(a),s_37,s_37(2),paragraph,a,37(2)(a),"(a) the goods, service, land, interest or opportunity exists; or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(2)(b),s_37,s_37(2),paragraph,b,37(2)(b),"(b) it is lawful to acquire the goods, service, land or interest or take up the opportunity.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(3),s_37,s_37,subsection,3,37(3),"(3) Subject to subsection (4), a person (A) who authorises another person (B) to offer, advertise or promote A’s goods, services, land, interest or opportunity is deemed to have authorised the sending of any message sent by B that offers, advertises or promotes A’s goods, services, land, interest or opportunity.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(4),s_37,s_37,subsection,4,37(4),"(4) For the purposes of subsection (3), a person who takes reasonable steps to stop the sending of a message mentioned in that subsection is deemed not to have authorised the sending of the message.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(5),s_37,s_37,subsection,5,37(5),"(5) For the purposes of this Part, a specified message does not include any message mentioned in the Eighth Schedule.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_37(6),s_37,s_37,subsection,6,37(6),"(6) In this section, “applicable purpose” means a purpose specified in the Tenth Schedule.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_38(a),s_38,s_38,paragraph,a,38(a),(a) the sender of the specified message is present in Singapore when the specified message is sent; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_38(b),s_38,s_38,paragraph,b,38(b),(b) the recipient of the specified message is present in Singapore when the specified message is accessed.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_39(1),s_39,s_39,subsection,1,39(1),"(1) The Commission must cause to be kept and maintained one or more registers of Singapore telephone numbers, each known as a Do Not Call Register, for the purposes of this Part.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_39(2),s_39,s_39,subsection,2,39(2),(2) Each register must be kept in such form and must contain such particulars as the Commission thinks fit.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_39(3),s_39,s_39,subsection,3,39(3),"(3) The Commission may authorise another person to maintain any register, on its behalf, subject to such conditions or restrictions as the Commission may think fit.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_40(1),s_40,s_40,subsection,1,40(1),"(1) A subscriber may apply to the Commission, in the form and manner prescribed —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_40(1)(a),s_40,s_40(1),paragraph,a,40(1)(a),(a) to add his or her Singapore telephone number to a register; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_40(1)(b),s_40,s_40(1),paragraph,b,40(1)(b),(b) to remove his or her Singapore telephone number from a register.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_40(2),s_40,s_40,subsection,2,40(2),"(2) Any person may apply to the Commission, in the form and manner required by the Commission, to confirm whether any Singapore telephone number is listed in a register.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(1),s_42,s_42,subsection,1,42(1),"(1) Every telecommunications service provider must report to the Commission, in the form and manner prescribed, all terminated Singapore telephone numbers.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(2),s_42,s_42,subsection,2,42(2),"(2) A telecommunications service provider which contravenes subsection (1) shall be guilty of an offence and shall be liable on conviction to a fine not exceeding $10,000.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(3),s_42,s_42,subsection,3,42(3),"(3) In this section, “terminated Singapore telephone number” means —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(3)(a),s_42,s_42(3),paragraph,a,42(3)(a),(a) a Singapore telephone number to which the following apply:,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(3)(a)(i),s_42,s_42(3)(a),subparagraph,i,42(3)(a)(i),(i) the Singapore telephone number has been allocated to a subscriber;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(3)(a)(ii),s_42,s_42(3)(a),subparagraph,ii,42(3)(a)(ii),(ii) the telecommunications service associated with the Singapore telephone number has been terminated by the subscriber or telecommunications service provider; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(3)(a)(iii),s_42,s_42(3)(a),subparagraph,iii,42(3)(a)(iii),(iii) the Singapore telephone number has not been allocated to a different subscriber; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(3)(b),s_42,s_42(3),paragraph,b,42(3)(b),(b) any other telephone numbers and circumstances as may be prescribed.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(4),s_42,s_42,subsection,4,42(4),"(4) For the purpose of subsection (1), where — it is the responsibility of the first provider to satisfy subsection (1).",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(4)(a),s_42,s_42(4),paragraph,a,42(4)(a),(a) a Singapore telephone number has been allocated to a subscriber by a telecommunications service provider (called in this subsection the first provider);,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(4)(b),s_42,s_42(4),paragraph,b,42(4)(b),(b) the telecommunications service associated with the Singapore telephone number has been terminated by the subscriber;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(4)(c),s_42,s_42(4),paragraph,c,42(4)(c),(c) the subscriber contracts for a telecommunications service associated with the Singapore telephone number with another telecommunications service provider (called in this subsection the subsequent provider);,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(4)(d),s_42,s_42(4),paragraph,d,42(4)(d),(d) the telecommunications service mentioned in paragraph (c) has been terminated by the subscriber or the subsequent provider; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(4)(e),s_42,s_42(4),paragraph,e,42(4)(e),"(e) the Singapore telephone number has not subsequently been allocated to any subscriber,",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_42(5),s_42,s_42,subsection,5,42(5),"(5) Without affecting the obligations of the telecommunications service provider under subsections (1) to (4), the Commission must pay the prescribed fees to the telecommunications service provider for each terminated Singapore telephone number reported to the Commission in accordance with this section.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(1),s_43,s_43,subsection,1,43(1),"(1) Subject to section 48(2), a person must not send a specified message addressed to a Singapore telephone number unless the person has, at the time the person sends the specified message, valid confirmation that the Singapore telephone number is not listed in the relevant register.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(2),s_43,s_43,subsection,2,43(2),"(2) For the purposes of subsection (1), the person has valid confirmation that a Singapore telephone number is not listed in the relevant register in either of the following circumstances:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(2)(a),s_43,s_43(2),paragraph,a,43(2)(a),"(a) the person has, within the prescribed duration before sending the specified message —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(2)(a)(i),s_43,s_43(2)(a),subparagraph,i,43(2)(a)(i),(i) made an application to the Commission under section 40(2) to confirm whether the Singapore telephone number is listed in the relevant register; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(2)(a)(ii),s_43,s_43(2)(a),subparagraph,ii,43(2)(a)(ii),(ii) received confirmation from the Commission that the Singapore telephone number is not listed in the relevant register;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(2)(b),s_43,s_43(2),paragraph,b,43(2)(b),"(b) the person has obtained from a checker information that the Singapore telephone number is not listed in the relevant register (called in this section the relevant information) and has no reason to believe that, and is not reckless as to whether —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(2)(b)(i),s_43,s_43(2)(b),subparagraph,i,43(2)(b)(i),(i) the prescribed period in relation to the relevant information has expired; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(2)(b)(ii),s_43,s_43(2)(b),subparagraph,ii,43(2)(b)(ii),(ii) the relevant information is false or inaccurate.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(3),s_43,s_43,subsection,3,43(3),"(3) In subsection (2)(b)(i), “prescribed period”, in relation to relevant information, means the prescribed period beginning after the date on which the checker received confirmation from the Commission, in response to the checker’s application to the Commission under section 40(2), that a Singapore telephone number is not listed in the relevant register.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(4),s_43,s_43,subsection,4,43(4),(4) A person does not contravene subsection (1) if the subscriber or user of the Singapore telephone number to which a specified message is sent —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(4)(a),s_43,s_43(4),paragraph,a,43(4)(a),(a) gave clear and unambiguous consent to the sending of the specified message to that Singapore telephone number; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(4)(b),s_43,s_43(4),paragraph,b,43(4)(b),(b) the consent is evidenced in written or other form so as to be accessible for subsequent reference.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(5),s_43,s_43,subsection,5,43(5),(5) For the purposes of this section and section 43A —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(5)(a),s_43,s_43(5),paragraph,a,43(5)(a),"(a) where there is only one register kept or maintained under section 39, the relevant register refers to that register; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43(5)(b),s_43,s_43(5),paragraph,b,43(5)(b),"(b) where there are 2 or more registers kept or maintained under section 39 for different types of specified messages, the relevant register refers to the register relevant for the particular type of specified message.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(1),s_43A,s_43A,subsection,1,43A(1),"(1) This section applies to a person (called the checker) that, for reward, provides to another person (P) information on whether a Singapore telephone number is listed in the relevant register (called in this section the applicable information) for the purpose of P’s compliance with section 43(1), other than —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(1)(a),s_43A,s_43A(1),paragraph,a,43A(1)(a),(a) the Commission;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(1)(b),s_43A,s_43A(1),paragraph,b,43A(1)(b),(b) an individual who is an employee of P; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(1)(c),s_43A,s_43A(1),paragraph,c,43A(1)(c),(c) an individual who is an employee or agent of a checker.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(2),s_43A,s_43A,subsection,2,43A(2),(2) A checker must —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(2)(a),s_43A,s_43A(2),paragraph,a,43A(2)(a),(a) ensure that the applicable information provided to P is accurate; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(2)(b),s_43A,s_43A(2),paragraph,b,43A(2)(b),(b) provide the applicable information to P in accordance with any prescribed requirements.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(3),s_43A,s_43A,subsection,3,43A(3),(3) A checker is deemed to have complied with subsection (2)(a) if —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(3)(a),s_43A,s_43A(3),paragraph,a,43A(3)(a),(a) the applicable information that the checker provides to P is in accordance with a reply from the Commission in response to the checker’s application under section 40(2); and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_43A(3)(b),s_43A,s_43A(3),paragraph,b,43A(3)(b),(b) the checker provides the applicable information to P before the expiry of the prescribed period mentioned in section 43(2)(b)(i).,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_44(a),s_44,s_44,paragraph,a,44(a),(a) the specified message includes clear and accurate information identifying the individual or organisation that sent or authorised the sending of the specified message;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_44(b),s_44,s_44,paragraph,b,44(b),(b) the specified message includes clear and accurate information about how the recipient can readily contact that individual or organisation;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_44(c),s_44,s_44,paragraph,c,44(c),"(c) the specified message includes the information, and complies with the conditions, specified in the regulations, if any; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_44(d),s_44,s_44,paragraph,d,44(d),(d) the information included in the specified message in compliance with this section is reasonably likely to be valid for at least 30 days after the message is sent.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_45(a),s_45,s_45,paragraph,a,45(a),(a) conceal or withhold from the recipient the calling line identity of the sender;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_45(b),s_45,s_45,paragraph,b,45(b),"(b) perform any operation or issue any instruction in connection with the sending of the specified message for the purpose of, or that has the effect of, concealing or withholding from the recipient the calling line identity of the sender.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_46(1),s_46,s_46,subsection,1,46(1),"(1) A person must not, as a condition for supplying goods, services, land, interest or opportunity, require a subscriber or user of a Singapore telephone number to give consent for the sending of a specified message to that Singapore telephone number or any other Singapore telephone number beyond what is reasonable to provide the goods, services, land, interest or opportunity to that subscriber or user, and any consent given in such circumstance is not validly given.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_46(2),s_46,s_46,subsection,2,46(2),(2) If a person obtains or attempts to obtain consent for sending a specified message to a Singapore telephone number — any consent given in such circumstances is not validly given.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_46(2)(a),s_46,s_46(2),paragraph,a,46(2)(a),(a) by providing false or misleading information with respect to the sending of the specified message; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_46(2)(b),s_46,s_46(2),paragraph,b,46(2)(b),"(b) by using deceptive or misleading practices,",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(1),s_47,s_47,subsection,1,47(1),"(1) On giving notice, a subscriber or user of a Singapore telephone number may at any time withdraw any consent given to a person for the sending of any specified message to that Singapore telephone number.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(2),s_47,s_47,subsection,2,47(2),"(2) A person must not prohibit a subscriber or user of a Singapore telephone number from withdrawing the subscriber’s or user’s consent to the sending of a specified message to that Singapore telephone number, but this section does not affect any legal consequences arising from such withdrawal.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(3),s_47,s_47,subsection,3,47(3),"(3) If a subscriber or user of a Singapore telephone number gives notice withdrawing consent given to a person for the sending of any specified message to that Singapore telephone number, the person must cease (and cause its agent to cease) sending any specified message to that Singapore telephone number after the expiry of the prescribed period.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(4),s_47,s_47,subsection,4,47(4),"(4) For the purposes of this Part, a subscriber or user of a Singapore telephone number is deemed to have given his or her consent to a person to send a specified message to that Singapore telephone number if the subscriber or user —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(4)(a),s_47,s_47(4),paragraph,a,47(4)(a),(a) consents to the sending of the specified message before 2 January 2014; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(4)(b),s_47,s_47(4),paragraph,b,47(4)(b),(b) that consent has not been withdrawn on or after 2 January 2014.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(5),s_47,s_47,subsection,5,47(5),"(5) For the purposes of this Part, where a subscriber or user of a Singapore telephone number — the application to add or the addition of that Singapore telephone number is not to be regarded as a withdrawal of the consent.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(5)(a),s_47,s_47(5),paragraph,a,47(5)(a),"(a) consents to a person sending a specified message to that Singapore telephone number before, on or after 2 January 2014; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(5)(b),s_47,s_47(5),paragraph,b,47(5)(b),"(b) subsequently applies to add or adds that Singapore telephone number to the register on or after 2 January 2014,",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_47(6),s_47,s_47,subsection,6,47(6),"(6) To avoid doubt, a subscriber of a Singapore telephone number may, at any time on or after 2 January 2014, withdraw any consent given for the sending of a specified message to that Singapore telephone number.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(1),s_48,s_48,subsection,1,48(1),"(1) In any proceedings for an offence under this Part brought against any employee in respect of an act or conduct alleged to have been done or engaged in (as the case may be) by the employee, it is a defence for the employee to prove that he or she did the act or engaged in the conduct in good faith —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(1)(a),s_48,s_48(1),paragraph,a,48(1)(a),(a) in the course of his or her employment; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(1)(b),s_48,s_48(1),paragraph,b,48(1)(b),(b) in accordance with instructions given to him or her by or on behalf of his or her employer in the course of his or her employment.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(2),s_48,s_48,subsection,2,48(2),(2) Section 43(1) or 44 does not apply to an employee (X) who sends a specified message addressed to a Singapore telephone number in good faith —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(2)(a),s_48,s_48(2),paragraph,a,48(2)(a),(a) in the course of X’s employment; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(2)(b),s_48,s_48(2),paragraph,b,48(2)(b),(b) in accordance with instructions given to X by or on behalf of X’s employer in the course of X’s employment.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(3),s_48,s_48,subsection,3,48(3),"(3) Section 45 does not apply to an employee (Y) who makes, causes to be made or authorises the making of a voice call containing a specified message, addressed to a Singapore telephone number, from a telephone number or fax number, in good faith —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(3)(a),s_48,s_48(3),paragraph,a,48(3)(a),(a) in the course of Y’s employment; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(3)(b),s_48,s_48(3),paragraph,b,48(3)(b),(b) in accordance with instructions given to Y by or on behalf of Y’s employer in the course of Y’s employment.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(4),s_48,s_48,subsection,4,48(4),"(4) Subsection (1), (2) or (3) does not apply to an employee (Z) who, at the time the act was done or the conduct was engaged in, was an officer or a partner of Z’s employer and it is proved that —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(4)(a),s_48,s_48(4),paragraph,a,48(4)(a),(a) Z knew or ought reasonably to have known that the telephone number is a Singapore telephone number listed in the relevant register; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(4)(b),s_48,s_48(4),paragraph,b,48(4)(b),"(b) the specified message was sent with Z’s consent or connivance, or the sending of the specified message was attributable to any neglect on Z’s part.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48(5),s_48,s_48,subsection,5,48(5),(5) In this section —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48A(1),s_48A,s_48A,subsection,1,48A(1),"(1) In this Part, unless the context otherwise requires —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48A(2),s_48A,s_48A,subsection,2,48A(2),"(2) In this Part, an applicable message has a Singapore link in any of the following circumstances:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48A(2)(a),s_48A,s_48A(2),paragraph,a,48A(2)(a),(a) the message originates in Singapore;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48A(2)(b),s_48A,s_48A(2),paragraph,b,48A(2)(b),(b) the sender of the message —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48A(2)(b)(i),s_48A,s_48A(2)(b),subparagraph,i,48A(2)(b)(i),(i) where the sender is an individual — is physically present in Singapore when the message is sent; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_48A(2)(b)(ii),s_48A,s_48A(2)(b),subparagraph,ii,48A(2)(b)(ii),(ii) in any other case —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
