clause_id,section_id,parent_id,clause_type,label,number,text,source_document
sch_1_p3_para1(1)(a),sch_1_p3_para1,sch_1_p3_para1(1),paragraph,a,1(1)(a),"(a) the collection, use or disclosure (as the case may be) of personal data about an individual is in the legitimate interests of the organisation or another person; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(1)(b),sch_1_p3_para1,sch_1_p3_para1(1),paragraph,b,1(1)(b),(b) the legitimate interests of the organisation or other person outweigh any adverse effect on the individual.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(2),sch_1_p3_para1,sch_1_p3_para1,sub-paragraph,2,1(2),"(2) For the purposes of sub‑paragraph (1), the organisation must —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(2)(a),sch_1_p3_para1,sch_1_p3_para1(2),paragraph,a,1(2)(a),"(a) conduct an assessment, before collecting, using or disclosing the personal data (as the case may be), to determine whether sub‑paragraph (1) is satisfied; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(2)(b),sch_1_p3_para1,sch_1_p3_para1(2),paragraph,b,1(2)(b),"(b) provide the individual with reasonable access to information about the organisation’s collection, use or disclosure of personal data (as the case may be) in accordance with sub‑paragraph (1).",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(3),sch_1_p3_para1,sch_1_p3_para1,sub-paragraph,3,1(3),"(3) The organisation must, in respect of the assessment mentioned in sub‑paragraph (2)(a) —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(3)(a),sch_1_p3_para1,sch_1_p3_para1(3),paragraph,a,1(3)(a),"(a) identify any adverse effect that the proposed collection, use or disclosure (as the case may be) of personal data about an individual is likely to have on the individual;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(3)(b),sch_1_p3_para1,sch_1_p3_para1(3),paragraph,b,1(3)(b),(b) identify and implement reasonable measures —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(3)(b)(i),sch_1_p3_para1,sch_1_p3_para1(3)(b),subparagraph,i,1(3)(b)(i),(i) to eliminate the adverse effect;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(3)(b)(ii),sch_1_p3_para1,sch_1_p3_para1(3)(b),subparagraph,ii,1(3)(b)(ii),(ii) to reduce the likelihood that the adverse effect will occur; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(3)(b)(iii),sch_1_p3_para1,sch_1_p3_para1(3)(b),subparagraph,iii,1(3)(b)(iii),(iii) to mitigate the adverse effect; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(3)(c),sch_1_p3_para1,sch_1_p3_para1(3),paragraph,c,1(3)(c),(c) comply with any other prescribed requirements.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para1(4),sch_1_p3_para1,sch_1_p3_para1,sub-paragraph,4,1(4),"(4) Sub‑paragraph (1) does not apply to the collection, use or disclosure of personal data about an individual for the purpose of sending to that individual or any other individual a message for an applicable purpose within the meaning given by section 37(6).",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para4(a),sch_1_p3_para4,sch_1_p3_para4,paragraph,a,4(a),(a) to recover a debt owed by the individual to the organisation; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para4(b),sch_1_p3_para4,sch_1_p3_para4,paragraph,b,4(b),(b) to pay to the individual a debt owed by the organisation.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para6(1),sch_1_p3_para6,sch_1_p3_para6,sub-paragraph,1,6(1),"(1) Subject to sub‑paragraph (2), the collection, use or disclosure (as the case may be) of personal data about an individual —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para6(1)(a),sch_1_p3_para6,sch_1_p3_para6(1),paragraph,a,6(1)(a),(a) is for the purpose of the preparation by a credit bureau of a credit report; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para6(1)(b),sch_1_p3_para6,sch_1_p3_para6(1),paragraph,b,6(1)(b),(b) relates to a credit report provided by a credit bureau to a member of the credit bureau in relation to a transaction between the member and the individual.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para6(2),sch_1_p3_para6,sch_1_p3_para6,sub-paragraph,2,6(2),"(2) Sub‑paragraph (1) does not apply to a credit bureau that, being required to obtain a licence under any other written law, does not hold such a licence.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para7(a),sch_1_p3_para7,sch_1_p3_para7,paragraph,a,7(a),(a) confer an interest or a benefit on the individual under a private trust or benefit plan; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para7(b),sch_1_p3_para7,sch_1_p3_para7,paragraph,b,7(b),"(b) administer that trust or benefit plan, at the request of the settlor or the person establishing the benefit plan, as the case may be.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para8(a),sch_1_p3_para8,sch_1_p3_para8,paragraph,a,8(a),(a) is provided to the organisation by another individual to enable the organisation to provide a service for the personal or domestic purposes of that other individual; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para8(b),sch_1_p3_para8,sch_1_p3_para8,paragraph,b,8(b),"(b) is collected, used or disclosed (as the case may be) by the organisation solely for the purpose in sub‑paragraph (a).",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para9(a),sch_1_p3_para9,sch_1_p3_para9,paragraph,a,9(a),"(a) is included in a document produced in the course, and for the purposes, of the individual’s employment, business or profession; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para9(b),sch_1_p3_para9,sch_1_p3_para9,paragraph,b,9(b),"(b) is collected, used or disclosed (as the case may be) for purposes consistent with the purpose for which the document was produced.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para10(a),sch_1_p3_para10,sch_1_p3_para10,paragraph,a,10(a),(a) entering into an employment relationship with the individual or appointing the individual to any office; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p3_para10(b),sch_1_p3_para10,sch_1_p3_para10,paragraph,b,10(b),(b) managing or terminating the employment relationship with or appointment of the individual.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(1),sch_1_p4_para1,sch_1_p4_para1,sub-paragraph,1,1(1),"(1) Subject to the conditions in sub‑paragraphs (2), (3), (4) and (5), where an organisation (X) is a party or a prospective party to a business asset transaction with another organisation (Y), personal data about an applicable individual of Y —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(1)(a),sch_1_p4_para1,sch_1_p4_para1(1),paragraph,a,1(1)(a),(a) is collected from Y by X for the purposes of the business asset transaction;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(1)(b),sch_1_p4_para1,sch_1_p4_para1(1),paragraph,b,1(1)(b),(b) is used or disclosed by X in relation to the business asset transaction; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(1)(c),sch_1_p4_para1,sch_1_p4_para1(1),paragraph,c,1(1)(c),(c) is disclosed by Y to X for the purposes of the business transaction.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(2),sch_1_p4_para1,sch_1_p4_para1,sub-paragraph,2,1(2),"(2) Where the business asset transaction concerns any part of Y or Y’s business assets, the personal data mentioned in sub‑paragraph (1) must relate directly to that part of Y or Y’s business assets, as the case may be.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(3),sch_1_p4_para1,sch_1_p4_para1,sub-paragraph,3,1(3),"(3) If X is a prospective party to the business asset transaction, the following conditions apply:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(3)(a),sch_1_p4_para1,sch_1_p4_para1(3),paragraph,a,1(3)(a),"(a) X may collect, and Y may disclose, only personal data that is necessary for X to determine whether to proceed with the business asset transaction;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(3)(b),sch_1_p4_para1,sch_1_p4_para1(3),paragraph,b,1(3)(b),(b) X and Y must have entered into an agreement that requires X to use or disclose the personal data solely for purposes related to the business asset transaction.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(4),sch_1_p4_para1,sch_1_p4_para1,sub-paragraph,4,1(4),"(4) If X enters into the business asset transaction, the following conditions apply:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(4)(a),sch_1_p4_para1,sch_1_p4_para1(4),paragraph,a,1(4)(a),(a) X may use or disclose the personal data X collected from Y only for the same purposes for which Y would have been permitted to use or disclose the personal data;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(4)(b),sch_1_p4_para1,sch_1_p4_para1(4),paragraph,b,1(4)(b),"(b) if any personal data X collects from Y does not relate directly to the part of Y or Y’s business assets with which the business asset transaction entered into is concerned, X must destroy, or return to Y, that personal data;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(4)(c),sch_1_p4_para1,sch_1_p4_para1(4),paragraph,c,1(4)(c),(c) X or Y must notify the applicable individuals of Y whose personal data is disclosed that —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(4)(c)(i),sch_1_p4_para1,sch_1_p4_para1(4)(c),subparagraph,i,1(4)(c)(i),(i) the business asset transaction has taken place; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(4)(c)(ii),sch_1_p4_para1,sch_1_p4_para1(4)(c),subparagraph,ii,1(4)(c)(ii),(ii) the personal data about them has been disclosed to X.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para1(5),sch_1_p4_para1,sch_1_p4_para1,sub-paragraph,5,1(5),"(5) If the business asset transaction does not proceed or is not completed, X must destroy, or return to Y, all personal data collected.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(1),sch_1_p4_para2,sch_1_p4_para2,sub-paragraph,1,2(1),"(1) Subject to the conditions in sub‑paragraphs (2), (3) and (4), where an organisation (X) is a party or a prospective party to a business asset transaction with another organisation (Y) in respect of Y’s interest in a third organisation (Z) (called in this paragraph the relevant transaction), personal data about an applicable individual of Z —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(1)(a),sch_1_p4_para2,sch_1_p4_para2(1),paragraph,a,2(1)(a),"(a) is collected from Y or Z by X, or from Z by Y, for the purposes of the relevant transaction;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(1)(b),sch_1_p4_para2,sch_1_p4_para2(1),paragraph,b,2(1)(b),(b) is used or disclosed by X or Y in relation to the relevant transaction; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(1)(c),sch_1_p4_para2,sch_1_p4_para2(1),paragraph,c,2(1)(c),"(c) is disclosed by Y or Z (as the case may be) to X, or by Z to Y, for the purposes of the relevant transaction.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(2),sch_1_p4_para2,sch_1_p4_para2,sub-paragraph,2,2(2),"(2) If X is a prospective party to the relevant transaction, the following conditions apply:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(2)(a),sch_1_p4_para2,sch_1_p4_para2(2),paragraph,a,2(2)(a),(a) where X collects the personal data mentioned in sub‑paragraph (1) from Y or Z —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(2)(a)(i),sch_1_p4_para2,sch_1_p4_para2(2)(a),subparagraph,i,2(2)(a)(i),"(i) X may collect, and Y or Z (as the case may be) may disclose, only personal data that is necessary for X to determine whether to proceed with the relevant transaction; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(2)(a)(ii),sch_1_p4_para2,sch_1_p4_para2(2)(a),subparagraph,ii,2(2)(a)(ii),(ii) X and Y or Z (as the case may be) must have entered into an agreement that requires X to use or disclose the personal data solely for purposes related to the relevant transaction;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(2)(b),sch_1_p4_para2,sch_1_p4_para2(2),paragraph,b,2(2)(b),(b) where Y collects the personal data mentioned in sub‑paragraph (1) from Z —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(2)(b)(i),sch_1_p4_para2,sch_1_p4_para2(2)(b),subparagraph,i,2(2)(b)(i),"(i) Y may collect, and Z may disclose, only personal data that is necessary for X or Y (as the case may be) to determine whether to proceed with the relevant transaction; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(2)(b)(ii),sch_1_p4_para2,sch_1_p4_para2(2)(b),subparagraph,ii,2(2)(b)(ii),(ii) Y and Z must have entered into an agreement that requires Y to use or disclose the personal data solely for purposes related to the relevant transaction.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(3),sch_1_p4_para2,sch_1_p4_para2,sub-paragraph,3,2(3),"(3) If X enters into the relevant transaction, the following conditions apply:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(3)(a),sch_1_p4_para2,sch_1_p4_para2(3),paragraph,a,2(3)(a),(a) X may use or disclose the personal data collected from Y or Z (as the case may be) only for the same purposes for which Y or Z (as the case may be) would have been permitted to use or disclose the personal data;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(3)(b),sch_1_p4_para2,sch_1_p4_para2(3),paragraph,b,2(3)(b),(b) Y may use or disclose the personal data collected from Z only for the same purposes for which Z would have been permitted to use or disclose the personal data;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(3)(c),sch_1_p4_para2,sch_1_p4_para2(3),paragraph,c,2(3)(c),"(c) X, Y or Z must notify the applicable individuals of Z whose personal data is disclosed that —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(3)(c)(i),sch_1_p4_para2,sch_1_p4_para2(3)(c),subparagraph,i,2(3)(c)(i),(i) the relevant transaction has taken place; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(3)(c)(ii),sch_1_p4_para2,sch_1_p4_para2(3)(c),subparagraph,ii,2(3)(c)(ii),(ii) the personal data about them has been disclosed to X.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(4),sch_1_p4_para2,sch_1_p4_para2,sub-paragraph,4,2(4),(4) If the relevant transaction does not proceed or is not completed —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(4)(a),sch_1_p4_para2,sch_1_p4_para2(4),paragraph,a,2(4)(a),"(a) X must destroy, or return to Y or Z (as the case may be), all personal data collected; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p4_para2(4)(b),sch_1_p4_para2,sch_1_p4_para2(4),paragraph,b,2(4)(b),"(b) Y must destroy, or return to Z, all personal data collected.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(1),sch_1_p5_para1,sch_1_p5_para1,sub-paragraph,1,1(1),"(1) Subject to the conditions in sub‑paragraphs (3), (4) and (5), personal data about an individual (P) —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(1)(a),sch_1_p5_para1,sch_1_p5_para1(1),paragraph,a,1(1)(a),(a) is collected by an organisation (X) that is a corporation from a related corporation (Y) for a purpose specified in sub‑paragraph (2) (called the relevant purpose);,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(1)(b),sch_1_p5_para1,sch_1_p5_para1(1),paragraph,b,1(1)(b),(b) is used by X for a relevant purpose; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(1)(c),sch_1_p5_para1,sch_1_p5_para1(1),paragraph,c,1(1)(c),(c) is disclosed by Y to X for a relevant purpose.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(2),sch_1_p5_para1,sch_1_p5_para1,sub-paragraph,2,1(2),(2) The relevant purposes mentioned in sub‑paragraph (1) are the following:,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(2)(a),sch_1_p5_para1,sch_1_p5_para1(2),paragraph,a,1(2)(a),"(a) improving or enhancing any goods or services provided, or developing new goods or services to be provided, by X or Y;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(2)(b),sch_1_p5_para1,sch_1_p5_para1(2),paragraph,b,1(2)(b),"(b) improving or enhancing the methods or processes, or developing new methods or processes, for the operations of X or Y;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(2)(c),sch_1_p5_para1,sch_1_p5_para1(2),paragraph,c,1(2)(c),(c) learning about and understanding the behaviour and preferences of P or another individual in relation to the goods or services provided by X or Y;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(2)(d),sch_1_p5_para1,sch_1_p5_para1(2),paragraph,d,1(2)(d),"(d) identifying any goods or services provided by X or Y that may be suitable for P or another individual, or personalising or customising any such goods or services for P or another individual.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(3),sch_1_p5_para1,sch_1_p5_para1,sub-paragraph,3,1(3),(3) Sub‑paragraph (1)(a) and (c) applies only if —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(3)(a),sch_1_p5_para1,sch_1_p5_para1(3),paragraph,a,1(3)(a),"(a) the relevant purpose for which X collects, or Y discloses, personal data about P cannot reasonably be achieved without the collection, use or disclosure (as the case may be) of the personal data in an individually identifiable form;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(3)(b),sch_1_p5_para1,sch_1_p5_para1(3),paragraph,b,1(3)(b),(b) a reasonable person would consider the collection or disclosure of personal data about P for the relevant purpose to be appropriate in the circumstances; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(3)(c),sch_1_p5_para1,sch_1_p5_para1(3),paragraph,c,1(3)(c),(c) X and Y are bound by any contract or other agreement or binding corporate rules requiring the recipient of personal data about P to implement and maintain appropriate safeguards for the personal data.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(4),sch_1_p5_para1,sch_1_p5_para1,sub-paragraph,4,1(4),(4) Sub‑paragraph (1)(b) applies only if —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(4)(a),sch_1_p5_para1,sch_1_p5_para1(4),paragraph,a,1(4)(a),(a) the relevant purpose for which X uses personal data about P cannot reasonably be achieved without the use of the personal data in an individually identifiable form; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(4)(b),sch_1_p5_para1,sch_1_p5_para1(4),paragraph,b,1(4)(b),(b) a reasonable person would consider the use of personal data about P for the relevant purpose to be appropriate in the circumstances.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(5),sch_1_p5_para1,sch_1_p5_para1,sub-paragraph,5,1(5),"(5) Where X collects from Y, and Y discloses to X, personal data about P for a purpose mentioned in sub‑paragraph (2)(c) or (d), P must be, at the time of the collection or disclosure, as the case may be —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(5)(a),sch_1_p5_para1,sch_1_p5_para1(5),paragraph,a,1(5)(a),(a) an existing customer of Y; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(5)(b),sch_1_p5_para1,sch_1_p5_para1(5),paragraph,b,1(5)(b),(b) an existing customer or a prospective customer of X.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_1_p5_para1(6),sch_1_p5_para1,sch_1_p5_para1,sub-paragraph,6,1(6),"(6) To avoid doubt, sub‑paragraph (1) does not apply to the collection, use or disclosure of personal data about P for the purpose of sending to P or another individual a message for an applicable purpose within the meaning given by section 37(6).",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p1_para1(a),sch_2_p1_para1,sch_2_p1_para1,paragraph,a,1(a),(a) the personal data was disclosed by a public agency; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p1_para1(b),sch_2_p1_para1,sch_2_p1_para1,paragraph,b,1(b),(b) the collection of the personal data by the organisation is consistent with the purpose of the disclosure by the public agency.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p2_d1_para1(a),sch_2_p2_d1_para1,sch_2_p2_d1_para1,paragraph,a,1(a),(a) the personal data was disclosed by a public agency; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p2_d1_para1(b),sch_2_p2_d1_para1,sch_2_p2_d1_para1,paragraph,b,1(b),(b) the use of the personal data by the organisation is consistent with the purpose of the disclosure by the public agency.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p2_d2_para1(1),sch_2_p2_d2_para1,sch_2_p2_d2_para1,sub-paragraph,1,1(1),"(1) Subject to the conditions in sub‑paragraph (2), personal data about an individual (P) is used by the organisation for any of the following purposes:",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p2_d2_para1(1)(a),sch_2_p2_d2_para1,sch_2_p2_d2_para1(1),paragraph,a,1(1)(a),"(a) improving or enhancing any goods or services provided, or developing new goods or services to be provided, by the organisation;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p2_d2_para1(1)(b),sch_2_p2_d2_para1,sch_2_p2_d2_para1(1),paragraph,b,1(1)(b),"(b) improving or enhancing the methods or processes, or developing new methods or processes, for the operations of the organisation;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p2_d2_para1(1)(c),sch_2_p2_d2_para1,sch_2_p2_d2_para1(1),paragraph,c,1(1)(c),(c) learning about and understanding the behaviour and preferences of P or another individual in relation to the goods or services provided by the organisation;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p2_d2_para1(1)(d),sch_2_p2_d2_para1,sch_2_p2_d2_para1(1),paragraph,d,1(1)(d),"(d) identifying any goods or services provided by the organisation that may be suitable for P or another individual, or personalising or customising any such goods or services for P or another individual.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
sch_2_p2_d2_para1(2),sch_2_p2_d2_para1,sch_2_p2_d2_para1,sub-paragraph,2,1(2),(2) Sub‑paragraph (1) applies only if —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
