control_id,title,description,domain,weighting,csf_function,solution_count,catalogs,source_document
NET-05.2,Internal System Connections,"Mechanisms exist to control internal system connections through authorizing internal connections of systems and documenting, for each internal connection, the interface characteristics, security requirements and the nature of the information communicated.",Infrastructure & Network Security,7,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-06,Network Segmentation (macrosegementation),"Mechanisms exist to ensure network architecture utilizes network segmentation to isolate systems, applications and services to protect from other network resources.",Infrastructure & Network Security,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-06.1,Security Management Subnets,Mechanisms exist to implement security management subnets to isolate security tools and support components from other internal system components by implementing separate subnetworks with managed interfaces to other components of the system. ,Infrastructure & Network Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-06.2,Virtual Local Area Network (VLAN) Separation,Mechanisms exist to enable Virtual Local Area Networks (VLANs) to limit the ability of devices on a network to directly communicate with other devices on the subnet and limit an attacker's ability to laterally move to compromise neighboring systems. ,Infrastructure & Network Security,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-06.3,Sensitive / Regulated Data Enclave (Secure Zone),Mechanisms exist to implement segmentation controls to restrict inbound and outbound connectivity for sensitive / regulated data enclaves (secure zones). ,Infrastructure & Network Security,10,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-06.4,Segregation From Enterprise Services,"Mechanisms exist to isolate sensitive / regulated data enclaves (secure zones) from corporate-provided IT resources by providing enclave-specific IT services (e.g., directory services, DNS, NTP, ITAM, antimalware, patch management, etc.) to those isolated network segments.",Cyber Defense & Resilience,4,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-06.5,Direct Internet Access Restrictions,"Mechanisms exist to prohibit, or strictly-control, Internet access from sensitive / regulated data enclaves (secure zones).",Infrastructure & Network Security,6,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-06.6,Microsegmentation,"Automated mechanisms exist to enable microsegmentation, either physically or virtually, to divide the network according to application and data workflows communications needs.",Infrastructure & Network Security,2,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-06.7,Software Defined Networking (SDN),"Automated mechanisms exist to enable dynamic, policy-driven network segmentation, access controls and traffic management with a Software Defined Networking (SDN) architecture.",Identity and Access Management,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-07,Network Connection Termination,Mechanisms exist to terminate network connections at the end of a session or after an organization-defined time period of inactivity. ,Infrastructure & Network Security,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Mechanisms exist to employ Network Intrusion Detection / Prevention Systems (NIDS/NIPS) to detect and/or prevent intrusions into the network. ,Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-08.1,DMZ Networks,Mechanisms exist to monitor De-Militarized Zone (DMZ) network segments to separate untrusted networks from trusted networks.,Infrastructure & Network Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-08.2,Wireless Intrusion Detection / Prevention Systems (WIDS / WIPS),Mechanisms exist to monitor wireless network segments to implement Wireless Intrusion Detection / Prevention Systems (WIDS/WIPS) technologies.,Cyber Defense & Resilience,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-08.3,Host Containment,Automated mechanisms exist to enforce host containment protections that revoke or quarantine a host’s access to the network.,Infrastructure & Network Security,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-08.4,Resource Containment,Automated mechanisms exist to enforce resource containment protections that remove or quarantine a resource’s access to other resources.,Infrastructure & Network Security,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-09,Session Integrity ,Mechanisms exist to protect the authenticity and integrity of communications sessions. ,Infrastructure & Network Security,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-09.1,Invalidate Session Identifiers at Logout,Automated mechanisms exist to invalidate session identifiers upon user logout or other session termination. ,Infrastructure & Network Security,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-09.2,Unique System-Generated Session Identifiers,Automated mechanisms exist to generate and recognize unique session identifiers for each session.,Infrastructure & Network Security,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-10,Domain Name Service (DNS) Resolution ,"Mechanisms exist to ensure Domain Name Service (DNS) resolution is designed, implemented and managed to protect the security of name / address resolution.",Infrastructure & Network Security,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-10.1,Architecture & Provisioning for Name / Address Resolution Service,Mechanisms exist to ensure systems that collectively provide Domain Name Service (DNS) resolution service are fault-tolerant and implement internal/external role separation. ,Infrastructure & Network Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-10.2,Secure Name / Address Resolution Service (Recursive or Caching Resolver),Mechanisms exist to perform data origin authentication and data integrity verification on the Domain Name Service (DNS) resolution responses received from authoritative sources when requested by client systems. ,Identity and Access Management,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-10.3,Sender Policy Framework (SPF),Mechanisms exist to validate the legitimacy of email communications through configuring a Domain Naming Service (DNS) Sender Policy Framework (SPF) record to specify the IP addresses and/or hostnames that are authorized to send email from the specified domain.,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-10.4,Domain Registrar Security,"Mechanisms exist to lock the domain name registrar to prevent a denial of service caused by unauthorized deletion, transfer or other unauthorized modification of a domain’s registration details.",Infrastructure & Network Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-11,Out-of-Band Channels ,Mechanisms exist to utilize out-of-band channels for the electronic transmission of information and/or the physical shipment of system components or devices to authorized individuals. ,Infrastructure & Network Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-12,Safeguarding Data Over Open Networks ,"Cryptographic mechanisms exist to implement strong cryptography and security protocols to safeguard sensitive/regulated data during transmission over open, public networks. ",Data Privacy & Protection,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-12.1,Wireless Link Protection,"Mechanisms exist to protect external and internal wireless links from signal parameter attacks through monitoring for unauthorized wireless connections, including scanning for unauthorized wireless access points and taking appropriate action, if an unauthorized connection is discovered.",Cyber Defense & Resilience,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-12.2,End-User Messaging Technologies,Mechanisms exist to prohibit the transmission of unprotected sensitive/regulated data by end-user messaging technologies. ,Infrastructure & Network Security,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-13,Electronic Messaging,"Mechanisms exist to protect the confidentiality, integrity and availability of electronic messaging communications.",Infrastructure & Network Security,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-14,Remote Access ,"Mechanisms exist to define, control and review organization-approved, secure remote access methods.",Infrastructure & Network Security,10,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-14.1,Automated Monitoring & Control ,Automated mechanisms exist to monitor and control remote access sessions. ,Cyber Defense & Resilience,1,Detect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-14.2,Protection of Confidentiality / Integrity Using Encryption,"Cryptographic mechanisms exist to protect the confidentiality and integrity of remote access sessions (e.g., VPN). ",Data Privacy & Protection,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
NET-14.3,Managed Access Control Points,"Mechanisms exist to route all remote accesses through managed network access control points (e.g., VPN concentrator).",Identity and Access Management,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
