control_id,title,description,domain,weighting,csf_function,solution_count,catalogs,source_document
AST-23,Multi-Function Devices (MFD),Mechanisms exist to securely configure Multi-Function Devices (MFD) according to industry-recognized secure practices for the type of device.,Infrastructure & Network Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-24,Travel-Only Devices,"Mechanisms exist to issue personnel travelling overseas with temporary, loaner or ""travel-only"" end user technology (e.g., laptops and mobile devices) when travelling to authoritarian countries with a higher-than average risk for Intellectual Property (IP) theft or espionage against individuals and private companies.",Infrastructure & Network Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-25,Re-Imaging Devices After Travel,"Mechanisms exist to re-image end user technology (e.g., laptops and mobile devices) when returning from overseas travel to an authoritarian country with a higher-than average risk for Intellectual Property (IP) theft or espionage against individuals and private companies.",Infrastructure & Network Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-26,System Administrative Processes,"Mechanisms exist to develop, implement and govern system administration processes, with corresponding Standardized Operating Procedures (SOP), for operating and maintaining systems, applications and services.",Infrastructure & Network Security,9,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-27,Jump Server,"Mechanisms exist to conduct remote system administrative functions via a ""jump box"" or ""jump server"" that is located in a separate network zone to user workstations.",Infrastructure & Network Security,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-28,Database Administrative Processes,"Mechanisms exist to develop, implement and govern database management processes, with corresponding Standardized Operating Procedures (SOP), for operating and maintaining databases.",Infrastructure & Network Security,9,Identify,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-28.1,Database Management System (DBMS),"Mechanisms exist to implement and maintain Database Management Systems (DBMSs), where applicable.",Infrastructure & Network Security,6,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-29,Radio Frequency Identification (RFID) Security,Mechanisms exist to securely govern Radio Frequency Identification (RFID) deployments to ensure RFID is used safely and securely to protect the confidentiality and integrity of data and prevent the compromise of secure spaces.,Identity and Access Management,3,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-29.1,Contactless Access Control Systems,Mechanisms exist to securely configure contactless access control systems incorporating contactless RFID or smart cards to protect the confidentiality and integrity of data and prevent the compromise of secure spaces.,Identity and Access Management,3,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-30,Decommissioning,"Mechanisms exist to ensure systems, applications and services are properly decommissioned so that data is properly transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations.",Information Security Governance,4,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-31,Asset Categorization,Mechanisms exist to categorize technology assets.,Infrastructure & Network Security,9,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-31.1,Categorize Artificial Intelligence (AI)-Related Technologies,Mechanisms exist to categorize Artificial Intelligence (AI) and Autonomous Technologies (AAT).,AI & Emerging Technology Security,9,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-31.2,High-Risk Asset Categorization,"Mechanisms exist to categorize a system and/or service as ""High Risk"" if it poses a significant risk of harm to an individual's:
(1) Health;
(2) Safety; and/or 
(3) Fundamental human rights.",Infrastructure & Network Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-31.3,Asset Attributes,,Cyber Defense & Resilience,,,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-32,Automated Network Asset Discovery,,Infrastructure & Network Security,,,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-01,Business Continuity Management System (BCMS),"Mechanisms exist to facilitate the implementation of contingency planning controls to help ensure resilient assets and services (e.g., Continuity of Operations Plan (COOP) or Business Continuity & Disaster Recovery (BC/DR) playbooks).",Cyber Defense & Resilience,10,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-01.1,Coordinate with Related Plans ,Mechanisms exist to coordinate contingency plan development with internal and external elements responsible for related plans. ,Cyber Defense & Resilience,5,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-01.2,Coordinate With External Service Providers,Mechanisms exist to coordinate internal contingency plans with the contingency plans of external service providers to ensure that contingency requirements can be satisfied.,Cyber Defense & Resilience,5,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-01.3,Transfer to Alternate Processing / Storage Site,Mechanisms exist to redeploy personnel to other roles during a disruptive event or in the execution of a continuity plan.,Cyber Defense & Resilience,5,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-01.4,Recovery Time / Point Objectives (RTO / RPO),Mechanisms exist to facilitate recovery operations in accordance with Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).,Cyber Defense & Resilience,5,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-01.5,Recovery Operations Criteria,Mechanisms exist to define specific criteria that must be met to initiate Business Continuity / Disaster Recover (BC/DR) plans that facilitate business continuity operations capable of meeting applicable Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).,Cyber Defense & Resilience,6,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-01.6,Recovery Operations Communications,Mechanisms exist to communicate the status of recovery activities and progress in restoring operational capabilities to designated internal and external stakeholders.,Cyber Defense & Resilience,3,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-02,Identify Critical Assets ,"Mechanisms exist to identify and document the critical systems, applications and services that support essential missions and business functions.",Cyber Defense & Resilience,9,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-02.1,Resume All Missions & Business Functions,Mechanisms exist to resume all missions and business functions within Recovery Time Objectives (RTOs) of the contingency plan's activation.,Cyber Defense & Resilience,8,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-02.2,Continue Essential Mission & Business Functions,Mechanisms exist to continue essential missions and business functions with little or no loss of operational continuity and sustain that continuity until full system restoration at primary processing and/or storage sites.,Cyber Defense & Resilience,8,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-02.3,Resume Essential Missions & Business Functions ,Mechanisms exist to resume essential missions and business functions within an organization-defined time period of contingency plan activation. ,Cyber Defense & Resilience,8,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-02.4,Data Storage Location Reviews,Mechanisms exist to perform periodic security reviews of storage locations that contain sensitive / regulated data.,Cyber Defense & Resilience,8,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-03,Contingency Training,Mechanisms exist to adequately train contingency personnel and applicable stakeholders in their contingency roles and responsibilities. ,Cyber Defense & Resilience,5,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-03.1,Simulated Events,Mechanisms exist to incorporate simulated events into contingency training to facilitate effective response by personnel in crisis situations.,Cyber Defense & Resilience,3,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-03.2,Automated Training Environments,Automated mechanisms exist to provide a more thorough and realistic contingency training environment.,Cyber Defense & Resilience,1,Recover,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-04,Contingency Plan Testing & Exercises ,Mechanisms exist to conduct tests and/or exercises to evaluate the contingency plan's effectiveness and the organization's readiness to execute the plan. ,Cyber Defense & Resilience,6,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-04.1,Coordinated Testing with Related Plans ,Mechanisms exist to coordinate contingency plan testing with internal and external elements responsible for related plans. ,Cyber Defense & Resilience,3,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-04.2,Alternate Storage & Processing Sites,Mechanisms exist to test contingency plans at alternate storage & processing sites to both familiarize contingency personnel with the facility and evaluate the capabilities of the alternate processing site to support contingency operations. ,Cyber Defense & Resilience,5,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-05,Contingency Plan Root Cause Analysis (RCA) & Lessons Learned,"Mechanisms exist to conduct a Root Cause Analysis (RCA) and ""lessons learned"" activity every time the contingency plan is activated.",Cyber Defense & Resilience,9,Detect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-06,Ongoing Contingency Planning,"Mechanisms exist to update contingency plans due to changes affecting:
(1) People (e.g., personnel changes);
(2) Processes (e.g., new, altered or decommissioned business practices, including third-party services)
(3) Technologies (e.g., new, altered or decommissioned technologies);
(4) Data (e.g., changes to data flows and/or data repositories);
(5) Facilities (e.g., new, altered or decommissioned physical infrastructure); and/or
(6) Feedback from contingency plan testing activities.",Cyber Defense & Resilience,8,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-06.1,Contingency Planning Components,"Mechanisms exist to identify components that potentially impact the organization's ability to execute contingency plans, including changes to:
(1) Personnel roles;
(2) Business processes (including the use of third-party services);
(3) Deployed technologies; 
(4) Data repositories and/or data flows; and/or
(5) Physical infrastructure.",Cyber Defense & Resilience,8,Recover,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-06.2,Contingency Plan Update Notifications,"Mechanisms exist to keep stakeholders informed of changes to contingency plans.
",Cyber Defense & Resilience,5,Recover,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-07,Alternative Security Measures ,Mechanisms exist to implement alternative or compensating controls to satisfy security functions when the primary means of implementing the security function is unavailable or compromised. ,Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-08,Alternate Storage Site,Mechanisms exist to establish an alternate storage site that includes both the assets and necessary agreements to permit the storage and recovery of system backup information. ,Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-08.1,Separation from Primary Site ,Mechanisms exist to separate the alternate storage site from the primary storage site to reduce susceptibility to similar threats.,Cyber Defense & Resilience,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-08.2,Accessibility ,Mechanisms exist to identify and mitigate potential accessibility problems to the alternate storage site in the event of an area-wide disruption or disaster.,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09,Alternate Processing Site,Mechanisms exist to establish an alternate processing site that provides security measures equivalent to that of the primary site.,Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.1,Separation from Primary Site,Mechanisms exist to separate the alternate processing site from the primary processing site to reduce susceptibility to similar threats.,Cyber Defense & Resilience,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.2,Accessibility,"Mechanisms exist to identify and mitigate potential accessibility problems to the alternate processing site and possible mitigation actions, in the event of an area-wide disruption or disaster.",Cyber Defense & Resilience,5,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.3,Alternate Site Priority of Service,"Mechanisms exist to address priority-of-service provisions in alternate processing and storage sites that support availability requirements, including Recovery Time Objectives (RTOs). ",Cyber Defense & Resilience,6,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.4,Preparation for Use,Mechanisms exist to prepare the alternate processing alternate to support essential missions and business functions so that the alternate site is capable of being used as the primary site.,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-09.5,Inability to Return to Primary Site,Mechanisms exist to plan and prepare for both natural and manmade circumstances that preclude returning to the primary processing site.,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10,Telecommunications Services Availability,Mechanisms exist to reduce the likelihood of a single point of failure with primary telecommunications services.,Cyber Defense & Resilience,6,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10.1,Telecommunications Priority of Service Provisions,"Mechanisms exist to formalize primary and alternate telecommunications service agreements contain priority-of-service provisions that support availability requirements, including Recovery Time Objectives (RTOs). ",Cyber Defense & Resilience,6,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10.2,Separation of Primary / Alternate Providers,Mechanisms exist to obtain alternate telecommunications services from providers that are separated from primary service providers to reduce susceptibility to the same threats. ,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10.3,Provider Contingency Plan ,Mechanisms exist to contractually-require external service providers to have contingency plans that meet organizational contingency requirements.,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-10.4,Alternate Communications Channels,Mechanisms exist to maintain command and control capabilities via alternate communications channels and designating alternative decision makers if primary decision makers are unavailable.,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11,Data Backups,"Mechanisms exist to create recurring backups of data, software and/or system images, as well as verify the integrity of these backups, to ensure the availability of the data to satisfying Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).",Cyber Defense & Resilience,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.1,Testing for Reliability & Integrity ,"Mechanisms exist to routinely test backups that verify the reliability of the backup process, as well as the integrity and availability of the data. ",Cyber Defense & Resilience,9,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.10,Backup Modification and/or Destruction,Mechanisms exist to restrict access to modify and/or delete backups to privileged users with assigned data backup and recovery operations roles.,Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.2,Separate Storage for Critical Information ,Mechanisms exist to store backup copies of critical software and other security-related information in a separate facility or in a fire-rated container that is not collocated with the system being backed up.,Cyber Defense & Resilience,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.3,Recovery Images,"Mechanisms exist to reimage assets from configuration-controlled and integrity-protected images that represent a secure, operational state.",Cyber Defense & Resilience,8,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.4,Cryptographic Protection,Cryptographic mechanisms exist to prevent the unauthorized disclosure and/or modification of backup information.,Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.5,Test Restoration Using Sampling,Mechanisms exist to utilize sampling of available backups to test recovery capabilities as part of business continuity plan testing. ,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.6,Transfer to Alternate Storage Site,Mechanisms exist to transfer backup data to the alternate storage site at a rate that is capable of meeting both Recovery Time Objectives (RTOs) and Recovery Point Objectives (RPOs).,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.7,Redundant Secondary System,"Mechanisms exist to maintain a failover system, which is not collocated with the primary system, application and/or service, which can be activated with little-to-no loss of information or disruption to operations.",Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.8,Dual Authorization For Backup Media Destruction,Mechanisms exist to implement and enforce dual authorization for the deletion or destruction of sensitive backup media and data.,Cyber Defense & Resilience,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-11.9,Backup Access,Mechanisms exist to restrict access to backups to privileged users with assigned roles for data backup and recovery operations.,Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12,"Technology Assets, Applications and/or Services (TAAS) Recovery & Reconstitution","Mechanisms exist to ensure the secure recovery and reconstitution of systems to a known state after a disruption, compromise or failure.",Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12.1,Transaction Recovery,Mechanisms exist to utilize specialized backup mechanisms that will allow transaction recovery for transaction-based applications and services in accordance with Recovery Point Objectives (RPOs).,Cyber Defense & Resilience,9,Recover,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12.2,Failover Capability,"Mechanisms exist to implement real-time or near-real-time failover capability to maintain availability of critical systems, applications and/or services.",Cyber Defense & Resilience,8,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12.3,Electronic Discovery (eDiscovery),Mechanisms exist to utilize electronic discovery (eDiscovery) that covers current and archived communication transactions.,Cyber Defense & Resilience,8,Respond,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-12.4,Restore Within Time Period,"Mechanisms exist to restore systems, applications and/or services within organization-defined restoration time-periods from configuration-controlled and integrity-protected information; representing a known, operational state for the asset. ",Cyber Defense & Resilience,5,Respond,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-13,Backup & Restoration Hardware Protection ,Mechanisms exist to protect backup and restoration hardware and software.,Cyber Defense & Resilience,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-13.1,Restoration Integrity Verification,Mechanisms exist to verify the integrity of backups and other restoration assets prior to using them for restoration.,Cyber Defense & Resilience,7,Govern,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-14,Isolated Recovery Environment,"Mechanisms exist to utilize an isolated, non-production environment to perform data backup and recovery operations through offline, cloud or off-site capabilities.",Cloud & Platform Security,5,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-15,Reserve Hardware,Mechanisms exist to purchase and maintain a sufficient reserve of spare hardware to ensure essential missions and business functions can be maintained in the event of a supply chain disruption.,Cyber Defense & Resilience,7,Recover,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
BCD-16,AI & Autonomous Technologies Incidents,Mechanisms exist to handle failures or incidents with Artificial Intelligence (AI) and Autonomous Technologies (AAT) deemed to be high-risk.,AI & Emerging Technology Security,10,Respond,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-01,Capacity & Performance Management ,Mechanisms exist to facilitate the implementation of capacity management controls to ensure optimal system performance to meet expected and anticipated future capacity requirements.,Infrastructure & Network Security,8,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-02,Resource Priority,Mechanisms exist to control resource utilization of systems that are susceptible to Denial of Service (DoS) attacks to limit and prioritize the use of resources.,Infrastructure & Network Security,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-03,Capacity Planning ,"Mechanisms exist to conduct capacity planning so that necessary capacity for information processing, telecommunications and environmental support will exist during contingency operations. ",Personnel & Physical Security,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-04,Performance Monitoring,"Automated mechanisms exist to centrally-monitor and alert on the operating state and health status of critical systems, applications and services.",Cyber Defense & Resilience,7,Detect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-05,Elastic Expansion,"Mechanisms exist to automatically scale the resources available for services, as demand conditions change.",Infrastructure & Network Security,5,Govern,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CAP-06,Regional Delivery,Mechanisms exist to support operations that are geographically dispersed via regional delivery of technological services.,Infrastructure & Network Security,1,Govern,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-01,Configuration Management Program,Mechanisms exist to facilitate the implementation of configuration management controls.,Infrastructure & Network Security,9,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-01.1,Assignment of Responsibility,Mechanisms exist to implement a segregation of duties for configuration management that prevents developers from performing production configuration management duties.,Infrastructure & Network Security,5,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02,Secure Baseline Configurations,"Mechanisms exist to develop, document and maintain secure baseline configurations for technology platforms that are consistent with industry-accepted system hardening standards. ",Infrastructure & Network Security,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.1,Reviews & Updates,"Mechanisms exist to review and update baseline configurations:
(1) At least annually;
(2) When required due to so; or
(3) As part of system component installations and upgrades.",Infrastructure & Network Security,8,Detect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.2,Automated Central Management & Verification ,"Automated mechanisms exist to govern and report on baseline configurations of systems through Continuous Diagnostics and Mitigation (CDM), or similar technologies.",Infrastructure & Network Security,7,Detect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.3,Retention Of Previous Configurations ,Mechanisms exist to retain previous versions of baseline configuration to support roll back. ,Infrastructure & Network Security,3,Identify,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.4,Development & Test Environment Configurations,Mechanisms exist to manage baseline configurations for development and test environments separately from operational baseline configurations to minimize the risk of unintentional changes.,Infrastructure & Network Security,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.5,"Configure Technology Assets, Applications and/or Services (TAAS) for High-Risk Areas ",Mechanisms exist to configure systems utilized in high-risk areas with more restrictive baseline configurations.,Infrastructure & Network Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.6,Network Device Configuration File Synchronization,Mechanisms exist to configure network devices to synchronize startup and running configuration files. ,Infrastructure & Network Security,7,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.7,Approved Configuration Deviations ,"Mechanisms exist to document, assess risk and approve or deny deviations to standardized configurations.",Infrastructure & Network Security,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.8,Respond To Unauthorized Changes ,Mechanisms exist to respond to unauthorized changes to configuration settings as security incidents. ,Infrastructure & Network Security,9,Respond,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-02.9,Baseline Tailoring,"Mechanisms exist to allow baseline controls to be specialized or customized by applying a defined set of tailoring actions that are specific to:
(1) Mission / business functions;
(2) Operational environment;
(3) Specific threats or vulnerabilities; or
(4) Other conditions or situations that could affect mission / business success.",Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03,Least Functionality,"Mechanisms exist to configure systems to provide only essential capabilities by specifically prohibiting or restricting the use of ports, protocols, and/or services. ",Infrastructure & Network Security,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03.1,Periodic Review,"Mechanisms exist to periodically review system configurations to identify and disable unnecessary and/or non-secure functions, ports, protocols and services.",Infrastructure & Network Security,8,Detect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03.2,Prevent Unauthorized Software Execution,Mechanisms exist to configure systems to prevent the execution of unauthorized software programs. ,Infrastructure & Network Security,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03.3,Explicitly Allow / Deny Applications,Mechanisms exist to explicitly allow (allowlist / whitelist) and/or block (denylist / blacklist) applications that are authorized to execute on systems.,Infrastructure & Network Security,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-03.4,Split Tunneling,Mechanisms exist to prevent split tunneling for remote devices unless the split tunnel is securely provisioned using organization-defined safeguards.,Infrastructure & Network Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-04,Software Usage Restrictions ,Mechanisms exist to enforce software usage restrictions to comply with applicable contract agreements and copyright laws.,Infrastructure & Network Security,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-04.1,Open Source Software,Mechanisms exist to establish parameters for the secure use of open source software. ,Infrastructure & Network Security,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
CFG-04.2,Unsupported Internet Browsers & Email Clients ,Mechanisms exist to allow only approved Internet browsers and email clients to run on systems.,Infrastructure & Network Security,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
